,text,intent
0,what films are at cineplex odeon corporation,SearchScreeningEvent
1,['and what amazing films you are at cineplex odeon corporation'],SearchScreeningEvent
2,what are the movie times for animated movies in the neighbourhood,SearchScreeningEvent
3,['What is the time for animated films in the neighbourhood?'],SearchScreeningEvent
4,i d like a table for eight at a close-by place in carpenterville,BookRestaurant
5,['cingular d like a wooden_picnic_tables for several at a Shanta_Poonai - bу_thе place in carpenterville'],BookRestaurant
6,play the last chant from the fourties,PlayMusic
7,['play the last chorale from the forties'],PlayMusic
8,play ik hou van jou by elena temnikova,PlayMusic
9,['play Choi_Byung batla van weet by elena temnikova'],PlayMusic
10,book a restaurant that serves pasta for 5 people,BookRestaurant
11,['Book a restaurant that serves pasta for 5 people'],BookRestaurant
12,is it humid in parc national de killarney,GetWeather
13,['it is damp in the parc national de killarney'],GetWeather
14,tell me what films are playing at plitt theatres,SearchScreeningEvent
15,['tell your me twice what films are playing on at plitt theatres'],SearchScreeningEvent
16,i d like to reserve a table in northcote,BookRestaurant
17,['i need d sure like to reserve a corner table in northcote'],BookRestaurant
18,book for 3 in u s  virgin islands,BookRestaurant
19,['book for the 3 generations in california u s virgin islands'],BookRestaurant
20,book a highly rated restaurant for one person in rainbow lakes,BookRestaurant
21,['book a extremely stag restaurant for one person in rainbow lake'],BookRestaurant
22,where to buy education for chemical engineers,SearchCreativeWork
23,['dilapidated_shack to topurchase education for chemical engineering'],SearchCreativeWork
24,add this album ny bill callahan to my mi casa es la tuya playlist oficial list,AddToPlaylist
25,['Add this album ny bill callahan to my mi casa es la tuya playlist'],AddToPlaylist
26,find the movie schedule close by,SearchScreeningEvent
27,['Find the game plan nearby'],SearchScreeningEvent
28,i give a 4 to 3 willows: the sisterhood grows,RateBook
29,['because i give a 4 am to get 3 willows : the young sisterhood grows'],RateBook
30,what is the cave canem demos photograph,SearchCreativeWork
31,['amateurism_Ter_Horst is Crash_bang_wallop cave canem demos mug_shots'],SearchCreativeWork
32,put nothing remains the same on my summer music playlist,AddToPlaylist
33,['so put nothing it remains the same on your my summer period music playlist'],AddToPlaylist
34,give me the movie schedules for southern theatres,SearchScreeningEvent
35,['give pine tree state the picture show schedules for southern theatres'],SearchScreeningEvent
36,book a table for my step father and i,BookRestaurant
37,['account book a table for my stair father and i'],BookRestaurant
38,when is the fox and the child playing in this cinema,SearchScreeningEvent
39,['When do the fox and the child play in this cinema?'],SearchScreeningEvent
40,what is the nearby forecast for here at 15:26:11,GetWeather
41,"[""what's the closer forecast for here at 3: 26: 11 p.m.""]",GetWeather
42,add track in my playlist called hands up,AddToPlaylist
43,['Add track to my playlist called hands up'],AddToPlaylist
44,find the nearest movie house showing good morning  babylon,SearchScreeningEvent
45,['Find the nearest cinema showing Good Morning Babylon'],SearchScreeningEvent
46,i need a table for five at childs restaurants in brunei,BookRestaurant
47,"[""I need a table for five in children's restaurants in Brunei""]",BookRestaurant
48,looking for a song with the title of live at the kings center,SearchCreativeWork
49,['looking for a sung with the title of live at the business leader center'],SearchCreativeWork
50,i need to find the movie theatre showing the crooked web closest to me,SearchScreeningEvent
51,['now i need you to find the right movie theatre showing the crooked web closest thing to being me'],SearchScreeningEvent
52,help me locate the tristan betrayal,SearchCreativeWork
53,['Help me track down the betrayal of Tristan'],SearchCreativeWork
54,show the animated movies playing in the neighbourhood,SearchScreeningEvent
55,['Show the animated movies that are played in the neighborhood'],SearchScreeningEvent
56,find me the age for love playing at the closest movie house,SearchScreeningEvent
57,['I find the age for love to play in the nearest cinema'],SearchScreeningEvent
58,book a spot for me and kathrine  at smithville,BookRestaurant
59,"[""book a Rookie_Perrish_Cox versus don'tI and kathrine at smithville""]",BookRestaurant
60,will it be warmer in the district of columbia on may 25  2033,GetWeather
61,['will it be warmer in the district of columbia university on whitethorn twenty five 2033'],GetWeather
62,add ireland in the junior eurovision song contest 2015 to my jazzy dinner playlist,AddToPlaylist
63,['to add maria ireland in the junior miss eurovision world song contest 2015 to renew my jazzy dinner playlist'],AddToPlaylist
64,i rate secret water as a 4,RateBook
65,['wouldnt rate secret Floridan_Aquifer as a N_CC_TVPG'],RateBook
66,what is the nh forecast for mexican hat,GetWeather
67,['Mr._NAVARRETTE is the dpa_bs downwards_revision for mexican hat'],GetWeather
68,i want a table for five at a place in russia on 4/4/2036,BookRestaurant
69,['I would like a table for five people in one place in Russia on 4.4.2036'],BookRestaurant
70,rate cuisines of the axis of evil and other irritating states one out of 6,RateBook
71,['Rate kitchens of the axis of evil and other irritating states one out of 6'],RateBook
72,on lea s saturday night playlist add the name d generation,AddToPlaylist
73,['on lea s saturday night playlist enliven the anagram drlg kin'],AddToPlaylist
74,for my fantastic workout can you add sara bareilles,AddToPlaylist
75,['is my awe_inspiring workout can you overwhelm sara bareilles'],AddToPlaylist
76,how will the weather be different 5 years from now in waconia,GetWeather
77,['how will the weather follow different quint years from directly in waconia'],GetWeather
78,book a table today at a steakhouse for eight that serves sashimi,BookRestaurant
79,['hardcover a white_linen_tablecloth today at a Café_Boulud for eight that serves okonomiyaki'],BookRestaurant
80,for playlist todo latino add absolutely sweet marie,AddToPlaylist
81,['for play list todo latino add together dead sweet marie'],AddToPlaylist
82,play a chaos of desire from dan snaith,PlayMusic
83,['MarQueis a chaos of wanted from sudah snaith'],PlayMusic
84,when is fine  totally fine playing,SearchScreeningEvent
85,['when is going fine totally fine by playing'],SearchScreeningEvent
86,will it be stormy in wildorado,GetWeather
87,['will it still be this stormy summer in wildorado'],GetWeather
88,where can i purchase the saga the second life of samuel tyne,SearchCreativeWork
89,['and where can i purchase the whole saga the whole second life of a samuel tyne'],SearchCreativeWork
90,show me the schedule of movie shadow of a woman,SearchScreeningEvent
91,['show me again the schedule of my movie shadow of for a woman'],SearchScreeningEvent
92,put this agent m tune onto de cantautor español,AddToPlaylist
93,['put this federal agent m tune onto de cantautor español'],AddToPlaylist
94,add this michael v track to my folk & americana,AddToPlaylist
95,['add GREG_POTTER_Yes michael v track to DEAR_BILLY_GRAHAM folk & foetida'],AddToPlaylist
96,i d like to see movie schedules for kerasotes theatres,SearchScreeningEvent
97,['iam d like to see movie divisional_alignment plus kerasotes theatres'],SearchScreeningEvent
98,will it be hotter in pr at 23 o clock,GetWeather
99,['Will it get hotter in Pr at 11pm?'],GetWeather
100,book a reservation for 9 people at a roman pizzeria,BookRestaurant
101,['Book a reservation for 9 people in a Roman pizzeria'],BookRestaurant
102,add an album in sweet soul chillout,AddToPlaylist
103,['inject an Good_Morning_Revival in sweet soul jamz'],AddToPlaylist
104,play the most popular coti songs on pandora,PlayMusic
105,['play the most pop coti songs on pandora'],PlayMusic
106,what is the tv show journal of personality and social psychology,SearchCreativeWork
107,['what is really the cool tv show journal of personality perception and social life psychology'],SearchCreativeWork
108,for my crossfit playlist add the soul sessions volume 2,AddToPlaylist
109,['for my crossfit play list add the soul seance volume 2'],AddToPlaylist
110,i need a table in sacaton at a gluten free restaurant,BookRestaurant
111,['lol urge a seated in sacaton Boxing_KOTV a gluten free restaurant'],BookRestaurant
112,put vandemataram srinivas s track onto hiphop hot 50,AddToPlaylist
113,['Vandemataram Srinivas s track on hip hop hot 50'],AddToPlaylist
114,find the panic in needle park,SearchScreeningEvent
115,['Find the Panic in the Needle Park'],SearchScreeningEvent
