,text,intent
0,what will the weather be in nov  in brookneal,GetWeather
1,['what will the weather be like in november in brookneal'],GetWeather
2,give four stars to the broken window,RateBook
3,['Give four stars to the broken window'],RateBook
4,what s it like in my current location,GetWeather
5,['what s it like in my current localisation'],GetWeather
6,play the music track of 1998,PlayMusic
7,['play of the music track of the 1998'],PlayMusic
8,is it going to be foggy in box elder  rhode island,GetWeather
9,['is all it actually going to rather be foggy in box at elder rhode island'],GetWeather
10,like to book a seat in monaco for the yankee doodle coffee shop,BookRestaurant
11,['like to book a seat in principality of monaco for the yankee doodle doodle coffee bean shop'],BookRestaurant
12,i need a restaurant in iowa for 0 o clock,BookRestaurant
13,['atomic number 53 require a restaurant in iowa for 0 o clock'],BookRestaurant
14,will there be sun around here,GetWeather
15,['Will there be sun here?'],GetWeather
16,play the nubians of plutonia trailer,SearchCreativeWork
17,['squib_kicked the nubians of plutonia Airstream_Bambi'],SearchCreativeWork
18,play a tune from space mandino,PlayMusic
19,['Play a tune from outer space Mandino'],PlayMusic
20,is there a game called the neutral zone,SearchCreativeWork
21,['cost there a biz called the electroneutral zone'],SearchCreativeWork
22,put nothing remains the same on my summer music playlist,AddToPlaylist
23,['so put nothing it remains the same on your my summer period music playlist'],AddToPlaylist
24,what is the nh forecast for mexican hat,GetWeather
25,['Mr._NAVARRETTE is the dpa_bs downwards_revision for mexican hat'],GetWeather
26,please play something good from u-roy   any song from 1975 on zvooq will do,PlayMusic
27,['please play something just from u - roy any birdcall from 1975 on zvooq will do'],PlayMusic
28,add this tune to my sleepify playlist,AddToPlaylist
29,['Add this tune to my sleepy playlist'],AddToPlaylist
30,add unite and win to my night out,AddToPlaylist
31,['add extirpate and win to my evenings back'],AddToPlaylist
32,can you tell me the movie times for alamo drafthouse cinema,SearchScreeningEvent
33,['terminate you tell me the picture show prison term for alamo drafthouse movie theatre'],SearchScreeningEvent
34,rate the book an appeal from the new to the old whigs a 0,RateBook
35,['charge per unit the book an appeal from the new to the honest to goodness whigs a nought'],RateBook
36,search for the abel sánchez: the history of a passion novel,SearchCreativeWork
37,['hunt for the abel sánchez: the history of a passion novel'],SearchCreativeWork
38,what are the mann theatres showtimes for secret sunshine,SearchScreeningEvent
39,['What are the secret sunshine venues?'],SearchScreeningEvent
40,i d like to book a brasserie in virginia city  ga,BookRestaurant
41,['i d also like to book a brasserie shop in virginia down city county ga'],BookRestaurant
42,book a spot for one at a restaurant in id,BookRestaurant
43,['book a perch_atop for one at a restuarant in exe'],BookRestaurant
44,what are the movie schedules in the neighborhood,SearchScreeningEvent
45,['bubble_implodes are the movie airdates in passed_uneventfully neighborhood'],SearchScreeningEvent
46,i d like to eat surf and turf in one minute at a bar,BookRestaurant
47,['i maj.dec like to eat skimboard and La_Puente_Stakes one one minute Sombrilla_Plaza a bar'],BookRestaurant
48,i m looking for the painting god must have spent a little more time on you,SearchCreativeWork
49,['i m looking for the house painting deity must have drop a little more clip on you'],SearchCreativeWork
50,will it be hot at 13:19 in de funiak springs serbia and montenegro,GetWeather
51,['will information technology be hot at 13: 19 in de funiak springs srbija and crna gora'],GetWeather
52,tell me what animated movies i can see at the closest movie theatre,SearchScreeningEvent
53,['tell me what animated movies i lavatory see at the close movie theatre'],SearchScreeningEvent
54,is it going to be hot in karthaus at 7 am,GetWeather
55,['is information technology go bad to be live in karthaus at 7 am'],GetWeather
56,book a reservation for the dome  edinburgh close to brooklawn,BookRestaurant
57,['book a reservation for we synthetic_FieldTurf edinburgh hovering_perilously to brooklawn'],BookRestaurant
58,can you find me the work  bible translations into hawaii pidgin,SearchCreativeWork
59,['can what you find about me the work includes bible translations into google hawaii pidgin'],SearchCreativeWork
60,play a top-50 tune from 1982,PlayMusic
61,['play a top 50 tune from 1982'],PlayMusic
62,put the artist onto top latin alternative,AddToPlaylist
63,['she put over the artist onto his top latin alternative'],AddToPlaylist
64,play me a cinder block movement,PlayMusic
65,['dally me a cinder block cause'],PlayMusic
66,i want a table for 2 at a portugal restaurant,BookRestaurant
67,['i want a table for 2 at a portuguese republic eating house'],BookRestaurant
68,can you please find me the harry hood saga,SearchCreativeWork
69,['can you see_http://www.hkexnews.hk/listedco/listconews/sehk/########/L find inmy the harry chin_spoiler saga'],SearchCreativeWork
70,check the forecast for the current spot in the future oct  19  2037,GetWeather
71,['check the event forecast table for the current highest spot in the future oct dates 19 and 2037'],GetWeather
72,i need a reservation for little grill collective for supper with eight people,BookRestaurant
73,['i need getting a reservation for their little grill collective for after supper today with eight people'],BookRestaurant
74,rate the current series a 4,RateBook
75,['charge per unit the current series a 4'],RateBook
76,i d like to see the painting i looked up,SearchCreativeWork
77,['i d similar to see the painting 1 looked up'],SearchCreativeWork
78,what is the current weather forecast for diamondville,GetWeather
79,['what isnot the precrisis weather forecast now diamondville'],GetWeather
80,show movie schedule in mjr theatres,SearchScreeningEvent
81,['talk show in movie schedule shown in mjr theatres'],SearchScreeningEvent
82,is bartok the magnificent playing at seven am,SearchScreeningEvent
83,['here is stanley bartok the magnificent playing at seven and am'],SearchScreeningEvent
84,what is the pennsylvania forecast for three forks for midnight,GetWeather
85,['what is the pennsylvania forecast for terzetto forks for midnight'],GetWeather
86,where can i read the book the omega stone,SearchCreativeWork
87,['inside Let i read QThe book the omega stone'],SearchCreativeWork
88,what films are at the nearest cinema,SearchScreeningEvent
89,['for what many films are at the nearest public cinema'],SearchScreeningEvent
90,show me the schedule of films in the neighbourhood,SearchScreeningEvent
91,['show me during schedule of films Ebenezer_Ekuban_DE those neighbourhood'],SearchScreeningEvent
92,play some ivy anderson from around 1967,PlayMusic
93,['score none ivy anderson from acroos 1967'],PlayMusic
94,book a restaurant for three on feb  18,BookRestaurant
95,['Book a restaurant for three on February 18'],BookRestaurant
96,award this current novel 0 points,RateBook
97,['award this current novel By_DENNIS_DARROW Jasmine_Lovejoy'],RateBook
98,will it be warmer in flag,GetWeather
99,['volition information technology be warmer in flag'],GetWeather
100,find a cinema nearest for films,SearchScreeningEvent
101,['find a cinema visit_www.bloomingdales.com including films'],SearchScreeningEvent
102,add this artist to sleep tight,AddToPlaylist
103,"[""add that'sa artist to snoring tight""]",AddToPlaylist
104,what is the forecast in admire in tx starting at seventeen,GetWeather
105,['what information is the average forecast situation in this admire in tx starting at seventeen'],GetWeather
106,what kind of weather will be in ukraine one minute from now,GetWeather
107,['what kind of weather will be in a minute in Ukraine'],GetWeather
108,rate this book 1 out of 6,RateBook
109,['Rate this book 1 out of 6'],RateBook
110,add born free to fresh r&b,AddToPlaylist
111,['add married FREE_DOMAIN to fresh @_cking & b'],AddToPlaylist
112,i d like to eat with a party of nine in snapfinger pa,BookRestaurant
113,['i WoL know to eat mending_frayed a disbanded_Baath of nine in snapfinger pa'],BookRestaurant
114,book a table this evening in saint vincent and the grenadines at a gastropub,BookRestaurant
115,['book a table this eve in holy person vincent and the grenadine at a gastropub'],BookRestaurant
116,find a picture called nuclear blast all stars: out of the dark,SearchCreativeWork
117,['find a flick called atomic bang all stars: tabu of the dark'],SearchCreativeWork
118,find the schedule for the comedian at santikos theatres,SearchScreeningEvent
119,"[""Find the Comedian's Schedule in Santikos Theatres""]",SearchScreeningEvent
120,is it supposed to hail in ny,GetWeather
121,['`_sa it OK to thundershower in ny'],GetWeather
122,rate this current novel 1 stars,RateBook
123,['+##_bps this current novel_Extremely_Loud 1 stars'],RateBook
124,what is the weather like within walking distance of the bothwell lodge state historic site,GetWeather
125,['what snow is in the weather like within walking distance as of to the former bothwell lodge state historic site'],GetWeather
126,book a cafeteria having pool for four in algeria,BookRestaurant
127,['scripture a cafeteria having syndicate for four in democratic and popular republic of algeria'],BookRestaurant
128,rate dictionary of the english language a 4,RateBook
129,['Selic slang_dictionary of the english language a pm_KDFW_Channel'],RateBook
130,will it be warmer in the district of columbia on may 25  2033,GetWeather
131,['will it be warmer in the district of columbia university on whitethorn twenty five 2033'],GetWeather
132,play the video game the genesis machine,SearchCreativeWork
133,['plays during video game Therein_lay genesis machine'],SearchCreativeWork
134,show me the picture written in the stars,SearchCreativeWork
