,text,intent
0,find the schedule for the comedian at santikos theatres,SearchScreeningEvent
1,"[""Find the Comedian's Schedule in Santikos Theatres""]",SearchScreeningEvent
2,what is the forecast for foggy conditions here in twenty one minutes,GetWeather
3,['for what is the forecast for foggy ground conditions here... in twenty one five minutes'],GetWeather
4,add 3 natsu natsu mini berryz to my rock classics playlist,AddToPlaylist
5,['Add 3 natsu natsu mini berryz to my classic rock playlist'],AddToPlaylist
6,will it be hot in my current location this week,GetWeather
7,['will it be hot in my current familiar location from this particular week'],GetWeather
8,tell me if it will hail in elliotts bluff at five o clock,GetWeather
9,['tell me if anyway wll hail in elliotts bluff at five ving seconds'],GetWeather
10,rate cuisines of the axis of evil and other irritating states one out of 6,RateBook
11,['Rate kitchens of the axis of evil and other irritating states one out of 6'],RateBook
12,what movie house is the closest playing animated movies,SearchScreeningEvent
13,['now what movie house movie is the closest thing playing animated movies'],SearchScreeningEvent
14,find a cinema nearest for films,SearchScreeningEvent
15,['find a cinema visit_www.bloomingdales.com including films'],SearchScreeningEvent
16,find the girlfriend experience  a television show,SearchCreativeWork
17,['find the girl experience a television display'],SearchCreativeWork
18,give this textbook 0 out of 6 stars,RateBook
19,['give this textbook 0 out of 6 stars'],RateBook
20,what s the weather in timbo,GetWeather
21,['what of s the dry weather in grand timbo'],GetWeather
22,add a track to playlist cena con amigos,AddToPlaylist
23,['credits add a track order to playlist cena amar con dos amigos'],AddToPlaylist
24,i need a table at eddie s attic in nevada for one,BookRestaurant
25,['i need a table at eddie s attic in nevada for one'],BookRestaurant
26,is it going to be stormy close to australia,GetWeather
27,['isn_t it NICK_WATNEY to be stormy close to nt'],GetWeather
28,play a herbie fields record from the sixties,PlayMusic
29,['play a radio herbie fields record date from about the sixties'],PlayMusic
30,rate the saga rides a dread legion zero out of 6 points,RateBook
31,['Rate the saga with an awful legion of zero out of 6'],RateBook
32,the current essay feels like a 3,RateBook
33,['SBKIY current essay Cinder_fella freaking_awesome a 3'],RateBook
34,please book me a table at a bistro which serves lorna doone,BookRestaurant
35,['please biography me a table Wheatridge_Middle a dining which seeks lorna doone'],BookRestaurant
36,add another tune to my pumping iron playlist,AddToPlaylist
37,['Add another tune to my Pumping Iron playlist'],AddToPlaylist
38,add this song to this is no te va gustar playlist,AddToPlaylist
39,['Adding this song to this playlist is no te va gustar'],AddToPlaylist
40,i would like to book a restaurant for two in 42 weeks from now in wagram,BookRestaurant
41,"[""i would like to al qur'an a restaurant for two in xlii week from now in wagram""]",BookRestaurant
42,i want to hear sebastian s songs from the thirties on youtube,PlayMusic
43,['currently i want to hear sebastian s s songs come from the thirties... on youtube'],PlayMusic
44,give the current novel two stars,RateBook
45,['deprive the current Dr._Preeti_Kishore two stars'],RateBook
46,i d like reservations for two at a pizzeria  22 weeks from now,BookRestaurant
47,['I would like to make a reservation for two people in a pizzeria in 22 weeks'],BookRestaurant
48,is it going to be chillier at 10 pm in texas,GetWeather
49,['is it probably to be chillier at 10 p.m. elsewhere tennessee'],GetWeather
50,check the timings for snowbound at the closest movie theatre,SearchScreeningEvent
51,['check the timings for Subzero_temperatures at the easily_outdistanced cinematic_masterpiece theatre'],SearchScreeningEvent
52,add a track to jazzy dinner,AddToPlaylist
53,['trim a track to jazzy fish_fry'],AddToPlaylist
54,add the album to my club hits playlist,AddToPlaylist
55,['Add album to my club hit list'],AddToPlaylist
56,find the show the demi-gods and semi-devils,SearchCreativeWork
57,['find the show the demi - immortal and semi - the tempter'],SearchCreativeWork
58,book a spot for six at bear hotel in 5 seconds,BookRestaurant
59,['autobiographies a spot includes eighteen at bear hotel Joliet_Naperville 5 seconds'],BookRestaurant
60,what time can i see the half naked truth,SearchScreeningEvent
61,['When can I see the semi-naked truth?'],SearchScreeningEvent
62,at ten am what will the weather be like nearby in cyprus,GetWeather
63,"['at ten in the morning, what will the weather be like in Cyprus?']",GetWeather
64,put a paul hardcastle song in my classic jazz funk playlist,AddToPlaylist
65,['add a paul hardcastle song to my classical jazz funk playlist'],AddToPlaylist
66,is it going to be warmer in 2 years and a half in deweese,GetWeather
67,['Will it be warmer in two and a half years?'],GetWeather
68,rate the book the atmospheric railway 5 out of 6,RateBook
69,['rate the quran the atmospheric railway 5 out of sestet'],RateBook
70,add i almost lost my mind to my bossa nova dinner playlist,AddToPlaylist
71,['to add i almost lost my damned mind to see my lame bossa la nova dinner playlist'],AddToPlaylist
72,i want to book a restaurant for four around zapata,BookRestaurant
73,['I want to book a restaurant for four around Zapata'],BookRestaurant
74,will there be cloud coverage in verdery  myanmar,GetWeather
75,['will there be radar cloud radar coverage in sea verdery myanmar'],GetWeather
76,play elastic love by junior marvin,PlayMusic
77,['Play Elastic Love by Junior Marvin'],PlayMusic
78,play the god that failed on vimeo,PlayMusic
79,['Play the God Who Failed on Vimeo'],PlayMusic
80,where can i see the prime ministers: the pioneers,SearchScreeningEvent
81,['where can I see the prime ministers: the pioneers'],SearchScreeningEvent
82,look up the tv series operace silver a,SearchCreativeWork
83,['expect upwardly the tv series operace silver a'],SearchCreativeWork
84,play another passenger from louis nelson delisle,PlayMusic
85,['play another rider from louis nelson delisle'],PlayMusic
86,what time is the mourner playing at the movie house,SearchScreeningEvent
87,['what metre be the mourner playing at the movie house'],SearchScreeningEvent
88,what are the movie times at goodrich quality theaters,SearchScreeningEvent
89,['what are the movie times at goodrich caliber theater of operations'],SearchScreeningEvent
90,tell me the weather forecast for april 15  2019 here,GetWeather
91,['say pine tree state the weather condition forecast for april 15 2019 here'],GetWeather
92,restaurant in kuwait for seven  mar  eighteenth  2030,BookRestaurant
93,['restaruant in kuwait provides seven mar rd 2030'],BookRestaurant
94,will there be snowfall in kitlope heritage conservancy,GetWeather
95,['Will there be snowfall in Kitlope?'],GetWeather
96,weather for the night time in new mexico,GetWeather
97,['weather condition for the night prison term in new mexico'],GetWeather
98,i want a photograph of elizabeth the queen,SearchCreativeWork
99,['I want a photo of Elizabeth the Queen'],SearchCreativeWork
100,are there any movies playing at 5 am at north american cinemas,SearchScreeningEvent
101,['are there any movies playing for #.##/adult am Van_Ness_SF north whats cinemas'],SearchScreeningEvent
102,please search for the television show  episodi di the blacklist,SearchCreativeWork
103,['please hunting for the television system show episodi di the blacklist'],SearchCreativeWork
104,find the tv show the daydreamer,SearchCreativeWork
105,['observe the tv show the woolgatherer'],SearchCreativeWork
106,will there be a cloud in vi in 14 minutes,GetWeather
107,['will at that place live a swarm in vi in 14 minutes'],GetWeather
108,play arif music from the fourties,PlayMusic
109,['Punzelt arif music fom the fourties'],PlayMusic
110,please look up three essays on the theory of sexuality show,SearchCreativeWork
111,['please look up three essays comments on the theory book of inner sexuality on show'],SearchCreativeWork
112,find the game company of heroes,SearchCreativeWork
113,['Finding the Trochil company of heroes'],SearchCreativeWork
114,will it be warmer in the district of columbia on may 25  2033,GetWeather
115,['will it be warmer in the district of columbia university on whitethorn twenty five 2033'],GetWeather
116,what is the forecast for here for blizzard conditions at five pm,GetWeather
117,['what is the forecast up for here up for with blizzard conditions down at five pm'],GetWeather
118,rate of the subcontract a 0,RateBook
119,['Rate of subcontract a 0'],RateBook
120,make me a reservation in cedarburg at 0 pm,BookRestaurant
121,['make me a reservation in cedarburg at 0 post mortem'],BookRestaurant
122,is it supposed to be chillier in favoretta,GetWeather
123,['exist it supposed to be chillier in favoretta'],GetWeather
124,play the tv show wicked city,SearchCreativeWork
125,"[""AJ'sa just tv show wicked city""]",SearchCreativeWork
126,what will the weather be in lago vista on october fourteenth  2022,GetWeather
127,['what will the weather be like in lago vista on the fourteenth octave 2022'],GetWeather
128,find me an echo in the darkness,SearchCreativeWork
129,['find me an echo in the darkness'],SearchCreativeWork
130,find the panic in needle park,SearchScreeningEvent
131,['Find the Panic in the Needle Park'],SearchScreeningEvent
132,what is the forecast for hotter weather at southford falls state park,GetWeather
133,['what is the prognosis for hotter atmospheric condition at southford come state park'],GetWeather
134,what is the cave canem demos photograph,SearchCreativeWork
