,text,intent
0,rate the crossing 3 of 6,RateBook
1,['rate certainly crossing 1to of 6'],RateBook
2,will it be chillier at 06:05:48 in wagener réunion,GetWeather
3,['it gets cooler at 06: 05: 48 in wagener réunion'],GetWeather
4,rate this textbook 2 out of 6,RateBook
5,['rate up this best textbook version 2 out of 6'],RateBook
6,show the closest movie theatre that shows boycott,SearchScreeningEvent
7,['designate the tightlipped movie theatre that shows boycott'],SearchScreeningEvent
8,what time is project censored the movie playing at the movie house,SearchScreeningEvent
9,['what Ms._Braxton_Grassgreen is riverfront_redevelopment Encyclopedia_Dramatica the movie playing at whenthe movie house'],SearchScreeningEvent
10,add this album to the playlist guest list engadget,AddToPlaylist
11,['extra this album to my playlist Meseberg_north list engadget'],AddToPlaylist
12,find the work i looked up,SearchCreativeWork
13,['find the work idk figured up'],SearchCreativeWork
14,i want to eat at a scandinavian restaurant that is highly rated in bonita texas,BookRestaurant
15,['I want to eat in a Scandinavian restaurant that is highly rated in bonita texas'],BookRestaurant
16,please play the newest music by evil jared hasselhoff,PlayMusic
17,['Please play the latest music from villain Jared Hasselhoff'],PlayMusic
18,get me the elvis  christmas album tv show,SearchCreativeWork
19,['get me back the blues elvis memorial christmas album tv show'],SearchCreativeWork
20,add this song to this is no te va gustar playlist,AddToPlaylist
21,['Adding this song to this playlist is no te va gustar'],AddToPlaylist
22,i d like reservations for two at a pizzeria  22 weeks from now,BookRestaurant
23,['I would like to make a reservation for two people in a pizzeria in 22 weeks'],BookRestaurant
24,what time is see grace fly playing at cineplex odeon corporation,SearchScreeningEvent
25,['What time is it to see the grace fly playing at the cineplex odeon corporation?'],SearchScreeningEvent
26,what animated movies are showing in the area,SearchScreeningEvent
27,['What animated films are shown in the area?'],SearchScreeningEvent
28,add artist to playlist classic punk,AddToPlaylist
29,['add painter_sculptor to www.pandora.com classic punk'],AddToPlaylist
30,book a table for nine people in svalbard and jan mayen,BookRestaurant
31,['Book a table for nine in Svalbard and jan mayen'],BookRestaurant
32,diana in search of herself is average and gets a 3 out of 6 points,RateBook
33,['princess diana in hunt of herself is average and gets a iii out of six points'],RateBook
34,add this album to the spanish beat playlist,AddToPlaylist
35,['add at this album to cover the spanish big beat playlist'],AddToPlaylist
36,play some tune from 2011 on youtube,PlayMusic
37,['play some tunes from 2011 on youtube'],PlayMusic
38,rate the ghost house series a one,RateBook
39,['Review of the Haunted House series a one'],RateBook
40,please play something catchy on youtube,PlayMusic
41,['please play just ditty on youtube'],PlayMusic
42,book a churrascaria in macao on may the twenty-third,BookRestaurant
43,['Book a Churrascaria in Macao on the twenty-third of May'],BookRestaurant
44,list movie times at harkins theatres,SearchScreeningEvent
45,['List film times in the cinemas'],SearchScreeningEvent
46,book a table in fiji for zero a m,BookRestaurant
47,['bestselling_memoir a table in INTERIM_Prime_Minister start zero a m'],BookRestaurant
48,what is the tv show journal of personality and social psychology,SearchCreativeWork
49,['what is really the cool tv show journal of personality perception and social life psychology'],SearchCreativeWork
50,use the service zvooq to play merengue music,PlayMusic
51,['Use of the zvooq service to play merengue music'],PlayMusic
52,give song of scarabaeus five of 6 stars,RateBook
53,['they give them song of the scarabaeus five of 6 stars'],RateBook
54,what movies are playing at the closest movie theatre,SearchScreeningEvent
55,['what marvelous movies we are playing at the town closest movie theatre'],SearchScreeningEvent
56,i need to add to the funk soul disco playlist my favorite artist,AddToPlaylist
57,['i trying to heighten to the funk_disco soul disco playlist ofmy favorite artist'],AddToPlaylist
58,i want to add another album to the wine & dine playlist,AddToPlaylist
59,['i want to bring another album to the wine colored & dine play list'],AddToPlaylist
60,show me the movie schedule in the neighbourhood,SearchScreeningEvent
61,['show me the movie movie production schedule available in the neighbourhood'],SearchScreeningEvent
62,find me the extreme ghostbusters game,SearchCreativeWork
63,['find me the extreme necromancer RAFAEL_NADAL_Yeah'],SearchCreativeWork
64,in hawaii will it be warmer at 3 am,GetWeather
65,['in hawaii wil_l COACH_HERMAN_EDWARDS be warmer atthe 3 am'],GetWeather
66,can you tell me the weather forecast for samoa,GetWeather
67,['john you tell me the weather prognosis for western samoa'],GetWeather
68,i d like a table for eight at a close-by place in carpenterville,BookRestaurant
69,['cingular d like a wooden_picnic_tables for several at a Shanta_Poonai - bу_thе place in carpenterville'],BookRestaurant
70,add john tesh to my salsa classics playlist,AddToPlaylist
71,['add john tesh to my salsa classics playlist'],AddToPlaylist
72,add jonathan sprout album to my this is miranda lambert playlist,AddToPlaylist
73,['contribute jonathan sprout album to my this is miranda lambert play list'],AddToPlaylist
74,play music from clark kent in the year 1987,PlayMusic
75,['play Portuguese_fado from clark kent legalises_gay_marriage merely year 1987'],PlayMusic
76,book a table for five at a restaurant with the best rating,BookRestaurant
