,text,intent
0,add we have a theme song to my house afterwork playlist,AddToPlaylist
1,['add we have a theme song to my house afterwork playlist'],AddToPlaylist
2,tell me the forecast for 6 am in tatra-nationalpark,GetWeather
3,['tell E_mail_heyjen@phillynews.com their estimates for 9 am in tatra - nationalpark'],GetWeather
4,give me a list of films that play in the neighbourhood,SearchScreeningEvent
5,['give just me a longer list details of films that play in policing the neighbourhood'],SearchScreeningEvent
6,give 1 out of 6 points to this novel,RateBook
7,['assign 3 out of 3 points to this novel'],RateBook
8,where is the nearest cinema that is playing pioneers of the west,SearchScreeningEvent
9,['where be the nearest movie theater that is play pioneers of the west'],SearchScreeningEvent
10,rate this book titled cold two stars,RateBook
11,['charge per unit this book titled inhuman two star topology'],RateBook
12,book a restaurant for one person at 7 am,BookRestaurant
13,['Book a restaurant for one person at 7am'],BookRestaurant
14,show movie times at megaplex theatres,SearchScreeningEvent
15,['show movie during Raddison_Hotel megaplex theatres'],SearchScreeningEvent
16,is there a game called the neutral zone,SearchCreativeWork
17,['cost there a biz called the electroneutral zone'],SearchCreativeWork
18,add keine grenzen to new metal tracks,AddToPlaylist
19,['add good keine grenzen band to new metal core tracks'],AddToPlaylist
20,put this shelter from the storm on r&b party classics,AddToPlaylist
21,['position this protection from the storm on r & group b party classics'],AddToPlaylist
22,rate this novel 0 of 6 stars,RateBook
23,['Review for this novel 0 from 6 stars'],RateBook
24,what s the weather in pennsylvania,GetWeather
25,['what thou s the weather like in pennsylvania'],GetWeather
26,i need films in the neighborhood,SearchScreeningEvent
27,['ace need film in the neighborhood'],SearchScreeningEvent
28,play some thirties music on netflix,PlayMusic
29,['play some thirties medicine on netflix'],PlayMusic
30,please find me the work  serious awesomeness,SearchCreativeWork
31,['Please find me work seriously awesomeness'],SearchCreativeWork
32,i d like to watch apocalypse 2024,SearchScreeningEvent
33,"[""i dC I'ma_purist to sopcast apocalypse 2024""]",SearchScreeningEvent
34,add people take pictures of each other to rhythm and blues playlist,AddToPlaylist
35,['these add people together take pictures of the each scale other to rhythm and blues playlist'],AddToPlaylist
36,book a reservation for 9 people at a roman pizzeria,BookRestaurant
37,['Book a reservation for 9 people in a Roman pizzeria'],BookRestaurant
38,rate encyclopaedia of the social sciences zero out of 6,RateBook
39,['Rate Encyclopedia of Social Sciences zero of 6'],RateBook
40,rate the current novel 1 out of 6 points,RateBook
41,"[""rate the current novel 1 ko'd of half dozen point""]",RateBook
42,i want to watch animated movies at showcase cinemas,SearchScreeningEvent
43,['i want to Tivo_ed animated Hollywood_blockbusters Weigh_ins_begin showcase cinemas'],SearchScreeningEvent
44,find me a table for 8 somewhee in hollenberg in nine weeks,BookRestaurant
45,['find him a breakfront for 8 somewhee previous_Bridgestone_Invitationals hollenberg dogfighting_ring_lopsided nine weeks'],BookRestaurant
46,what will the weather be in milleville beach,GetWeather
47,['what will the weather comprise in milleville beach'],GetWeather
48,look up the this is halloween trailer,SearchCreativeWork
49,"[""look up the hoax_Alderden is Jack_O'Lanterns GameVideos""]",SearchCreativeWork
50,what time can i see the half naked truth,SearchScreeningEvent
51,['When can I see the semi-naked truth?'],SearchScreeningEvent
52,rate maps for lost lovers 1 of 6,RateBook
53,['high rate maps for six lost lovers 1 of no 6'],RateBook
54,play ep by arjen anthony lucassen,PlayMusic
55,['games ep duly arjen anthony lucassen'],PlayMusic
56,i give this terrible book a two out of 6,RateBook
57,['i give this terrible book a good two out out of five 6'],RateBook
58,put pause on my días de frío playlist,AddToPlaylist
59,['now put pause again on my 25 dias de frio first playlist'],AddToPlaylist
60,show me movie schedules for today,SearchScreeningEvent
61,['show me new movie schedules updates for today'],SearchScreeningEvent
62,look up the tv series operace silver a,SearchCreativeWork
63,['expect upwardly the tv series operace silver a'],SearchCreativeWork
64,will there be sun around here,GetWeather
65,['Will there be sun here?'],GetWeather
66,add richard sohl to dinner for 2,AddToPlaylist
67,['add armstrong sohl to dinner depriving #x##BD'],AddToPlaylist
68,play some symphony music from david lindley,PlayMusic
69,['play some symphony music from jacques louis david lindley'],PlayMusic
70,will i be able to watch camping-car at movie house at 6 pm,SearchScreeningEvent
71,['I will be able to see a caravan in the cinema at 6pm'],SearchScreeningEvent
72,add robin trower to feminist friday playlist,AddToPlaylist
73,['add american robin trower to feminist friday playlist'],AddToPlaylist
74,what movie theatre is showing if the huns came to melbourne,SearchScreeningEvent
75,['What cinema shows when the Huns came to Melbourne?'],SearchScreeningEvent
76,i m looking for the movie white unicorn,SearchCreativeWork
77,['i m always looking for the the horror movie white unicorn'],SearchCreativeWork
78,where can i purchase the book scales of justice,SearchCreativeWork
79,['Where can I buy the Balance of Justice?'],SearchCreativeWork
80,show me rapid city muscle car,SearchCreativeWork
81,['indicate me rapid city muscle automobile'],SearchCreativeWork
82,need to see mother joan of the angels in one second,SearchScreeningEvent
83,['demand to see mother joan of the holy man in one second'],SearchScreeningEvent
84,add the famous flower of serving-men to my evening acoustic playlist,AddToPlaylist
85,['add the famous heyday of serving - man to my evening acoustic play list'],AddToPlaylist
86,what animated movies are playing in the area and what is the movie schedule,SearchScreeningEvent
87,['Which animated films are shown in the area and what is the schedule?'],SearchScreeningEvent
88,i want to book a restaurant close-by in inman for five people,BookRestaurant
89,['i Why to book a restaurant -#.####_USD_JPY - by Joliet_Naperville inman should fifth people'],BookRestaurant
90,show me the picture totally true love,SearchCreativeWork
91,['show pine tree state the movie altogether true love'],SearchCreativeWork
92,add this song to this is no te va gustar playlist,AddToPlaylist
93,['Adding this song to this playlist is no te va gustar'],AddToPlaylist
94,book an osteria that serves blini for 9 people,BookRestaurant
95,['book an austrian osteria cafe that serves blini for nearly 9 people'],BookRestaurant
96,play some rachel stevens off of itunes,PlayMusic
97,['we play some rachel stevens music off of microsoft itunes'],PlayMusic
98,need a table somewhere in quarryville 14 hours from now,BookRestaurant
99,['you need... a table game somewhere in quarryville 14 hours from noon now'],BookRestaurant
100,i need a reservation for cashel palace hotel in california for a party of 9,BookRestaurant
101,['i need a reservation for cashel castle hotel in california for a company of nine'],BookRestaurant
102,play artist vlada divljan from something he did that is good,PlayMusic
103,['play hip_hop_artist vlada divljan from obviously he did none is heck'],PlayMusic
104,find animated movies at amco entertainment,SearchScreeningEvent
105,['find animated rom_coms at amco NYSE_BBI_BBI.B'],SearchScreeningEvent
106,what time are animated movies playing in the area,SearchScreeningEvent
107,['what time be animated movies playing in the domain'],SearchScreeningEvent
108,add jack scott to my fantasía playlist,AddToPlaylist
109,"[""tweak endplay scott to couldn'tI fantasía playlist""]",AddToPlaylist
110,i am rating book of challenges four stars,RateBook
111,['i TCM_Mon rating book of challenges fifty luminaries'],RateBook
112,give the turning point a 0 out of 6,RateBook
113,['give the current turning point a constant 0 out of possible 6'],RateBook
114,find the video game called turnin me on,SearchCreativeWork
115,['cobble_together the video threegame called turnin me until'],SearchCreativeWork
116,will there be alot of wind on march 13th in lost creek bahrain,GetWeather
117,['there will be a lot of wind in the lost creek bahrain on March 13th'],GetWeather
118,put the mike oldfield album onto my la mejor música para tus fiestas playlist,AddToPlaylist
119,['Place the microphone Oldfield album on my la mejor música para tus fiestas playlist'],AddToPlaylist
120,is there snow in the district of columbia,GetWeather
121,['is at that place snow in the district of columbia university'],GetWeather
122,add this candi staton artist to my dancefloor hits,AddToPlaylist
123,['add to this is candi staton contributing artist to my dancefloor billboard hits'],AddToPlaylist
124,can you find the song bleach: hell chapter,SearchCreativeWork
125,['will you find same song bleach: hell Eta_Nu'],SearchCreativeWork
126,need a table at a highly rated south tyrolean joint,BookRestaurant
127,['need a sideboard at a fiercely ratings south tyrolean joint'],BookRestaurant
128,what s the weather going to be in ut,GetWeather
129,['what s the weather going where to... be in you ut'],GetWeather
130,will it be freezing today in delaware and lehigh national heritage corridor,GetWeather
131,['will it be freezing years today in delaware heritage and connecticut lehigh national canal heritage corridor'],GetWeather
132,add decade in the sun best of stereophonics to laundry,AddToPlaylist
133,['add decade one in see the sun best mix of stereophonics rags to laundry'],AddToPlaylist
134,what time is a man for burning playing,SearchScreeningEvent
135,['what time personify a man for burning playacting'],SearchScreeningEvent
136,like to book a seat in monaco for the yankee doodle coffee shop,BookRestaurant
137,['like to book a seat in principality of monaco for the yankee doodle doodle coffee bean shop'],BookRestaurant
138,can you put musiri subramania iyer s song onto the lo-fi love soundtrack,AddToPlaylist
139,['can we you put musiri yoga subramania maha iyer s love song onto the lo - fi that love babies soundtrack'],AddToPlaylist
140,i would rate tree of smoke a value of two or a best rating of 6,RateBook
141,['i would rate tree of smoke a value of deuce operating theater a best evaluation of six'],RateBook
142,search for the television show me and my guitar,SearchCreativeWork
143,['search errant_forehands_costing the Televison Seducing_Cindy me and my guitar'],SearchCreativeWork
144,rate in the eyes of mr  fury zero of 6,RateBook
145,['time rate in meet the eyes of his mr fury zero of 6'],RateBook
146,find the schedule for for the day of the jackal at pacific theatres,SearchScreeningEvent
147,['find the the filmed schedule for for the day of chasing the jackal at south pacific movie theatres'],SearchScreeningEvent
148,what s the weather on august seventh for crystal lawns guam,GetWeather
149,['what s the perfect weather about on monday august seventh for its crystal lawns guam'],GetWeather
150,is no time to be young showing at amc theaters,SearchScreeningEvent
151,['is devoid time to be age showing at amc Paramount_DreamWorks_Animation'],SearchScreeningEvent
152,for playlist todo latino add absolutely sweet marie,AddToPlaylist
153,['for play list todo latino add together dead sweet marie'],AddToPlaylist
154,book me a table for 5 this year at cherwell boathouse,BookRestaurant
155,['record book maine a table for 5 this twelvemonth at cherwell boathouse'],BookRestaurant
156,i am looking for the tv show called the flight of the lost balloon,SearchCreativeWork
157,['i am definitely looking for the tv show called for the fantasy flight tour of columbus the lost balloon'],SearchCreativeWork
158,can you book me a table at windows on the world in cokeville   mi,BookRestaurant
159,"[""can Crave_Online_Did book Didn'tI_tell a table at7 windows on the Europeâ_€_™ in cokeville poplu""]",BookRestaurant
160,what is the forecast for here for blizzard conditions at five pm,GetWeather
161,['what is the forecast up for here up for with blizzard conditions down at five pm'],GetWeather
162,i want to give the plague lords of ruel 0 stars,RateBook
163,['i want to render the pestilence creator of ruel 0 stars'],RateBook
164,i want to hear the jody williams sound track,PlayMusic
