,text,intent
0,i want to watch escape the fate discography,SearchCreativeWork
1,['i want to watch break away the luck discography'],SearchCreativeWork
2,book a brasserie in samoa for four people,BookRestaurant
3,['Book a brasserie in Samoa for four people'],BookRestaurant
4,tell me when it will be humid here,GetWeather
5,['exclaim_Wow them when it will be sunny_breezy here'],GetWeather
6,a rating of four out of 6 goes to memory in death,RateBook
7,['a rating_IDR of fourteen out of 6 goes to 8GB_NAND_flash in plunder_non_bailable'],RateBook
8,is no time to be young showing at amc theaters,SearchScreeningEvent
9,['is devoid time to be age showing at amc Paramount_DreamWorks_Animation'],SearchScreeningEvent
10,add eef barzelay to my country coffeehouse,AddToPlaylist
11,['Add Beef Barcelay to my Country Coffee House'],AddToPlaylist
12,play the tune by adam yauch,PlayMusic
13,['in play the tune sang by adam a yauch'],PlayMusic
14,add this track by horace andy to acoustic soul,AddToPlaylist
15,['add this track by roy horace andy switches to acoustic guitar soul'],AddToPlaylist
16,what time is a man for burning playing,SearchScreeningEvent
17,['what time personify a man for burning playacting'],SearchScreeningEvent
18,play hanging in the balance by nik kershaw on zvooq,PlayMusic
19,['play still hanging still in the balance concert by david nik kershaw live on zvooq'],PlayMusic
20,what is the forecast for la for freezing,GetWeather
21,['just accomplishes the forecast togive la for freezing'],GetWeather
22,add this track to tameka s dance playlist,AddToPlaylist
23,['add we track to tameka Arizonaâ_€_™ dance www.pandora.com'],AddToPlaylist
24,what time can i see the half naked truth,SearchScreeningEvent
25,['When can I see the semi-naked truth?'],SearchScreeningEvent
26,i give the battle of bretton woods saga two of 6 stars,RateBook
27,['could i give the battle of her bretton woods medieval saga two kind of 6 stars'],RateBook
28,i want to hear the live at slane castle album by haifa wehbe,PlayMusic
29,['i do want to hear on the magnificent live performance at slane castle album by haifa trio wehbe'],PlayMusic
30,look for the show v-the new mythology suite,SearchCreativeWork
31,['facial expression for the appearance fivesome - the new mythology suite'],SearchCreativeWork
32,put lindsey cardinale into my hillary clinton s women s history month playlist,AddToPlaylist
33,"[""Lindsey Cardinale in my Hilary Clinton's Women's History Month playlist""]",AddToPlaylist
34,will it be chilly in penuelas indonesia on nov  26th  2030,GetWeather
35,['will information technology be chilly in penuelas indonesia on nov 26th 2030'],GetWeather
36,in one hour find king of hearts,SearchScreeningEvent
37,['in one afternoon find Titian_portrait of consciences'],SearchScreeningEvent
38,find bells break their towers  a video game,SearchCreativeWork
39,['find trumpets break theire towers a Erin_Andrews_peephole game'],SearchCreativeWork
40,find games wizards play tv series,SearchCreativeWork
41,['observe game wizards play tv series'],SearchCreativeWork
42,add the singer ivan roudyk to my fairy tales playlists,AddToPlaylist
43,['add the vocalizer ivan roudyk to my queen tales playlists'],AddToPlaylist
44,rate the current novel a 4 out of 6 stars,RateBook
45,['Rate the current novel with 4 out of 6 stars'],RateBook
46,what will the weather be in lago vista on october fourteenth  2022,GetWeather
47,['what will the weather be like in lago vista on the fourteenth octave 2022'],GetWeather
48,play me a cinder block movement,PlayMusic
49,['dally me a cinder block cause'],PlayMusic
50,find a movie house for 07:52 showing ganges: river to heaven,SearchScreeningEvent
