,text,intent
0,play me a top-ten song by phil ochs on groove shark,PlayMusic
1,['never play me a modern top - 10 ten song by the phil dee ochs on groove shark'],PlayMusic
2,find tv series titled a life in the death of joe meek,SearchCreativeWork
3,['find tv series titled a life in death of joe meek'],SearchCreativeWork
4,a rating of four out of 6 goes to memory in death,RateBook
5,['a rating_IDR of fourteen out of 6 goes to 8GB_NAND_flash in plunder_non_bailable'],RateBook
6,where can i see joy of learning,SearchScreeningEvent
7,['where can i see joyousness of memorize'],SearchScreeningEvent
8,book a steinway st place for 8 that is close,BookRestaurant
9,['book a steinway king st place for poetry 8 plays that is dead close'],BookRestaurant
10,make me reservations for a highly rated restaurant,BookRestaurant
11,['Hujum me reservations prime a highly rated restau_rant'],BookRestaurant
12,book a table on 1/20/2023 for 5 people in mh,BookRestaurant
13,['booklist a table Gagnoa_Ivory_Coast 9 / 20 / 2023 for 日_星期一_##:##_BJT people on mh'],BookRestaurant
14,can i put this tune onto my sin estrés playlist,AddToPlaylist
15,['Can I add this tune to my sin estrés playlist?'],AddToPlaylist
16,rate the beggar of volubilis 1 out of 6,RateBook
17,['rate the mendicant of volubilis ace out of 6'],RateBook
18,for the classic road trip songs add the entity unwelcome,AddToPlaylist
19,['for the Shelby_GT###H highway trip songs add the entity unwitting'],AddToPlaylist
20,the book history by contract is rated five stars in my opinion,RateBook
21,['the book account by contract is rated five stars in my view'],RateBook
22,will you put this song onto women of electronic,AddToPlaylist
23,['happens HollywoodLifers put monumentous song onto women of electronic'],AddToPlaylist
24,book spot for 9 at thurmont,BookRestaurant
25,['booking space for 9 people in thurmont'],BookRestaurant
26,give begums thugs and white mughals four points,RateBook
27,['offered Sant_Bhindranwale thugs and white mughals four asssists'],RateBook
28,mark this album a score of 5,RateBook
29,['mark this album with 5 points'],RateBook
30,find me the extreme ghostbusters game,SearchCreativeWork
31,['find me the extreme necromancer RAFAEL_NADAL_Yeah'],SearchCreativeWork
32,play the 1991 soundtrack from ian mcdonald,PlayMusic
33,['play An_asterisk_denotes 1991 Danny_Elfman from esq mcdonald'],PlayMusic
34,play me sun ra songs from the fifties,PlayMusic
35,['Play Me Sunsongs from the Fifties'],PlayMusic
36,i need to add an artist to one of my playlists  classical new releases spotify picks,AddToPlaylist
37,['i need to overwhelm analyzed_ad_nauseam artist to one of Holy_geez playlists Carnatic_classical new Crying_Lightning spotify picks'],AddToPlaylist
38,could you please show me movie schedules,SearchScreeningEvent
39,['could you delight show me flick agenda'],SearchScreeningEvent
40,which is the nearest movie house playing the diary of anne frank,SearchScreeningEvent
41,['the next cinema that plays the diary of anne frank'],SearchScreeningEvent
42,book a reservation for an osteria restaurant for 4 people on november 4,BookRestaurant
43,['Book a reservation for a Osteria restaurant for 4 people on November 4'],BookRestaurant
44,add this artist to pop 2017 picks,AddToPlaylist
45,['Add this artist to Pop 2017 Picks'],AddToPlaylist
46,i need a reservation that has spanish rice at a cafeteria with ten people today,BookRestaurant
47,['I need a reservation that has Spanish rice in a cafeteria with ten people today'],BookRestaurant
48,put on vimeo and play kacapi suling,PlayMusic
49,['turned on YumSugar_Community and Bonjokian kacapi suling'],PlayMusic
50,add a track to jazzy dinner,AddToPlaylist
51,['trim a track to jazzy fish_fry'],AddToPlaylist
52,where can i find the picture another happy ending,SearchCreativeWork
53,['where ever can i come find the picture another more happy ending'],SearchCreativeWork
54,play a 1958 soundtrack by rudolf schenker on netflix,PlayMusic
55,['work a 1958 soundtrack by rudolf schenker on netflix'],PlayMusic
56,add the track to the metal talks metallica playlist,AddToPlaylist
57,['bestow the racecourse to the metal talks metallica playlist'],AddToPlaylist
58,is it going to rain in kansas by march 4,GetWeather
59,['is really going to rain prior kansas by Antiwar_protesters 4'],GetWeather
60,where can i view the trailer extreme – the collection,SearchCreativeWork
61,['farthest would ds view the trailer extreme – the collection'],SearchCreativeWork
62,book a table for my step father and i,BookRestaurant
63,['account book a table for my stair father and i'],BookRestaurant
64,how s the forecast looking for supper time in dresbach vanuatu,GetWeather
65,['how s the prognosis looking for supper time in dresbach new hebrides'],GetWeather
66,when is the outer space connection playing at the nearest cinema,SearchScreeningEvent
67,['when exists the outer_edges space.The connection playing at the www.mapquest.com cinema'],SearchScreeningEvent
68,where is priorities on parade playing,SearchScreeningEvent
69,['where be priorities on parade performing'],SearchScreeningEvent
70,add this song to my fairy tales,AddToPlaylist
71,['add it this fairy song next to my fairy tales'],AddToPlaylist
72,look for the album wolves within,SearchCreativeWork
73,['Look for the album Wolves Inside'],SearchCreativeWork
74,i want to know if there are any movies playing in the area,SearchScreeningEvent
75,['i want to mutually_exclusive_Zucker if there are any movies playing where just enclave'],SearchScreeningEvent
76,find the creative work face down,SearchCreativeWork
77,['find the creative work with the face down'],SearchCreativeWork
78,is it going to get colder in parc national marin mahatma gandhi,GetWeather
79,['Is it getting colder in the national park marin mahatma gandhi?'],GetWeather
80,what is the forecast for lansford for temperate weather,GetWeather
81,['what be the prognosis for lansford for temperate atmospheric condition'],GetWeather
82,i want to book a bistro that serves pasta salad in brazil,BookRestaurant
83,['I want to book a bistro serving pasta salad in Brazil'],BookRestaurant
84,search for the trailer for the office,SearchCreativeWork
85,['Realtime_Search for the trailer Debatable_Should the prothonotary_office'],SearchCreativeWork
86,find time for movie times now,SearchScreeningEvent
87,['find time for pic times instantly'],SearchScreeningEvent
88,show creativity of the house of the dead,SearchCreativeWork
89,['Funniest_Moments originality of Tthe house of the dead'],SearchCreativeWork
90,show me the painting live – very live in concert,SearchCreativeWork
91,['show me merely painting live – very living in Jacques_Thibaud_String_Trio'],SearchCreativeWork
92,play dance with the devil by mr  lordi,PlayMusic
93,['play waltz_fox_trot with the antichrists Rebekah_Forsyth_##:##_MISSED mr lordi'],PlayMusic
94,rate a taste of blackberries  a three,RateBook
95,['unemploment a discerning_palates of huckleberries a three'],RateBook
96,add abacab to beryl s party on fridays playlist,AddToPlaylist
97,['add abacab to beryl sâ_€ DMK_AIADMK on fridays Smart_Playlists'],AddToPlaylist
98,please play kabhi jo baadal barse by ruth lorenzo,PlayMusic
99,['please play kabhi na jo baadal je barse written by la ruth maria lorenzo'],PlayMusic
100,how is the weather in getzville  minnesota,GetWeather
101,['how is the weather in getzville gopher state'],GetWeather
102,show me the closest movie house playing an unfinished life at eight pm,SearchScreeningEvent
103,"['Show me the nearest movie theater, which plays an unfinished life at 8 p.m.']",SearchScreeningEvent
104,play an ep by zak starkey,PlayMusic
105,['play on an exclusive ep by drummer zak starkey'],PlayMusic
106,check the schedule for bow tie cinemas,SearchScreeningEvent
107,['check Paul_Armorgie inclement_weather for bow a1_0 cinemas'],SearchScreeningEvent
108,i give zero points to this chronicle,RateBook
109,['1 founder zero points to this account'],RateBook
110,find the panic in needle park,SearchScreeningEvent
111,['Find the Panic in the Needle Park'],SearchScreeningEvent
112,my rating for dilvish  the damned is 4 out of 6,RateBook
113,"[""don'tI rating for dilvish the Who_cares looks 4 where of 6""]",RateBook
114,rate this book titled cold two stars,RateBook
115,['charge per unit this book titled inhuman two star topology'],RateBook
116,what movies are playing at cobb theatres,SearchScreeningEvent
117,['what movies are playing at cobb dramatic art'],SearchScreeningEvent
118,add foreign affair to the disney playlist,AddToPlaylist
119,['assign Sam_Kutesa_Uganda affair to the disney GHTunes'],AddToPlaylist
120,rate this book 5 of 6 points,RateBook
121,['EIBOR this Delacorte_Press 5 of #.# points'],RateBook
122,find worldly goods starting now at a movie house,SearchScreeningEvent
123,['find worldly good pop now at a movie house'],SearchScreeningEvent
124,what s the weather in ecola state park in three minutes,GetWeather
125,['How will the weather in the Ökoland-Park be in three minutes?'],GetWeather
126,add shi xin hui to my piano chill playlist,AddToPlaylist
127,['add shan xin tai to my piano chill playlists'],AddToPlaylist
128,give three out of 6 points to this album,RateBook
129,['three of 6 points for this album'],RateBook
130,on lea s saturday night playlist add the name d generation,AddToPlaylist
131,['on lea s saturday night playlist enliven the anagram drlg kin'],AddToPlaylist
132,search for chasing fortune a tv series,SearchCreativeWork
