,text,intent
0,play my tribute by billy cox,PlayMusic
1,['play my tribute by Billy Cox'],PlayMusic
2,will it be hotter next month in south dakota,GetWeather
3,['leave it be hotter next month in south dakota'],GetWeather
4,play deezer form 2010 tune by dave grohl,PlayMusic
5,['play deezer form 2010 tune by dave grohl'],PlayMusic
6,can you find me the sword with no name trailer,SearchCreativeWork
7,['hind end you find me the blade with no name trailer'],SearchCreativeWork
8,add the artist kamil rustam to my relaxing playlist,AddToPlaylist
9,['add the artist of kamil rustam akbar to make my really relaxing playlist'],AddToPlaylist
10,find a painting called satisfaction is the death of desire,SearchCreativeWork
11,['incur a painting called satisfaction is the death of desire'],SearchCreativeWork
12,will it be hot in amenia  wi,GetWeather
13,['will even Aliann_Tabitha_Pompey hot Photo_AFPAfp amenia wi'],GetWeather
14,what movies are playing close by,SearchScreeningEvent
15,['exactly what movies are playing this close by'],SearchScreeningEvent
16,what is the forecast for montana at dinner,GetWeather
17,['what is the forecast for montana at dinner party'],GetWeather
18,i m looking for the pokémon: the movie 2000 tv show,SearchCreativeWork
19,['i m looking for the pokemon pokemon : the new movie project 2000 tv movie show'],SearchCreativeWork
20,put vandemataram srinivas s track onto hiphop hot 50,AddToPlaylist
21,['Vandemataram Srinivas s track on hip hop hot 50'],AddToPlaylist
22,i m looking for a movie called salvage mice,SearchCreativeWork
23,['i_dnt m waiting for a movie called foundering mice'],SearchCreativeWork
24,play the last jonny wickersham song,PlayMusic
25,['Play the last song of Johnny Wickersham'],PlayMusic
26,find the movie schedule close by,SearchScreeningEvent
27,['Find the game plan nearby'],SearchScreeningEvent
28,book a restaurant that serves pasta for 5 people,BookRestaurant
29,['Book a restaurant that serves pasta for 5 people'],BookRestaurant
30,can you find me the work  the curse of oak island,SearchCreativeWork
31,['can yours find you the delegating_responsibilities the curse of wrought_iron island'],SearchCreativeWork
32,is it supposed to hail in ny,GetWeather
33,['`_sa it OK to thundershower in ny'],GetWeather
34,play chant by nigger kojak on itunes,PlayMusic
35,['play chant been nigger kojak from amazon'],PlayMusic
36,show the movie schedules at united paramount theatres,SearchScreeningEvent
37,['show the moving picture schedules at joined paramount theatre of operations'],SearchScreeningEvent
38,what will the weather be in albania at 11:56,GetWeather
39,['bubble_implodes willbe the unseasonable_warm been in albania at 11: 56'],GetWeather
40,find the from the hut tv series,SearchCreativeWork
41,['Find the out of the cottage tv series'],SearchCreativeWork
42,what is the weather forecast for close-by burkina,GetWeather
43,['what news is at the weather forecast for paris close - by burkina'],GetWeather
44,add this tune to my sleepify playlist,AddToPlaylist
45,['Add this tune to my sleepy playlist'],AddToPlaylist
46,show me the schedule for rat rod rockers,SearchScreeningEvent
47,['show maine the agenda for rat rod rocking chair'],SearchScreeningEvent
48,give zero stars to rhialto the marvellous,RateBook
49,['Give Zero Stars to Rhialto'],RateBook
50,play rob mills album the golden archipelago,PlayMusic
51,['play Robbers_loot mills Bitte_Orca the golden Katchal'],PlayMusic
52,add something so right to lora s 80s classic hits playlist,AddToPlaylist
53,['add VAN_SUSTEREN_Well so right to lora €_™ 80s timelessly_elegant Starter_Gavin_Floyd playlist'],AddToPlaylist
54,look for the television show meet the prince,SearchCreativeWork
55,['nice look in for love the television show meet the prince'],SearchCreativeWork
56,i am rating book of challenges four stars,RateBook
57,['i TCM_Mon rating book of challenges fifty luminaries'],RateBook
58,play a good ep from the eighties by peter murphy,PlayMusic
59,['play a good record ep from the high eighties by peter john murphy'],PlayMusic
60,i want to see fear chamber,SearchScreeningEvent
61,['I want to see the fear chamber'],SearchScreeningEvent
62,book me a table for 5 at a best rated restaurant in italy,BookRestaurant
63,['Book me a table for 5 people in one of the best rated restaurants in Italy'],BookRestaurant
64,open itunes and play bad attitude,PlayMusic
65,['open itunes and fiddle bad posture'],PlayMusic
66,add to my playlist all funked up this track,AddToPlaylist
67,['add to my playlist all quail improving this racecourse'],AddToPlaylist
68,play an ep by zak starkey,PlayMusic
69,['play on an exclusive ep by drummer zak starkey'],PlayMusic
70,find the sing when you’re winning tv show,SearchCreativeWork
71,['find me the sing songs when you ’ fish re winning tv show'],SearchCreativeWork
72,play some rachel stevens off of itunes,PlayMusic
