,text,intent
0,i d like to watch movies at kb theatres,SearchScreeningEvent
1,['i d like too to watch them movies out at kb theatres'],SearchScreeningEvent
2,what is the weather forecast for north carolina on october thirteenth  2037,GetWeather
3,['what is currently the weather conditions forecast currently for east north carolina on october thirteenth 2037'],GetWeather
4,rate this book titled cold two stars,RateBook
5,['charge per unit this book titled inhuman two star topology'],RateBook
6,will it get cloudy in cliffwood beach,GetWeather
7,['Will it be cloudy on the beach of Cliffwood'],GetWeather
8,rate the current book 1 of 6 points,RateBook
9,['rate the current book ### of 3 caroms'],RateBook
10,i want to give the chronicle zombie bums from uranus 3 points,RateBook
11,['I want to give the Chronicle zombie bums from uranium 3 points'],RateBook
12,where can i find paranormal activity 3 playing near me 1 hour from now,SearchScreeningEvent
13,['where can i rule paranormal natural action iii playing near me 1 hr from now'],SearchScreeningEvent
14,add the album to the the sweet suite playlist,AddToPlaylist
15,['add the album to the the odorous suite play list'],AddToPlaylist
16,book a restaurant in the maldives in one second,BookRestaurant
17,['good book a restaurant in the maldive islands in one second'],BookRestaurant
18,add this tune by jim white to my playlist rumba y más,AddToPlaylist
19,['add this spanish tune adapted by mister jim white bird to my playlist rumba y que mas'],AddToPlaylist
20,when and where can i watch national priority,SearchScreeningEvent
21,['after and adjacent can i mail_Sarandos national priority'],SearchScreeningEvent
22,play the last chant from the fourties,PlayMusic
23,['play the last chorale from the forties'],PlayMusic
24,add to my list  the tune summer of love,AddToPlaylist
25,['Add the Summer of Love tune to my list'],AddToPlaylist
26,lets hear some dawood sarkhosh from their the power of your love album from groove shark,PlayMusic
27,['here lets hear some good dawood sarkhosh bands from their the power generation of your love love theme album from groove shark'],PlayMusic
28,rate winning the oil endgame zero of 6,RateBook
29,['rate SQL_Server_IBM_DB2 the stride_Yergin endgame casualty_Salceda of 6'],RateBook
30,book a cafe for one in the cocos islands,BookRestaurant
31,['good book a cafe for i in the cocos islands'],BookRestaurant
32,rate the manxman 5 out of 6,RateBook
33,['rate presumably manxman 5 then of pm_Tues._Thurs'],RateBook
34,find the album orphan girl at the cemetery,SearchCreativeWork
35,['receive the album orphan missy at the burying ground'],SearchCreativeWork
36,what time is socrates playing at the cinema,SearchScreeningEvent
37,['what prison term is socrates playing at the film'],SearchScreeningEvent
38,find a video game called young,SearchCreativeWork
39,['find a television game bid young'],SearchCreativeWork
40,is bartok the magnificent playing at seven am,SearchScreeningEvent
41,['here is stanley bartok the magnificent playing at seven and am'],SearchScreeningEvent
42,can you find me the movie  the girl and the general,SearchCreativeWork
43,"[""won'ta you find me the slasher_pic those ex_boyfriend and the general""]",SearchCreativeWork
44,what is the weather in south bradenton,GetWeather
45,['what is the weather like in south bradenton'],GetWeather
46,book a popular restaurant for 5 people,BookRestaurant
47,['leger a popular restaurant for little phoebe hoi polloi'],BookRestaurant
48,rate in the company of cheerful ladies a zero out of 6,RateBook
49,['Rate in the company of cheerful ladies a zero of 6'],RateBook
50,i want to watch animated movies at showcase cinemas,SearchScreeningEvent
51,['i want to Tivo_ed animated Hollywood_blockbusters Weigh_ins_begin showcase cinemas'],SearchScreeningEvent
52,find a soundtrack called new religion,SearchCreativeWork
53,['Finding a soundtrack called New Religion'],SearchCreativeWork
54,what can i watch watch the television show catch,SearchCreativeWork
55,['what can i scout watch the television appearance catch'],SearchCreativeWork
56,find the album biology today: an issues approach,SearchCreativeWork
57,['you can find the album Biology today: an approach to problem solving'],SearchCreativeWork
58,play the greatest soundtrack by nhat son on last fm,PlayMusic
59,['encounter the greatest soundtrack by nhat boy on last fermium'],PlayMusic
60,what s the weather in ecola state park in three minutes,GetWeather
61,['How will the weather in the Ökoland-Park be in three minutes?'],GetWeather
62,rate this book called the last of the wine two out of 6 points,RateBook
63,['rate this book as the last of the wine two out of 6 points'],RateBook
64,find me showtimes for a christmas story starting at eleven o clock,SearchScreeningEvent
65,['they find me showtimes for a christmas story starting at friday eleven ten o where clock'],SearchScreeningEvent
66,i want to watch the shamrock handicap right now,SearchScreeningEvent
67,['lmao want to watch onthe Claddagh_rings handicap right now'],SearchScreeningEvent
68,can you please find me the harry hood saga,SearchCreativeWork
69,['can you see_http://www.hkexnews.hk/listedco/listconews/sehk/########/L find inmy the harry chin_spoiler saga'],SearchCreativeWork
70,add a track to summer of love,AddToPlaylist
71,['Add a Trace to Summer of Love'],AddToPlaylist
72,where s the nearest movie house showing foreign films,SearchScreeningEvent
73,['where s is the nearest english movie house showing old foreign films'],SearchScreeningEvent
74,find a photograph called dragon ball z: the best selections,SearchCreativeWork
75,['find a pic called dragon ball izzard: the dependable choice'],SearchCreativeWork
76,when is the life and death of king richard ii playing at mann theatres,SearchScreeningEvent
77,['when is the life and death plot of the king richard ii first playing out at james mann theatres'],SearchScreeningEvent
78,what theater is playing death drums along the river at 5 pm,SearchScreeningEvent
79,['Which theatre plays death drums along the river at 5pm?'],SearchScreeningEvent
80,what will the weather be in milleville beach,GetWeather
81,['what will the weather comprise in milleville beach'],GetWeather
82,how to buy picture of agent hamilton: but not if it concerns your daughter,SearchCreativeWork
83,['how to bribe picture of agent hamilton: but non if it concerns your girl'],SearchCreativeWork
84,add a track to my playlist classic acoustic,AddToPlaylist
85,['add a cut to my playlist hellenic acoustical'],AddToPlaylist
86,play an andy silvester sound track from the thirties on spotify,PlayMusic
87,['Murota_golf an zach silvester sound track came the mid_eighties on spotify'],PlayMusic
88,will there be a snowstorm in nc 6 years from now,GetWeather
89,['why will there be probably a big snowstorm winter in nc 6 years from now'],GetWeather
90,what time is a man for burning playing,SearchScreeningEvent
91,['everybody time is a man for singeing Febach'],SearchScreeningEvent
92,rate the night land three out of 6,RateBook
93,['evaluate the Nightland in three out of six cases'],RateBook
94,show get it together on tv show,SearchCreativeWork
95,['show get it together documentary on the tv talk show'],SearchCreativeWork
96,can you play some music by andrew diamond,PlayMusic
97,['can you take on some euphony by andrew infield'],PlayMusic
98,where can i find a copy of i bury the living,SearchCreativeWork
99,['where can coz_i bring a copy of ds bury the emmigrated'],SearchCreativeWork
100,play a melody from elmer bernstein,PlayMusic
101,['play a chiming_guitar from elmer mccarthy'],PlayMusic
102,add buddy desylva to my this is j balvin playlist,AddToPlaylist
103,['Add Buddy desylva to my This is j balvin playlist'],AddToPlaylist
104,tell me if it will hail in elliotts bluff at five o clock,GetWeather
105,['tell me if anyway wll hail in elliotts bluff at five ving seconds'],GetWeather
106,give four stars to the broken window,RateBook
107,['Give four stars to the broken window'],RateBook
108,book a popular restaurant of thai cuisine,BookRestaurant
109,['novel a popular La_Trattoria of akan cuisine'],BookRestaurant
