,text,intent
0,live in l a joseph meyer please,PlayMusic
1,['live_streaming_justin throughout l a joseph kurz please'],PlayMusic
2,find business ethics: a european review,SearchCreativeWork
3,['Business Ethics: A European Review'],SearchCreativeWork
4,search for the halfway home tv show,SearchCreativeWork
5,['search for the halfway Sabhnanis_Muttontown christ_sake Singer_Katharine_McPhee'],SearchCreativeWork
6,can you make reservations at a tea house that serves fettucine,BookRestaurant
7,['can you decision_Muaitau ssmith@sandiego.gov at a tea house some supports fettucine'],BookRestaurant
8,let me hear chris knight music,PlayMusic
9,['ÔYou me hear christopher knight music'],PlayMusic
10,rate this current album 0 stars,RateBook
11,['rate... this up current album 0 stars'],RateBook
12,book reservation at a restaurant in south mills mt for one at 07:07,BookRestaurant
13,['book reservation Wheatridge_Middle a upscale_eatery in Storm_wreaks_havoc lumber_mills mt for saddest at 07: 07'],BookRestaurant
14,what will the temperate be here on shmini atzeret,GetWeather
15,['what will be the temperate climate here on shmini atzeret'],GetWeather
16,look for the album slave to the grind,SearchCreativeWork
17,['expression for the album hard worker to the grind'],SearchCreativeWork
18,add the song to the mac  n cheese playlist,AddToPlaylist
19,['add the best song to play the mac n bros cheese playlist'],AddToPlaylist
20,give the current book five stars out of 6,RateBook
21,['give the current book five out of six stars'],RateBook
22,will it be warmer in saint louis park,GetWeather
23,['Is it getting warmer in Saint Louis Park?'],GetWeather
24,book a table in fiji for zero a m,BookRestaurant
25,['bestselling_memoir a table in INTERIM_Prime_Minister start zero a m'],BookRestaurant
26,please tune into chieko ochi s good music,PlayMusic
27,['Please tune in to the good music of chieko ochi'],PlayMusic
28,book a restaurant for three on feb  18,BookRestaurant
29,['Book a restaurant for three on February 18'],BookRestaurant
30,i would give feast of the innocents a value of 1,RateBook
31,['i would only give that feast of the noble innocents a value of about 1'],RateBook
32,rate girls forever brave and true zero points,RateBook
33,['Rate_LIBOR girls Solution_Aids_Efficient brave and indubitable zero points'],RateBook
34,around here find movie schedule for films,SearchScreeningEvent
35,['around here detect picture agenda for films'],SearchScreeningEvent
36,play pandora tunes from the fourties,PlayMusic
37,['players play pandora tunes traditional from the southern fourties'],PlayMusic
38,need weather for parc national tolhuaca to see if it will be fog today,GetWeather
39,['need weather gauge for their parc national tolhuaca have to see it if it will actually be a fog today'],GetWeather
40,please search the an introduction to karl marx painting,SearchCreativeWork
41,['please search from the an illustrated introduction to karl marx against painting'],SearchCreativeWork
42,can i get the movies  showtimes for the closest movie house,SearchScreeningEvent
43,['can i get the moving picture show showtimes for the closest flick menage'],SearchScreeningEvent
44,book a mediterranean restaurant for my sister and i,BookRestaurant
45,['book a cute mediterranean restaurant for... my sister and aunt i'],BookRestaurant
46,can you search the book  paris - when it sizzles,SearchCreativeWork
47,['you can browse the book in Paris - if it sizzles'],SearchCreativeWork
48,book a table in tennessee for 1 for next august,BookRestaurant
49,['book 4 a round table in tennessee for july 1 for next august'],BookRestaurant
50,set an reservation for a party of eight at the bar on 8/8/2039,BookRestaurant
51,['we set an reservation for making a visiting party of around eight at the bar morning on 8 / 14 8 / 2039'],BookRestaurant
52,find a reservation for a party of six in tuvalu,BookRestaurant
53,['find a reserve for a political party of six in tuvalu'],BookRestaurant
54,i want to book a restaurant close-by in inman for five people,BookRestaurant
55,['i Why to book a restaurant -#.####_USD_JPY - by Joliet_Naperville inman should fifth people'],BookRestaurant
56,add this tune to the leche con chocolate playlist,AddToPlaylist
57,['summate this melodic phrase to the leche con chocolate play list'],AddToPlaylist
58,coon chicken inn restaurant for 1 am for me  clarice and debbie,BookRestaurant
59,['Coon Chicken Inn restaurant open for 1am for me and Debbie'],BookRestaurant
60,please look up the work  bachelor pad,SearchCreativeWork
61,['please look up when skilled_craftsman bachelor lapdesk'],SearchCreativeWork
62,i want to watch the shamrock handicap right now,SearchScreeningEvent
63,['lmao want to watch onthe Claddagh_rings handicap right now'],SearchScreeningEvent
64,find me a movie with the name oshin,SearchCreativeWork
65,['find myslef a movie with also unpronounceable_symbol oshin'],SearchCreativeWork
66,play a 1964 symphony on netflix,PlayMusic
67,['play a symphony from 1964 on netflix'],PlayMusic
68,what is the forecast starting at 8 pm for alaska,GetWeather
69,['what is the forecast starting 8am_3pm 5 pmto for alaska'],GetWeather
70,can you find me the movie  the girl and the general,SearchCreativeWork
71,"[""won'ta you find me the slasher_pic those ex_boyfriend and the general""]",SearchCreativeWork
72,find a man needs a maid,SearchCreativeWork
73,['find a man require a housemaid'],SearchCreativeWork
74,what will the rainfall be in 1 second at roy lake state park,GetWeather
75,['what will for the regular rainfall be over in 1 1 second at roy lake state park'],GetWeather
76,will the sun be out in 1 minute in searcy  uganda,GetWeather
77,['the sun will be out in 1 minute in searcy uganda'],GetWeather
78,i give the cat and the king 2 stars,RateBook
79,['i give the little cat a and i the king 2 stars'],RateBook
80,rate the current novel four of 6 stars,RateBook
81,['rate the current scenario novel four times of best 6 stars'],RateBook
82,book in pine bluffs for 5 people in the same area,BookRestaurant
83,['book in pine bluffs LMF_Mayo of## people en_route with same area'],BookRestaurant
84,please add this track by paul mcguigan to the deep house playlist,AddToPlaylist
85,['please add this track by paul mcguigan to your Deep House Playlist'],AddToPlaylist
86,i give a 4 to 3 willows: the sisterhood grows,RateBook
87,['because i give a 4 am to get 3 willows : the young sisterhood grows'],RateBook
88,book a party of five at seagoville for 06:42,BookRestaurant
89,['Naturally_Thin a leader_Banyat_Bantadtan of Seven at seagoville Deadline_nears 06: 42'],BookRestaurant
90,show me the schedule of movie michel strogoff,SearchScreeningEvent
91,['Show me the schedule of the film michel Strogoff'],SearchScreeningEvent
92,add lagaylia frazier to my emotron,AddToPlaylist
93,['add lagaylia frazier to my emotron'],AddToPlaylist
94,add ireland in the junior eurovision song contest 2015 to my jazzy dinner playlist,AddToPlaylist
95,['to add maria ireland in the junior miss eurovision world song contest 2015 to renew my jazzy dinner playlist'],AddToPlaylist
96,add this tune by jim white to my playlist rumba y más,AddToPlaylist
97,['add this spanish tune adapted by mister jim white bird to my playlist rumba y que mas'],AddToPlaylist
98,play me the newest fourties symphony,PlayMusic
99,['play pine tree state the new fourties symphony'],PlayMusic
100,rate the book the atmospheric railway 5 out of 6,RateBook
101,['rate the quran the atmospheric railway 5 out of sestet'],RateBook
102,reserve a place to eat on march fifteenth in china within the same area,BookRestaurant
103,['reserve a place food to eat on monday march 25th fifteenth of in china area within the same area'],BookRestaurant
104,book a spot for ten at a top-rated  caucasian restaurant not far  from selmer,BookRestaurant
105,['Brangelina_Exposed a spot for ten Ticketmaster_outlets_www.ticketmaster.com a PostQ - rated_Aa2 caucasian restaurant not than from selmer'],BookRestaurant
106,is it going to storm in black rock alaska,GetWeather
107,['is is it really going around to storm in black rock alaska'],GetWeather
108,book a restaurant for six at an outdoor cafe in åland,BookRestaurant
109,['book a open restaurant cafe for six at an outdoor outdoor cafe in south aland'],BookRestaurant
110,add a track to summer of love,AddToPlaylist
111,['Add a Trace to Summer of Love'],AddToPlaylist
112,please look up the tv show  vanity,SearchCreativeWork
113,['and please look up the live tv entertainment show vanity'],SearchCreativeWork
114,what will the weather be one second from now in chad,GetWeather
115,['What will the weather be like in a second in Chad?'],GetWeather
116,add turk to the deep house playlist,AddToPlaylist
117,['lend turk to the deep house play list'],AddToPlaylist
118,play this is colour by panda bear,PlayMusic
119,['in play this is colour tv by colour panda bear'],PlayMusic
120,can you find the american bison photograph,SearchCreativeWork
121,['john you find the american bison photograph'],SearchCreativeWork
122,put another song in the cloud rap playlist,AddToPlaylist
123,['Add another song to the cloud rap playlist'],AddToPlaylist
124,add david axelrod to my futuros hits list,AddToPlaylist
125,['Add david axelrod to my futuros hitlist'],AddToPlaylist
126,find me music by kaori utatsuki off the album that has top-twenty hits,PlayMusic
127,['find me music by kaori utatsuki off the album that has top-twenty hits'],PlayMusic
128,i want to read the saga michael clayton,SearchCreativeWork
129,"[""I want to read Michael Clayton's saga""]",SearchCreativeWork
130,i m hoping to find a table for six at a pub on jul  19  2029,BookRestaurant
131,"['I hope to find a table for six in a pub on July 19, 2029']",BookRestaurant
132,make a booking for the highly rated food court in montenegro,BookRestaurant
133,['Book for the prestigious food court in Montenegro'],BookRestaurant
134,my té para tres needs brave and crazy added on,AddToPlaylist
135,['My dad needs brave and crazy added on'],AddToPlaylist
136,is it going to be warmer in 2 years and a half in deweese,GetWeather
137,['Will it be warmer in two and a half years?'],GetWeather
138,tell me the weather forecast here,GetWeather
139,['Tell me the weather forecast here'],GetWeather
140,how much fog is there in tarpon springs,GetWeather
141,['how that much fog is present there in tarpon dry springs'],GetWeather
142,add ricky nelson to my classical x playist,AddToPlaylist
143,['add ricky nelson to my classic x-Player'],AddToPlaylist
144,out of 6  give rivers of babylon a 1,RateBook
145,['intothe of 6 give rivers of bieber a \uf02e'],RateBook
146,what animated movies are in the area,SearchScreeningEvent
147,['Situational_Awareness_What Freakazoid movies are into the area'],SearchScreeningEvent
148,what kind of weather will be in ukraine one minute from now,GetWeather
149,['what kind of weather will be in a minute in Ukraine'],GetWeather
150,book a steinway st place for 8 that is close,BookRestaurant
151,['book a steinway king st place for poetry 8 plays that is dead close'],BookRestaurant
152,play rob mills album the golden archipelago,PlayMusic
153,['play Robbers_loot mills Bitte_Orca the golden Katchal'],PlayMusic
154,rate the children of niobe 1 out of 6 points,RateBook
155,['Review for children of niobe 1 from 6 points'],RateBook
156,rate the sneetches and other stories a three,RateBook
157,['charge per unit the sneetches and other story a three'],RateBook
158,rate national geographic dinosaurs 2 out of 6,RateBook
159,['rate national geographic dinosaurs ii verboten of captain hicks'],RateBook
160,i give this terrible book a two out of 6,RateBook
161,['i give this terrible book a good two out out of five 6'],RateBook
162,i want to see medal for the general,SearchScreeningEvent
163,['i want to visualize ribbon for the oecumenical'],SearchScreeningEvent
164,what is the humidity like in faraway on ak,GetWeather
165,['how is the humidity in the distance on ak'],GetWeather
166,make a reservation at a bakery that has acquacotta in central african republic for five,BookRestaurant
167,['Make a reservation at a bakery selling aquacotta in the Central African Republic for five'],BookRestaurant
168,i give the homo handbook saga 3 of 6 stars,RateBook
169,['i give the homo handbook simmering_dispute 2 of 6 Hollwyood'],RateBook
170,book a table for 10 at top pot doughnuts,BookRestaurant
171,['Book a table for 10 potted doughnuts'],BookRestaurant
172,add the album to my club hits playlist,AddToPlaylist
173,['Add album to my club hit list'],AddToPlaylist
174,will i think i do be playing at 7 pm,SearchScreeningEvent
175,['will oh i think i do be playing at twelve 7 i pm'],SearchScreeningEvent
176,what s the forecast in stobo,GetWeather
177,['what s Markus_Cornaro revising_upwards in stobo'],GetWeather
178,rate this essay with three of 6,RateBook
179,['rate discussed this essay with three teachers of class 6'],RateBook
180,add this artist to my electronic bliss playlist,AddToPlaylist
181,['wanna add this artist song to my electronic bliss tour playlist'],AddToPlaylist
182,i would give this current novel 2 stars with a best rating of 6,RateBook
183,['i would lend this AspenTech_expressly_disclaims Trezza_Azzopardi 0_Trackback_URL stars with a best rating of Weigh_ins_begin'],RateBook
184,will it be hot at 13:19 in de funiak springs serbia and montenegro,GetWeather
185,['will information technology be hot at 13: 19 in de funiak springs srbija and crna gora'],GetWeather
186,give one start to the current book,RateBook
187,['make a start for the current book'],RateBook
188,i would give the all that: fresh out the box saga a rating of 2 points,RateBook
189,"[""jst Why_shouldn'tI give the all nevertheless: fresh out every righthand_corner saga a rating of 2 Mike_Mackell""]",RateBook
190,add george thorogood to el mejor rock en español,AddToPlaylist
191,['add in george h thorogood to me el mejor que rock en oro espanol'],AddToPlaylist
192,show weather while sunset in the same area in south carolina,GetWeather
193,['in show weather while after sunset were in the same area in northeastern south carolina'],GetWeather
194,fine the movie schedules for the wanda group,SearchScreeningEvent
195,['fine the motion picture schedules for the wanda group'],SearchScreeningEvent
196,book a spot far from åland,BookRestaurant
