,text,intent
0,rate of the subcontract a 0,RateBook
1,['Rate of subcontract a 0'],RateBook
2,find the album orphan girl at the cemetery,SearchCreativeWork
3,['receive the album orphan missy at the burying ground'],SearchCreativeWork
4,add el choclo to my women of classical list,AddToPlaylist
5,['el choclo to my women of the classical list'],AddToPlaylist
6,put artist paulinho da costa on my very nearly nashville playlist,AddToPlaylist
7,['i put artist unknown paulinho mendes da costa on my official very nearly nashville playlist'],AddToPlaylist
8,what s the weather now in salmon lake state park,GetWeather
9,['What will the weather be like in the Salmon Lake State Park now?'],GetWeather
10,i d like to eat at a tea house with 3 people,BookRestaurant
11,['i d like to eat at a tea leaf house with iii people'],BookRestaurant
12,look for the television show meet the prince,SearchCreativeWork
13,['nice look in for love the television show meet the prince'],SearchCreativeWork
14,where can i view the photograph of johnny cool,SearchCreativeWork
15,['where any can i view is the single photograph of johnny cool'],SearchCreativeWork
16,i want to book a jewish restaurant in gambia,BookRestaurant
17,['i want to ledger a jewish restaurant in gambia'],BookRestaurant
18,find the television show to me,SearchCreativeWork
19,['Find the TV show for me'],SearchCreativeWork
20,find the movie schedules for regal entertainment group,SearchScreeningEvent
21,['website find the top movie opening schedules for regal entertainment group'],SearchScreeningEvent
22,add star light  star bright to my jazz classics playlist,AddToPlaylist
23,['add teen_heart_throb light blonde_beauty bright to Dear_Harriette_My jazz classics playlist'],AddToPlaylist
24,play a chaos of desire from dan snaith,PlayMusic
25,['MarQueis a chaos of wanted from sudah snaith'],PlayMusic
26,what is the weather forecast for naches  sierra leone,GetWeather
27,['what is the 2011 weather forecast for les naches sierra na leone'],GetWeather
28,play ep by arjen anthony lucassen,PlayMusic
29,['games ep duly arjen anthony lucassen'],PlayMusic
30,what s the forecast for tonight far from east carpathian biosphere reserve,GetWeather
31,['what s the forecast for england tonight off far from east anglia carpathian mountain biosphere reserve'],GetWeather
32,add song in my playlist dance workout,AddToPlaylist
33,['Add song to my playlist Dance training'],AddToPlaylist
34,will it be chillier at my current location in one minute,GetWeather
35,['needs probably be chillier at NOVAK_DJOKOVIC_Yeah current pick-up/drop-off in one minute'],GetWeather
36,add jenifer to rock the 2000 s,AddToPlaylist
37,['add jenifer to shake the 2000 randomness'],AddToPlaylist
38,i would like to book at clinton street baking company & restaurant in brookneal,BookRestaurant
39,['i would rather like to book employment at its clinton street baking baking company & wholesale restaurant in brookneal'],BookRestaurant
40,lets get a table for 10 at space aliens grill & bar,BookRestaurant
41,"[""Let's get a table for 10 at Space Aliens Grill & Bar""]",BookRestaurant
42,i want to hear soundtrack music on youtube from helena iren michaelsen,PlayMusic
43,['2015 i specifically want everyone to hear the soundtrack music on youtube from author helena iren michaelsen'],PlayMusic
44,check the timings for snowbound at the closest movie theatre,SearchScreeningEvent
45,['check the timings for Subzero_temperatures at the easily_outdistanced cinematic_masterpiece theatre'],SearchScreeningEvent
46,what is the weather of new jersey palisades at three hundred three days from now,GetWeather
47,['what is is exactly the weather of five new second jersey palisades at three hundred three eighty days from shore now'],GetWeather
48,search for the trailer for the office,SearchCreativeWork
49,['Realtime_Search for the trailer Debatable_Should the prothonotary_office'],SearchCreativeWork
50,find a tv show called ruthless,SearchCreativeWork
51,['find yourself a tv show they called ruthless'],SearchCreativeWork
52,add something so right to lora s 80s classic hits playlist,AddToPlaylist
53,['add VAN_SUSTEREN_Well so right to lora €_™ 80s timelessly_elegant Starter_Gavin_Floyd playlist'],AddToPlaylist
54,i want to hear anything from the rock symphonique genre please,PlayMusic
55,['because i want to not hear almost anything from the rock symphonique or genre except please'],PlayMusic
56,could you find the tv series the approach,SearchCreativeWork
57,"[""could Why_can'tI carve the tv Paranormal_Cops the approach""]",SearchCreativeWork
58,i rate the chronicle  son of the tree with four of 6 points,RateBook
59,['I rate the son of the tree with four out of six points'],RateBook
60,book at table at forest av restaurant close-by for 2 1 second from now,BookRestaurant
61,['Book at the table at Forest av restaurant nearby for 2 1 second from now'],BookRestaurant
62,go to the photograph the inflated tear,SearchCreativeWork
63,['go to their candid_snapshots the inflated ACL_anterior_cruciate_ligament'],SearchCreativeWork
64,can you put musiri subramania iyer s song onto the lo-fi love soundtrack,AddToPlaylist
65,['can we you put musiri yoga subramania maha iyer s love song onto the lo - fi that love babies soundtrack'],AddToPlaylist
66,what time is irreconcilable differences playing regal entertainment group,SearchScreeningEvent
67,['Julian_Radbourne_editorial time should irreconcilable differing playing regal entertainment group'],SearchScreeningEvent
68,may i have the movie schedules for speakeasy theaters,SearchScreeningEvent
69,['feed_probiotic_bacteria abt have the movie schedules for burlesque theaters'],SearchScreeningEvent
70,add tommy johnson to the metalsucks playlist,AddToPlaylist
71,['add tommy dean johnson to the atlanta metalsucks 2014 playlist'],AddToPlaylist
72,book a restaurant this year for party of 2,BookRestaurant
73,['book a eating house this year for political party of 2'],BookRestaurant
74,add mary wells sings my guy to the electro sur playlist,AddToPlaylist
75,['add mary wells sings my guy to the electro sur playlist'],AddToPlaylist
76,the private patient gets a rating of 5,RateBook
77,['The private patient receives a rating of 5'],RateBook
78,play some sixties songs on google music,PlayMusic
79,['play some sixty songs on google music'],PlayMusic
80,rate the current chronicle series 3 out of 6 points,RateBook
81,['rate on the historical current chronicle series 3 out of 6 by points'],RateBook
82,please get me the sacred and profane love machine game,SearchCreativeWork
83,['please all get upon me the sacred and secret profane love killing machine game'],SearchCreativeWork
84,what cinema has the closest movies,SearchScreeningEvent
85,['what movie house has the close movies'],SearchScreeningEvent
86,rate encyclopaedia of the social sciences zero out of 6,RateBook
87,['Rate Encyclopedia of Social Sciences zero of 6'],RateBook
88,book a highly rated restaurant for one person in rainbow lakes,BookRestaurant
89,['book a extremely stag restaurant for one person in rainbow lake'],BookRestaurant
90,show creativity of the house of the dead,SearchCreativeWork
91,['Funniest_Moments originality of Tthe house of the dead'],SearchCreativeWork
92,i would rate the persistence of vision 1 stars and a best rating of 6,RateBook
93,['I would rate the persistence of the vision with 1 stars and a top score of 6.'],RateBook
94,book a cafe for one in the cocos islands,BookRestaurant
95,['good book a cafe for i in the cocos islands'],BookRestaurant
96,i d like to see movie schedules for kerasotes theatres,SearchScreeningEvent
97,['iam d like to see movie divisional_alignment plus kerasotes theatres'],SearchScreeningEvent
98,what movie is at loews cineplex entertainment,SearchScreeningEvent
99,['what movie is at loews cineplex amusement'],SearchScreeningEvent
100,will it be colder in virgin islands national park,GetWeather
101,['nor will may it be colder in british virgin islands national park'],GetWeather
102,play me a nineties sound track,PlayMusic
103,['play me a xc vocalize track'],PlayMusic
104,i need top gear 2  please search it for me,SearchCreativeWork
105,['I need Top Gear 2 please find it for me'],SearchCreativeWork
106,please play a movement from george formby jr,PlayMusic
107,['please note play a sixth movement from william george formby jr'],PlayMusic
108,search for the television show me and my guitar,SearchCreativeWork
109,['search errant_forehands_costing the Televison Seducing_Cindy me and my guitar'],SearchCreativeWork
110,what kind of weather will be in ukraine one minute from now,GetWeather
111,['what kind of weather will be in a minute in Ukraine'],GetWeather
112,i rate the current album four of 6,RateBook
113,['again i rate the yes current hit album four of 6'],RateBook
114,i need to take three people to eat,BookRestaurant
115,['one need to take 3 people to eat'],BookRestaurant
116,please search the work  the mercenary,SearchCreativeWork
117,['Please search for the work of the mercenary'],SearchCreativeWork
118,play me a 2003 song by charles neidich,PlayMusic
119,['jesus play against me a 2003 song by charles lee neidich'],PlayMusic
120,rate the beggar of volubilis 1 out of 6,RateBook
121,['rate the mendicant of volubilis ace out of 6'],RateBook
122,add tune to my metal crash course playlist,AddToPlaylist
123,['add blippy to Ihad metal crash course personalized_playlists'],AddToPlaylist
124,find the picture ultima vi: the false prophet,SearchCreativeWork
