,text,intent
0,please look for the tv show memoirs from a bedroom: issue 1,SearchCreativeWork
1,['Please view the memoir from a bedroom: Issue 1'],SearchCreativeWork
2,find the from the hut tv series,SearchCreativeWork
3,['Find the out of the cottage tv series'],SearchCreativeWork
4,play a top-twenty tune by noor jehan,PlayMusic
5,['play a top 20 tune by Noor Jehan'],PlayMusic
6,find the album orphan girl at the cemetery,SearchCreativeWork
7,['receive the album orphan missy at the burying ground'],SearchCreativeWork
8,which movies are playing at the nearest cinema at twelve pm,SearchScreeningEvent
9,['which movies embody dally at the cheeseparing cinema at twelve pm'],SearchScreeningEvent
10,play music from 2000 on spotify,PlayMusic
11,['Bonjokian music from 2000 where spotify'],PlayMusic
12,please play something from dihan slabbert that s on the top fifty,PlayMusic
13,['or please please play something else from my dihan slabbert that s on at the top fifty'],PlayMusic
14,add the track to the work playlist,AddToPlaylist
15,['add the track to the oeuvre play list'],AddToPlaylist
16,i need the weather in wakarusa,GetWeather
17,['i need one springlike_weather in wakarusa'],GetWeather
18,i give this album a 0 of 6 stars,RateBook
19,['and i cannot give this album a 0 of 6 with stars'],RateBook
20,get the video game of the chipmunk song,SearchCreativeWork
21,['keep the video game of the squeaky_voice catchy_tune'],SearchCreativeWork
22,the previous essay gets 0 out of 6 possible stars,RateBook
23,['the previous essay gets 0 out of 6 possible stars'],RateBook
24,play some steve boyett chant music,PlayMusic
25,['play some richards boyett O_ver_ra_ted music'],PlayMusic
26,give 5 of 6 stars to expressive processing,RateBook
27,['deserve 5 of 6 wannabe_divas to rhythmic_verve processing'],RateBook
28,show me the schedule of movie the great gildersleeve near movie house,SearchScreeningEvent
29,['show maine the agenda of picture show the great gildersleeve near movie house'],SearchScreeningEvent
30,i would like to book a restaurant for souvlaki cuisine in the state of ne,BookRestaurant
31,['i wouldnot awfully to book a Mad_Mex for souvlaki gourmet in the counties of ne'],BookRestaurant
32,please play the most popular ep from 1998 by mc frontalot,PlayMusic
33,['delight play the most pop ep from 1998 by megahertz frontalot'],PlayMusic
34,give the current book 4 stars,RateBook
35,['give the current book quartet stars'],RateBook
36,what movies are playing dickinson theatres,SearchScreeningEvent
37,['what flick embody playing dickinson theatres'],SearchScreeningEvent
38,book me a reservation for a party of 3 at a pub in northern mariana islands,BookRestaurant
39,['Book me a reservation for a group of 3 people in a pub in the Northern Mariana Islands'],BookRestaurant
40,table for 5 a m  at baker s keyboard lounge,BookRestaurant
41,['more table rest for the 5 a m at baker s keyboard lounge'],BookRestaurant
42,give zero stars to halo: ghosts of onyx,RateBook
43,['Give Zero Stars to the Halo: Ghosts of Onyx'],RateBook
44,add the album to the hipster soul playlist,AddToPlaylist
45,['Add album to Hipster Soul playlist'],AddToPlaylist
46,what movies are playing at the closest cinema,SearchScreeningEvent
47,['what bad movies are just playing at the last closest cinema'],SearchScreeningEvent
48,what animated movies are playing in thirteen hours at the closest movie theatre,SearchScreeningEvent
49,['what the animated movies those are seen playing in thirteen hours stops at the closest movie theatre'],SearchScreeningEvent
50,show me the schedule of movie the duchess of langeais in cinema,SearchScreeningEvent
51,['by show me the schedule of a movie the duchess of langeais... in the cinema'],SearchScreeningEvent
52,show me southern theatres movie times,SearchScreeningEvent
53,['show me southern theatres cinematic pigtail_macaques'],SearchScreeningEvent
54,what movie is at loews cineplex entertainment,SearchScreeningEvent
55,['what movie is at loews cineplex amusement'],SearchScreeningEvent
56,what is the forecast for here for blizzard conditions at five pm,GetWeather
57,['what is the forecast up for here up for with blizzard conditions down at five pm'],GetWeather
58,play a song by ramesh narayan from 1960,PlayMusic
59,['play a call by ramesh narayan from 1960'],PlayMusic
60,play the nubians of plutonia trailer,SearchCreativeWork
61,['squib_kicked the nubians of plutonia Airstream_Bambi'],SearchCreativeWork
62,what cinema is playing the edge,SearchScreeningEvent
63,['what cinema constitute play the edge'],SearchScreeningEvent
64,book in pine bluffs for 5 people in the same area,BookRestaurant
65,['book in pine bluffs LMF_Mayo of## people en_route with same area'],BookRestaurant
66,what will the weather be next apr  in mt,GetWeather
67,['what will the weather follow next april in mt'],GetWeather
68,i want to get nine seats at a restaurant that serves ice cream cake,BookRestaurant
69,['next i want to get exactly nine seats myself at a restaurant that serves vanilla ice cream during cake'],BookRestaurant
70,add patti page album to i love my neo soul,AddToPlaylist
71,['tote up patti page record album to i love my neo soul'],AddToPlaylist
72,what time is the graduate showing at caribbean cinemas,SearchScreeningEvent
73,['what time is the magna_cum_laude showing www.theparamounttheatre.com sommer cinemas'],SearchScreeningEvent
