,text,intent
0,i want to book a restaurant close-by in inman for five people,BookRestaurant
1,['i Why to book a restaurant -#.####_USD_JPY - by Joliet_Naperville inman should fifth people'],BookRestaurant
2,play music from the artist sean yseult and sort it through top-50,PlayMusic
3,['Kaems music from any abstract_painting sean yseult and screwball_ruse it through spot - 50'],PlayMusic
4,what will the weather be in grand coteau ut at six pm,GetWeather
5,['what will the weather appear Photo_APAP colossal coteau ut at six 7pm'],GetWeather
6,add this album to the playlist guest list engadget,AddToPlaylist
7,['extra this album to my playlist Meseberg_north list engadget'],AddToPlaylist
8,add tune to punk español,AddToPlaylist
9,['Add melody to punk español'],AddToPlaylist
10,wish to find the movie the heart beat,SearchCreativeWork
11,['want to find the film where the heart beats'],SearchCreativeWork
12,give 1 out of 6 points to current saga,RateBook
13,['give 1 out of centimeters_seaward Marvelle_Harris to current Plot_thickens'],RateBook
14,add this ruth crawford seeger song to my playlist called the soundtrack 007,AddToPlaylist
15,['Add this ruth crawford seeger song to my playlist called Soundtrack 007'],AddToPlaylist
16,i d like to see the painting i looked up,SearchCreativeWork
17,['i d similar to see the painting 1 looked up'],SearchCreativeWork
18,please search the live from leeds album,SearchCreativeWork
19,['Please browse through the live album of leeds'],SearchCreativeWork
20,i need the wather for next week in the philippines,GetWeather
21,['i need even the letter wather for lunch next week back in the philippines'],GetWeather
22,i want to see shattered image,SearchScreeningEvent
23,['i will want me to see shattered image'],SearchScreeningEvent
24,play the best album from the seventies,PlayMusic
25,['flirt the full album from the seventies'],PlayMusic
26,i need to take three people to eat,BookRestaurant
27,['one need to take 3 people to eat'],BookRestaurant
28,what is the movie schedule right now for movies around here,SearchScreeningEvent
29,['What is the schedule for the films here at the moment?'],SearchScreeningEvent
30,play me some seventies music with a good melody,PlayMusic
31,"[""play Why_shouldn'tI some mid_forties music with a fabulous melody""]",PlayMusic
32,play an andy silvester sound track from the thirties on spotify,PlayMusic
33,['Murota_golf an zach silvester sound track came the mid_eighties on spotify'],PlayMusic
34,i m looking for a movie called salvage mice,SearchCreativeWork
35,['i_dnt m waiting for a movie called foundering mice'],SearchCreativeWork
36,for my playlist chill add the name cater fe she,AddToPlaylist
37,['for my playlist chill add the name Cater fe she'],AddToPlaylist
38,when is just before nightfall playing,SearchScreeningEvent
39,['When to play just before nightfall'],SearchScreeningEvent
