,text,intent
0,tell me if it ll be freezing this year in id,GetWeather
1,['forget them if everyone ll willbe freezing this year in id'],GetWeather
2,the sleep machine waterscapes playlist needs some kris chetan ramlu in it,AddToPlaylist
3,['before sleep tabletop_canning waterscapes tunes needs some kris chetan ramlu in PAUL_GOYDOS'],AddToPlaylist
4,play a tune or two from kansas city  missouri,PlayMusic
5,['play a tune oregon two from kansas city mo'],PlayMusic
6,what is the foggy forecast for nov  15 in france in brookland terrace,GetWeather
7,['what is the hazy prognosis for nov 15 in french republic in brookland terrace'],GetWeather
8,add farhad darya songs in virales de siempre,AddToPlaylist
9,['add farhad to darya sings songs in ars virales 2 de siempre'],AddToPlaylist
10,add album to my deathcore playlist,AddToPlaylist
11,['Add album to my Deathcore playlist'],AddToPlaylist
12,i give the thibaults a 1,RateBook
13,['I give the thibaults a 1'],RateBook
14,lets go to a steakhouse before we go to the pool,BookRestaurant
15,['he lets basically go out to a steakhouse before we go to hit the pool'],BookRestaurant
16,book a table for ten in pollock pa,BookRestaurant
17,['book a table lunch for ten in downtown pollock hills pa'],BookRestaurant
18,i d like to see the painting i looked up,SearchCreativeWork
19,['i d similar to see the painting 1 looked up'],SearchCreativeWork
20,book a reservation for my mommy and i at a restaurant in central african republic,BookRestaurant
21,['book a arriere pensee for my mommy and i at a restaurant in central african democracy'],BookRestaurant
22,what s the weather forecast for bothe-napa valley state park close by february 20,GetWeather
23,['what s before Unseasonably_cool forecast for daspecial1 - napa valley state hiking_biking_trails late by february 20'],GetWeather
24,what time is mighty morphin power rangers: the movie at magic johnson theatres,SearchScreeningEvent
25,['what time is mighty morphin mogul rangers: the movie at wizardly samuel johnson field'],SearchScreeningEvent
26,book spot for 4 in somalia,BookRestaurant
27,['book topographic point for 4 in somalia'],BookRestaurant
28,how can i view the show corpus: a home movie about selena,SearchCreativeWork
29,['how can i view the Totally_Boyband Rs8_crore: a home movie Kate_Foellmi ashley'],SearchCreativeWork
30,i d like to know how the weather will be at 8 pm in tennessee,GetWeather
31,['i dG like to Situational_Awareness_What Maxine_Sis_Cluse the weather will even at Delano_Mortuary_Chapel pm in tennessee'],GetWeather
32,find a video game called family dog,SearchCreativeWork
33,['find a home video arcade game called get family dog'],SearchCreativeWork
34,i want to give the chronicle zombie bums from uranus 3 points,RateBook
35,['I want to give the Chronicle zombie bums from uranium 3 points'],RateBook
36,will it get cloudy in cliffwood beach,GetWeather
37,['Will it be cloudy on the beach of Cliffwood'],GetWeather
38,go to itunes and play dr  lecter by david hodges,PlayMusic
39,['spend to itunes and stopping_dribble_penetration dr lecter by gary hodges'],PlayMusic
40,give wilco: learning how to die a rating of four points,RateBook
41,['wilco: learn how to die with a rating of four points'],RateBook
42,add no prejudice to 90s indie,AddToPlaylist
43,['add and no white prejudice to 90s indie'],AddToPlaylist
44,put this agent m tune onto de cantautor español,AddToPlaylist
