,text,intent
0,show me the photograph johnny cash: the complete columbia album collection,SearchCreativeWork
1,['show the me the photograph on johnny willie cash : the first complete columbia album collection'],SearchCreativeWork
2,play the album winner takes all by takuro with last fm,PlayMusic
3,['play the record album winner takes all by takuro with last fm'],PlayMusic
4,what films are at cinemark theatres,SearchScreeningEvent
5,['why films are 7.pm cinemark theatres'],SearchScreeningEvent
6,i want to watch mister cool,SearchScreeningEvent
7,['i do want everyone to watch mister cool'],SearchScreeningEvent
8,what movie times are at bow tie cinemas,SearchScreeningEvent
9,['mike what movie times are at sunset bow to tie cinemas'],SearchScreeningEvent
10,i wish to listen to some fifties music,PlayMusic
11,['i wish to listen personally to more some average fifties music'],PlayMusic
12,i want to hear a soundtrack by dj ozma from the sixties,PlayMusic
13,['iodin require to hear a soundtrack by dj ozma from the sixties'],PlayMusic
14,book a table for april twenty-second at a pub which serves creole,BookRestaurant
15,['book a table out april hundered - second Ticketmaster.com_###-###-#### a Tavern Specifically serves creole'],BookRestaurant
16,find time for movie times now,SearchScreeningEvent
17,['find time for pic times instantly'],SearchScreeningEvent
18,add the artist choclair to la mejor música de bso,AddToPlaylist
19,['Add Artists Choir to la mejor música de bso'],AddToPlaylist
20,is it going to rain in kansas by march 4,GetWeather
21,['is really going to rain prior kansas by Antiwar_protesters 4'],GetWeather
22,where can i see animated movies that s nearby,SearchScreeningEvent
23,['oh where can i go see animated reality movies that s nearby'],SearchScreeningEvent
24,what s it like in my current location,GetWeather
25,['what s it like in my current localisation'],GetWeather
26,add hanging on to my just dance by aftercluv playlist,AddToPlaylist
27,['bring hanging on to my just dance by aftercluv playlist'],AddToPlaylist
28,i need a table for five in viroqua,BookRestaurant
29,['bryan Needed a table for Thirty in viroqua'],BookRestaurant
30,what will the weather be like at eight pm in bon air  uruguay,GetWeather
31,['what will the weather be kinda_fishy for eight pm By_BOTI_NAGY bon GOT_POLITICS uruguay'],GetWeather
32,what is the weather forecast for north carolina on october thirteenth  2037,GetWeather
33,['what is currently the weather conditions forecast currently for east north carolina on october thirteenth 2037'],GetWeather
34,play the happy blues by ronnie wood,PlayMusic
35,['play the estatic CJ_Chenier PONDEXTER_Cappie ronnie wood'],PlayMusic
36,will there be a depression at three am in topinabee  idaho,GetWeather
37,"[""Will there be a depression at three o'clock in the morning in Topinabee Idaho?""]",GetWeather
38,rate the sea of trolls 1 stars out of 6,RateBook
39,['rate the mighty sea of great trolls rated 1 stars out of 6'],RateBook
40,where can i purchase the saga the second life of samuel tyne,SearchCreativeWork
41,['and where can i purchase the whole saga the whole second life of a samuel tyne'],SearchCreativeWork
42,show the movie schedule of animated movies close by,SearchScreeningEvent
43,['show the movie schedule of 25 animated chinese movies were close by'],SearchScreeningEvent
44,give me the movie schedules for southern theatres,SearchScreeningEvent
45,['give pine tree state the picture show schedules for southern theatres'],SearchScreeningEvent
46,which movies are playing at the nearest cinema at twelve pm,SearchScreeningEvent
47,['which movies embody dally at the cheeseparing cinema at twelve pm'],SearchScreeningEvent
48,what is the local movie schedule,SearchScreeningEvent
49,['so what is the local local movie schedule'],SearchScreeningEvent
50,add this artist to pop 2017 picks,AddToPlaylist
51,['Add this artist to Pop 2017 Picks'],AddToPlaylist
52,give one of 6 points to who will cry when you die,RateBook
53,['give one of 6 point to world health organization will blazon out when you die'],RateBook
54,give the current book a zero of 6,RateBook
55,['try same deviates_materially book a zero of 6'],RateBook
56,i need the weather in wakarusa,GetWeather
57,['i need one springlike_weather in wakarusa'],GetWeather
58,am looking for a book with the title free to play,SearchCreativeWork
59,['m looking for a book entitled free to play'],SearchCreativeWork
60,put coming back to life onto winter music,AddToPlaylist
61,['he put you coming back to life onto winter mountain music'],AddToPlaylist
62,will it be hot in amenia  wi,GetWeather
63,['will even Aliann_Tabitha_Pompey hot Photo_AFPAfp amenia wi'],GetWeather
64,rate the ninth key 3 of 6 points,RateBook
65,['rate the ninth cardinal 3 of half a dozen points'],RateBook
66,i want to eat by five pm in ne for a six people,BookRestaurant
67,['I want to eat until 5 p.m. in ne for six people'],BookRestaurant
68,give the current textbook a rating of five,RateBook
69,['give the current textbook version a true rating average of five'],RateBook
70,tell me the weather forecast for april 15  2019 here,GetWeather
71,['say pine tree state the weather condition forecast for april 15 2019 here'],GetWeather
72,i need a table in sacaton at a gluten free restaurant,BookRestaurant
73,['lol urge a seated in sacaton Boxing_KOTV a gluten free restaurant'],BookRestaurant
