,text,intent
0,put the mike oldfield album onto my la mejor música para tus fiestas playlist,AddToPlaylist
1,['Place the microphone Oldfield album on my la mejor música para tus fiestas playlist'],AddToPlaylist
2,can you please find me the harry hood saga,SearchCreativeWork
3,['can you see_http://www.hkexnews.hk/listedco/listconews/sehk/########/L find inmy the harry chin_spoiler saga'],SearchCreativeWork
4,i want to hear sebastian s songs from the thirties on youtube,PlayMusic
5,['currently i want to hear sebastian s s songs come from the thirties... on youtube'],PlayMusic
6,can you get me the controlled conversations tv series,SearchCreativeWork
7,['can you get me the audience controlled conversations from tv workshop series'],SearchCreativeWork
8,i m looking for the movie white unicorn,SearchCreativeWork
9,['i m always looking for the the horror movie white unicorn'],SearchCreativeWork
10,find the colour of the chameleon,SearchScreeningEvent
11,['find all the different colour structure of the chameleon'],SearchScreeningEvent
12,give the current series four of 6 points,RateBook
13,['to give the current series four of top 6 ranking points'],RateBook
14,book a table for four around midnight in saint pierre and miquelon,BookRestaurant
15,"[""book a table now with## around #.##am in saint c'est_la and miquelon""]",BookRestaurant
16,please add carmel to my lunchtime playlist,AddToPlaylist
17,['please add carmel to my lunchtime play list'],AddToPlaylist
18,the trapaholics needs another artist added,AddToPlaylist
19,['second trapaholics behooves another artist added'],AddToPlaylist
20,i want to book a table in a restaurant in bouvet island,BookRestaurant
21,['1 want to ledger a table in a restaurant in bouvet island'],BookRestaurant
22,find a movie called emerald city,SearchCreativeWork
23,['incur a movie called emerald city'],SearchCreativeWork
24,what kind of weather will be in ukraine one minute from now,GetWeather
25,['what kind of weather will be in a minute in Ukraine'],GetWeather
26,what s the weather in pennsylvania,GetWeather
27,['what thou s the weather like in pennsylvania'],GetWeather
28,i m hoping you can find a photograph from live at the isle of wight 1970,SearchCreativeWork
29,['I hope you can find a photo of a life on the Isle of Wight in 1970'],SearchCreativeWork
30,add track in my playlist called hands up,AddToPlaylist
31,['Add track to my playlist called hands up'],AddToPlaylist
32,i want to hear major harris s songs from the fifties,PlayMusic
33,['i want to pick up major joel harris s songs from the 1950s'],PlayMusic
34,i d like to see the television show best-of: design of a decade 2003–2013,SearchCreativeWork
35,['that i was d like to see at the television talent show best - of : poster design record of a decade 2003 – 2013'],SearchCreativeWork
36,will it be chilly in oakdale ok,GetWeather
37,['will may it be chilly in central oakdale south ok'],GetWeather
38,what s the weather in new zealand,GetWeather
39,['how is the weather in new zealand'],GetWeather
40,i give the current essay a two,RateBook
41,['how i give the almost current essay a quick two'],RateBook
42,play some 1959 songs on iheart,PlayMusic
43,['play some of 1959 patriotic songs on released iheart'],PlayMusic
44,play before i grew up to love you by wafah dufour,PlayMusic
45,['Before I grew up to love you through wafah dufour'],PlayMusic
46,play chant music by big dee irwin,PlayMusic
47,['play fight chant music composed by big boy dee irwin'],PlayMusic
48,rate the current novel four out of 6 points,RateBook
49,['rate the current novel four prohibited of 6 points'],RateBook
50,book a restaurant for 3 people at eighteen oclock in saint vincent and the grenadines,BookRestaurant
51,['that book found a restaurant for year 3 people at eighteen oclock in saint george vincent bay and the two grenadines'],BookRestaurant
52,play saga the yellow rose of texas,SearchCreativeWork
53,['Losing_stinks saga all yellow diversified_retailer_Cencosud of texas'],SearchCreativeWork
54,do you have something like impossible is nothing by abderrahmane abdelli,PlayMusic
55,['do you have worry_Buddy_Shadid like impossible isn_`_t anythign Rowe_Ebony_PNT_##:## abderrahmane abdelli'],PlayMusic
56,rate the crossing 3 of 6,RateBook
57,['rate certainly crossing 1to of 6'],RateBook
58,find the television show riding with the king,SearchCreativeWork
59,['find the television show razz with the male monarch'],SearchCreativeWork
60,play them by guy-manuel de homem-christo,PlayMusic
61,['Gavich themto Josh_Sharlow guy - manuel de homem - christo'],PlayMusic
62,add give us rest to my 70s smash hits playlist,AddToPlaylist
63,['add give united states rest to my 70s smash hit playlist'],AddToPlaylist
64,rate this book 3 stars out of 6,RateBook
65,['rate this Publisher_Weekly 3 stars deep_breath of to7'],RateBook
66,what will the weather be like at eight pm in bon air  uruguay,GetWeather
67,['what will the weather be kinda_fishy for eight pm By_BOTI_NAGY bon GOT_POLITICS uruguay'],GetWeather
68,add a rachael price album to todo edm,AddToPlaylist
