,text,intent
0,give me the movies in the neighborhood,SearchScreeningEvent
1,['turn over pine tree state the movies in the neighborhood'],SearchScreeningEvent
2,book an australian restaurant in jacksboro three weeks from now for my step father and i,BookRestaurant
3,['from book i an old australian restaurant wedding in jacksboro sound three weeks from midnight now for my step father and i'],BookRestaurant
4,book a restaurant close by my daughters s work location with burrito three years from now,BookRestaurant
5,['book a delicatessen opened by my teenage_daughters s work topography with veggie_burger three years from now'],BookRestaurant
6,can i listen to dj vibe s top 10,PlayMusic
7,['I can listen to dj vibe s top 10'],PlayMusic
8,add this artist to pop 2017 picks,AddToPlaylist
9,['Add this artist to Pop 2017 Picks'],AddToPlaylist
10,what is the movie schedule right now for movies around here,SearchScreeningEvent
11,['What is the schedule for the films here at the moment?'],SearchScreeningEvent
12,book reservations at a highly rated bar on 11/23/2031,BookRestaurant
13,['book reservation at a highly fink bar on 11 / xxiii / 2031'],BookRestaurant
14,add in the heart of the world to the epic gaming playlist,AddToPlaylist
15,['add in all the heart valley of the world to all the epic internet gaming playlist'],AddToPlaylist
16,i want to play the game the celestial hawk,SearchCreativeWork
17,['I want to play the game of the sky hawk'],SearchCreativeWork
18,what are the mann theatres showtimes for secret sunshine,SearchScreeningEvent
19,['What are the secret sunshine venues?'],SearchScreeningEvent
20,i need a table at eddie s attic in nevada for one,BookRestaurant
21,['i need a table at eddie s attic in nevada for one'],BookRestaurant
22,can you locate west coast wrestling connection,SearchCreativeWork
23,['and can you locate the west coast live wrestling connection'],SearchCreativeWork
24,can i hear anna vissi s new music on pandora,PlayMusic
25,['can i hear anna vissi s new medicine on pandora'],PlayMusic
26,play me a maia hirasawa soundtrack from 1951,PlayMusic
27,['play me a 2010 maia hirasawa soundtrack adaptation from his 1951'],PlayMusic
28,i give the current essay a two,RateBook
29,['how i give the almost current essay a quick two'],RateBook
30,what do the cloud indicate in east aurora,GetWeather
31,['what age do the cloud lines indicate back in east aurora'],GetWeather
32,add count von cosels obsession to jazzy romance,AddToPlaylist
33,['add numeration von cosels obsession to jazzy romance'],AddToPlaylist
34,is a master of craft playing at wanda group,SearchScreeningEvent
35,['constitute a master of craft playing at wanda group'],SearchScreeningEvent
36,what time is the bride from hell playing at malco theatres,SearchScreeningEvent
37,['what summer feels the bride before hell MLMN_What at malco theatres'],SearchScreeningEvent
38,what will the weather be in dane on sep  the fifth  2030,GetWeather
39,['see what will all the weather be saying in dane on sep the hot fifth 2030'],GetWeather
40,play a fifties album from dj yoda on last fm,PlayMusic
41,['play this a fifties album from big dj yoda now on last day fm'],PlayMusic
42,show 50 words for snow creative picture,SearchCreativeWork
43,['show secret 50 secret words for emily snow creative picture'],SearchCreativeWork
44,can you add a track to my spain top 50 playlist,AddToPlaylist
45,['Can you add a song to my Spanish Top 50 Playlist?'],AddToPlaylist
46,add toyan to my epic gaming playlist,AddToPlaylist
47,['add toyan tales to my line epic online gaming playlist'],AddToPlaylist
48,show me the tv show my only wish,SearchCreativeWork
