,text,intent
0,rate this series 2 out of 6,RateBook
1,['rate this web series in 2 out of a 6'],RateBook
2,i want to put this song in my new boots playlist,AddToPlaylist
3,['single want to put this song in my new charge playlist'],AddToPlaylist
4,i want to see shattered image,SearchScreeningEvent
5,['i will want me to see shattered image'],SearchScreeningEvent
6,find the show the demi-gods and semi-devils,SearchCreativeWork
7,['find the show the demi - immortal and semi - the tempter'],SearchCreativeWork
8,can you find me the work  the curse of oak island,SearchCreativeWork
9,['can yours find you the delegating_responsibilities the curse of wrought_iron island'],SearchCreativeWork
10,i give the previous album a zero,RateBook
11,['wut offered the pervious album a zero'],RateBook
12,play a twenties soundtrack on youtube,PlayMusic
13,['act a xx soundtrack on youtube'],PlayMusic
14,tell me whether bahrain will be humid in one hour and 2 minutes,GetWeather
15,['tell them me about whether bahrain will be humid in one an hour 1 and 2 minutes'],GetWeather
16,i d like to eat at the best restaurant,BookRestaurant
17,['i d actually like to some eat at the best seafood restaurant'],BookRestaurant
18,find me a table for 8 people at a nearby al restaurant one minute from now,BookRestaurant
19,['find by me a table available for 8 people at a hotel nearby al restaurant only one extra minute from now'],BookRestaurant
20,play turbulence wild streetdanz from jeff buckley,PlayMusic
21,['play turbulence elephants_leopards streetdanz Within jeffrey buckley'],PlayMusic
22,need the creative work called the logic of scientific discovery,SearchCreativeWork
23,['need the creative work called the logic of scientific discoveries'],SearchCreativeWork
24,show the forecast nearby in twenty two minutes in french polynesia,GetWeather
25,['display the forecast in twenty-two minutes in French Polynesia'],GetWeather
26,please book me a table for three at an american gastropub,BookRestaurant
27,['also please book with me a kitchen table for three at an exclusive american legion gastropub'],BookRestaurant
28,what s the weather forecast for arizona city,GetWeather
29,['what s with the weather daily forecast for arizona capital city'],GetWeather
30,is it going to be foggy in box elder  rhode island,GetWeather
31,['is all it actually going to rather be foggy in box at elder rhode island'],GetWeather
32,let me hear the good songs from james iha,PlayMusic
33,['let me hear Rink_Rap good song prior james iha'],PlayMusic
34,what is the forecast for hot at ten o clock in idaho,GetWeather
35,['what is the forecast for daily hot showers at nearly ten o clock midnight in idaho'],GetWeather
36,please put this tune into the all a cappella playlist,AddToPlaylist
37,['please put this tune into the all a cappella play list'],AddToPlaylist
38,what s the weather like when you re distant from greenport,GetWeather
39,"[""what Sheâ_€_™ the weather just when Didn'tI re loom_ominously from greenport""]",GetWeather
40,give zero out of 6 to the current album,RateBook
41,['gives the current album zero out of 6'],RateBook
42,add this artist to my post-grunge playlist,AddToPlaylist
43,['add off this artist to become my favourite post - teen grunge playlist'],AddToPlaylist
44,give the american scene 2 of 6 stars,RateBook
45,['seek itself american scene 7and of 6 stars'],RateBook
46,put some frank ferrer into my edna st vincent millay playlist,AddToPlaylist
47,['i put some frank ferrer into my edna st by vincent graham millay library playlist'],AddToPlaylist
48,give this textbook a rating of 3,RateBook
49,['they give this mathematics textbook a rating of a 3'],RateBook
50,she me the forecast for clayton lake state park on oct  17th,GetWeather
51,['she maine the forecast for clayton lake state parking lot on oct 17th'],GetWeather
52,please add some pete townshend to my playlist fiesta hits con lali,AddToPlaylist
53,['please insert some ryan townshend to suppose playlist fiesta hits crim lali'],AddToPlaylist
54,find the creative work deadly weapons,SearchCreativeWork
55,['find tothe creative work deadly artillery_rockets'],SearchCreativeWork
56,the current textbook gets a 2 rating,RateBook
57,['the current textbook receives a rating of 2'],RateBook
58,add to my playlist lazy chill afternoon nothing can stop us,AddToPlaylist
59,['Add lazy afternoon to my playlist Nothing can stop us'],AddToPlaylist
60,play a 1964 symphony on netflix,PlayMusic
61,['play a symphony from 1964 on netflix'],PlayMusic
62,book spot for my nieces and i at a tea house,BookRestaurant
63,['book slur for my niece and i at a afternoon tea house'],BookRestaurant
64,i need a time of 21 minutes from now for here,GetWeather
65,['i need a prison term of 21 minutes from instantly for here'],GetWeather
66,please start playing some thirties theme music,PlayMusic
67,['please start toy some thirties theme euphony'],PlayMusic
68,i give cross country four out of 6,RateBook
69,['i give cross country nine back of Vero_Beach_##:##-##:##'],RateBook
70,can i know what animated movies are scheduled in the neighbourhood,SearchScreeningEvent
