,news,label
0,"In a move that has been dubbed as  #39;disastrous #39; by the Royal Society of Chemistry, Exeter University is to drop the teaching of chemistry as a subject.",4
1,"[""In a move described as' catastrophic 'by the Royal Society of Chemistry, the University of Exeter will stop teaching chemistry as a subject.""]",4
2," NORTON, Massachusetts (Reuters) - Fiji's Vijay Singh  fashioned an eight-under par 63 Saturday to take a two-shot  second-round lead on 131 in the Deutsche Bank Championship.",2
3,"[""geese norton, massachusetts ( reuters ) - 2014 fiji'll s vijay vijay singh fashioned an eight - hole under par 63 saturday to easily take away a two - shot second - round lead on day 131 in entering the deutsche bank open championship.""]",2
4,One day after National Hockey League executive vice president and chief legal officer Bill Daly accused the NHL Players Association of engaging  quot;in a charade quot; with regards to negotiating a collective bargaining agreement -- and believes the start of the 2004-05 season is in jeopardy because the union wants to keep status quo -- Bruins owner Jeremy Jacobs said there's ...,2
5,"[""A day after Bill Daly, executive vice president and chief legal officer of the National Hockey League, accused the NHL Players Association of engaging in a farce over the negotiation of a collective bargaining agreement - and believes the start of the 2004-05 season is in jeopardy because the union wants to maintain the status quo - Bruins owner Jeremy Jacobs said that it's time for the league to...""]",2
6,"the iPod -s a nifty little device, primarily allowing you to listen to downloaded music, but also giving you the opportunity ",4
7,"['the iPod - southward a nifty little device, primarily allowing you to listen to downloaded medicine, simply also give you the chance']",4
8,"Reuters - The Russian government expects\parliament to ratify the Kyoto Protocol this month in a move\allowing the long-delayed climate change treaty to come into\force worldwide, a senior minister said Monday.",4
9,"['Reuters - The Russian government analyst_Loren_Loverde \\ parliament to vote full Kyoto Protocol MCCONNELL_Well month including a move \\ allowing last KEITH_RIVERS_LB - delayed_Ginn_sur climate change treaty to come into \\ Lt._Brad_Weidel worldwide, a senior Prime_Minsiter said Monday.']",4
10,"PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ",3
11,"['PENNY - PINCHING American Airlines is to remove the hypoallergenic_pillows from singlehandedly_outscoring Her Aircrafts to save \\ $ 300, 000 (163, 000) a year. While the defray savings аrе sizable beer compared when the \\ $ 4bn a Andrew_Lipsman_analyst American has shaved']",3
12,The High Court in London has struck out the bulk of a record 240m libel damages claim brought against the Financial Times by investment bank Collins Stewart Tullet.,3
13,['The High Court in London has struck out the bulk of a track record 240m libel damage claim brought against the Financial Times by investiture coin bank Collins Stewart Tullet.'],3
14,"MANCHESTER, Dec 15 (SW) - Manchester City chairman John Wardle has not ruled out a winter break move of French in-form striker Nicolas Anelka.",2
15,"['MANCHESTER, Dec 15 (Reuters) - Manchester City chairman John Wardle has not ruled out a move for French striker Nicolas Anelka during the winter break.']",2
16,What's New With Google News\\Google News has added a whole bunch of features while we weren't lookin'. First off there's a new pull-down menu at the top of the page which easily allows you access to the top stories across all the Google News properties. If you look at that ...,4
17,"[""what's new with google news \\ \\ google news campaign has added a full whole bunch of features while we weren't lookin '.... first off there there's a new pull - down menu displayed at the top of the page which easily allows you access to the top stories scattered across all the google search news local properties. if ever you look directly at that...""]",4
18,"Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...",4
19,"[""Microsoft leave delay the release of it SP2 update for another week to fix computer software glitches. Only not everyone equal quite so eager to install the SP2 update for Windows XP. In fact, many ship's company have demanded the power to forbid their. ..""]",4
20,AP - Milan Hejduk scored two goals as the Czech Republic routed Sweden 6-1 Tuesday night in the quarterfinals of the World Cup of Hockey.,2
21,['ap - 2 milan peter hejduk scored additional two goals as the winner czech democratic republic routed sweden 6 - 1 tuesday night in to the quarterfinals stage of the world indoor cup of pond hockey.'],2
22,Canadian Press - EDMONTON (CP) - Alberta Premier Ralph Klein acknowledged Tuesday that he personally doesn't have a problem with private delivery of health-care services.,1
23,['Canadian Press - EDMONTON (CP) - Alberta Premier Ralph Klein acknowledged Tuesday that he personally has no problem with the private provision of health services.'],1
24,"AP - One day on the job, and Columbia University athletic director M. Dianne Murphy wasted little time saying what she thought of the school's sports performance.",2
25,"[""AP - Matchless day on the job, and Columbia university University gymnastic director Meter. Dianne Murphy wasted little clip state what she thought of the school ' s sport carrying out.""]",2
26,"In a move that targets the increased threats of worms and viruses to networked businesses, Cisco Systems Thursday said it will acquire privately owned endpoint compliance vendor Perfigo in a deal worth approximately \$74 million.",4
27,"['in a move that targets the far increased threats of worms and viruses common to networked businesses, cisco healthcare systems executive thursday said it will ultimately acquire its privately privately owned endpoint technology compliance vendor perfigo technologies in a merger deal worth approximately \\ $ 74 million.']",4
28,TORONTO (CP) - The Ontario Securities Commission is warning four Canadian mutual fund managers of  quot;potential enforcement proceedings quot; for improper trading.,3
29,['WATERLOO_ON (CP) - Fortunately Ontario Securities Commission `_sa warning outdid_Eli_Manning Sorel_Tracy_Que mutual fund managers of quot; potential enforcement unadjudicated â_€_itâ_€; for proper KCBT_wheat.'],3
30,"ATHENS -- He was behind at the start. He was behind at the turn. He was behind for 99.99 of the 100 meters. His head was behind Ian Crocker's head at the finish. And yet somehow last night, Michael Phelps won again -- for the fourth and final time in an individual race at these Olympics.",2
31,"[""ATHENS - - He stood down Runs_Thurs_Sat the begins. He was behind at the yank. He was behind giving 99. 99 of the 100 meters. His head was behind Ian Crocker ' s head at rest qualifyings. And yet somehow last night, Michael Phelps won again - - for the fourth and final JELENA_JANKOVIC_Yeah in an individual race at these Games.""]",2
32,"BELIEVE it or not, I still have personal friends who are ardent Zanu PF supporters with whom I socialize now and then. With one of them however, our political differences were beginning to affect our personal relationship.",1
33,"['and believe believe it or not, i certainly still have personal friends throughout who are ardent zanu pf supporters with them whom i socialize now and then. with only one of them however, our political perspective differences themselves were beginning to to affect our present personal relationship.']",1
34,WASHINGTON - The president of Major League Baseball called Washington DC #39;s legislation for a new stadium  quot;wholly unacceptable quot; on Wednesday night and halted all business and promotional activities for the Washington Nationals until further notice.,2
35,['capital of the united states - The president of Major Conference Baseball called Booker t. washington DC # 39; s legislation for a new stadium quot; completely unacceptable quot; on Wednesday night and halted all business and promotional activeness for the Washington Nationals until further notice.'],2
36,"Americans will go gadget shopping this holiday season even if oil prices go up, Sony execs say.",4
37,"['Swedes will go gadget shopping kind romp_Four_Christmases season alas Iif oil prices go up, Sony CIOs say.']",4
38,"Google Toolbar Using Keywords Function\\Looks like Google is trying to assure placement within the browser one step at a time. The latest update of the Google toolbar includes ""browse by keyword,"" meaing if I type in ""how do I kill this hangover"" into my IE URL field, I will get ...",4
39,"['Google Toolbar Using Keywords Function\\\\ Looks like Google is trying to ensure placement in the browser step by step. The latest update of the Google Toolbar includes ""Browse by keyword,"" meaing, when I type ""how do I kill this catgover"" in my IE URL field, I get...']",4
40,"WASHINGTON, Aug. 19 (Xinhuanet) -- Andre Agassi cruised into quarter-finals in Washington Open tennis with a 6-4, 6-2 victory over Kristian Pless of Denmark here on Thursday night. ",2
41,"['WASHINGTON, Aug. 19 (Xinhuanet) - - Andre Agassi cruised into quarter - finals in Washington Open lawn tennis with a 6 - four, sise - deuce triumph over Kristian Pless of Denmark here on Th nighttime.']",2
42,"Gunmen ambushed a bus carrying unarmed Iraqis to work at a US ammunition dump near Tikrit yesterday, killing 17 and raising the toll from three days of intensified and bloody terrorist ",1
43,"['BAGHDAD_Gunmen_killed ambushed a Yolobus carrying unarmed Iraqis to work Friday a US AK_##s stinking_rotting Sinkhole_swallows Karbala yesterdat, killings 17 and raising the toll from three days of manifested_itself and bloody terrorist']",1
44,Police in tsunami-hit Thailand search for a Swedish boy feared kidnapped by child sex traffickers.,1
45,['national police arrived in tsunami - hit thailand search for a lost swedish muslim boy as feared kidnapped by child sex offender traffickers.'],1
