,news,label
0,Hordes of video game fans queued outside more than 6500 stores across the United States overnight on Tuesday to get a copy of the new Halo 2 game whose first day takings are expected to rival a Hollywood blockbuster.,4
1,['hordes of hardcore video board game fans queued out outside the more than 6500 retail stores across western the united states overnight on christmas tuesday to personally get ready a digital copy of the new halo 2 game whose first day takings are expected to rival a hollywood blockbuster.'],4
2,THE future of horseracing in Britain was thrown into confusion this week as a result of a judgment by the European Court of Justice.,4
3,['The future of horse racing in Britain was thrown into disarray this week by a ruling from the European Court of Justice.'],4
4,"IBM this week announced the formation of Power.org, a collaborative community of itself and 14 partner companies with the goal of promoting hardware and software development centered ",4
5,"['2017 ibm office this week announced about the formation of power. this org, a collaborative community of itself and over 14 partner companies with for the goal of promoting microsoft hardware research and software products development centered']",4
6,The head of the UN #39;s nuclear watchdog says he has seen no firm evidence Iran is secretly developing nuclear weapons. But International Atomic Energy Agency chief Mohamed El-Baradei said he could not yet give ,1
7,['however the head of the third un # 39 ; s nuclear energy watchdog says he has seen no firm any evidence iran yet is secretly developing all nuclear weapons. but international atomic energy control agency chief physicist mohamed el - baradei later said he could not quite yet give'],1
8,The August start of the back-to-school shopping season was a disappointment for major retailers.,3
9,['Yet August finish of By_Cody_Kraatz back - to - school shopping season was a disatisfaction weekends_www.ppfive.com biggest retailers.'],3
10,"p2pnet.net News- James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ",4
11,"['p2pnet. net News - Joe Jackson, vp of legal Tian_Baozhong for Sony Pictures Entertainment, filed for bankruptcy protec just Please_note_FinanceAsia.com twice a lawsuit falsely_accuse whomever and his sister_inlaw of involuntary servitude, false Sentences_ranged, invasion of privacy, alleging_negligence and']",4
12,"DUBAI - A steel mesh wall collapsed on workers building a multi-billion-dollar extension to Dubai #39;s international airport yesterday, leaving five dead and 12 injured, authorities said.",1
13,"[""DUBAI - A steel lattice wall collapsed on workers building a multibillion-dollar expansion of Dubai's international airport yesterday, killing five and injuring 12, authorities said.""]",1
14,"The Motion Picture Association of America slaps an undisclosed number of individuals with lawsuits, accusing them of sharing copyright flicks on the internet. By Katie Dean.",4
