,news,label
0,"Accepting mediocrity has been part and parcel of following Middlesbrough over the years, yet this campaign was supposed to bring something new.",2
1,"['Accepting averageness has personify part and parcel of following Middlesbrough over the eld, yet this campaign live supposed to bring something new.']",2
2,"AP - Calling UNLV ""a gold mine,"" Mike Sanford took over as coach of the Runnin' Rebels on Monday after two years as offensive coordinator at high-scoring Utah.",2
3,"['ap - calling fc unlv "" such a gold mine, "" mike sanford suddenly took over as coach of the runnin\'rice rebels on following monday after almost two years as an offensive field coordinator working at high - scoring rivals utah.']",2
4,"Bankrupt US Airways is giving flight attendants, machinists and passenger service workers three weeks to reach consensual cost-cutting pacts before the airline asks ",3
5,"['Scuttled US AirTran_Airways is giving haul_flights attendants, machinists and seat_mile_PRASM SupportSoft_SmartAccess workers three weeks to reach consensual _Pay - cutting pacts before one ČSA asks']",3
6,David Beckham trained with Real Madrid on Monday for the first time since breaking two ribs last month during a World Cup qualifier.,2
7,['Derek Gazidis Jenine_Sahadi two Real Madrid on Monday for the midway_through time since breaking two tenderloins last month faded_magnificence_buckling a STEPHEN_PINGRY_Tulsa Cup qualifier.'],2
8, NEW YORK (Reuters) - Oil prices retreated sharply after  setting record highs above \$55 a barrel on Monday as dealers  took profits on signs that energy costs are hurting economic  growth.,3
9,['in new york ( reuters ) - oil prices retreated sharply after setting record financial highs for above \\ $ 55 a share barrel inflation on that monday as american dealers steadily took profits on several signs that energy production costs are hurting economic growth.'],3
10,"CURFEWS and alcohol bans may be necessary in Aboriginal communities, Prime Minister John Howard said today, adding that civil liberties were less important than staying alive.",1
11,"['CURFEWS and alcohol bans may be necessary in Aboriginal communities, Prime Minister John Howard said today, adding that civil liberties are less important than survival.']",1
12," Cricket-ICC clears Zimbabwe Cricket Union of racism October 17, 2004 14:05:37 LAHORE, Pakistan, Oct 17 (Reuters) - A special report by an International Cricket Council (ICC) inquiry commission has ruled there is no evidence of racism within the ",2
13,"['Cricket - ICC clears Southern rhodesia Cricket Jointure of racism October 17, 2004 14: 05: xxxvii LAHORE, Pakistan, Oct 17 (Reuters) - A special report by an International Cricket Council (interstate commerce commission) inquiry commission has rule there is no evidence of racial discrimination within the']",2
14,"If the Cleveland Browns knew what plays the Washington Redskins were going to run before the ball was snapped Sunday, a review of the game tape 24 hours later revealed scant evidence of it.",2
15,"['If the Cleveland Browns knew which games the Washington Redskins would play before the ball was snapped Sunday, a review of the tape 24 hours later would have yielded scant evidence.']",2
16,"A molecular switch known to regulate fat metabolism appears to prevent obesity and turns laboratory mice into marathon runners, a Salk Institute study has found.",4
17,"['A molecular switch that regulates fat metabolism appears to prevent obesity and turns laboratory mice into marathon runners, a study by the Salk Institute has found.']",4
18,"Vodafone said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.",3
19,"['vodafone also said today... it remained keen on purchases overseas in spain france, eastern and europe and asia italy and north africa as per it detailed annual consumer cost cuts expected to eventually reach 2.']",3
20,"DUBAI - A steel mesh wall collapsed on workers building a multi-billion-dollar extension to Dubai #39;s international airport yesterday, leaving five dead and 12 injured, authorities said.",1
21,"[""DUBAI - A steel lattice wall collapsed on workers building a multibillion-dollar expansion of Dubai's international airport yesterday, killing five and injuring 12, authorities said.""]",1
22,&lt;strong&gt;Analysis&lt;/strong&gt; Horizontal drinkers rejoice,4
23,['& weak lt ; with strong & light gt ; image analysis & contrast lt ; / strong & strong gt ; horizontal drinkers may rejoice'],4
24,"Gunmen ambushed a bus carrying unarmed Iraqis to work at a US ammunition dump near Tikrit yesterday, killing 17 and raising the toll from three days of intensified and bloody terrorist ",1
25,"['BAGHDAD_Gunmen_killed ambushed a Yolobus carrying unarmed Iraqis to work Friday a US AK_##s stinking_rotting Sinkhole_swallows Karbala yesterdat, killings 17 and raising the toll from three days of manifested_itself and bloody terrorist']",1
26,"Reuters - Take 15 million armchair athletes,\add a steady stream of statistics and mix in a healthy dollop\of trash talk. Post it all on the Internet and you've got a  #36;3\billion industry built around imaginary sports teams.",4
27,"[""Reuters - Lead 15 1000000 armchair athletes, \\ add a steady stream of statistic and mix in a healthy dollop \\ of trash talking. Post information technology all on the Internet and you ' ve catch a # 36; 3 \\ zillion industry ramp up around imaginary sports teams.""]",4
28,"Reuters - The bonanza many believe President\Bush has handed the mutual fund industry with his plans to\reform Social Security may be a mirage, industry leaders said\on Friday.",3
29,"['Reuters - The superprofits many speculated President \\ Bush has handed the mutual Nils_Taube industry with her decides to \\ fundamental_reordering Social Dealers_NASD may Aliann_Tabitha_Pompey a mirage, industry legislators saids \\ on Friday.']",3
30,"Japan has confirmed that the headless body found in Baghdad on Saturday is of the Japanese being held captive in Iraq. An armed group in Iraq had on Tuesday threatened to behead Shosei Koda, 24, within 48-hours unless Japan pulled its troops out of Iraq.",1
31,"['and japan has confirmed that the headless body found beheaded in baghdad iraq on saturday is of the 26 japanese being held temporarily captive in iraq. while an armed police group in iraq had on tuesday threatened to behead shosei koda, 24, 14 within 48 - hours unless japan officially pulled its troops out north of iraq.']",1
32,"EAST RUTHERFORD, NJ - The Philadelphia Eagles won a fourth consecutive NFC East title by making Eli Manning look very much like a rookie.",2
33,"['EAST RUTHERFORD, N.J. - The Philadelphia Eagles won their fourth straight NFC East title by making Eli Manning look like a rookie.']",2
34,"At the end of a long season and grueling playoff series, managers often point some weary optimist toward the hill and place the bullpen on high alert.",2
35,"['at perhaps the end of a particularly long season and increasingly grueling playoff division series, managers might often reportedly point some obviously weary optimist toward descending the hill and place both the bullpen on high red alert.']",2
36,"SAN FRANCISCO -- Intel Corp. on Tuesday provided a few more details about future plans for its enterprise server processors, but the company maintained its silence on its plans for an upcoming dual-core Xeon processor, which it has promised as the next major follow-up to the Nocona chip it launched in August.",4
37,"['SAN FRANCISCO - - Intel Corp. on Tuesday provided a few more details about future plan for its enterprisingness server processors, but the company maintained its secretiveness on its plans for an upcoming dual - congress of racial equality Xeon processor, which it have promised as the next major follow - up to the Nocona chip information technology launched in August.']",4
38,"Iran has agreed to suspend its uranium enrichment programme in an attempt to ease concerns that its nuclear programme is aimed at developing weapons, a Western diplomat close to the United Nations said today.",1
