,news,label
0,Halo 2 broke entertainment retail records in its first 24 hours. Microsoft Game Studios said that the video game sold through 2.4 million stores in the US and Canada raking in \$125 million in sales.,3
1,['halo war 2 broke entertainment retail industry records in its first 24 paid hours. microsoft game studios later said that the entire video game sold through 2. 2 4 million app stores in outside the us digitally and in canada raking in \\ $ 125 million in sales.'],3
2,"The head of NATO said there was a critical ""perception gap"" between Europe and the U.S. on the subject of global terror.",1
3,"['And directorof of NATO said civilian_causalities_Wali_Karzai was a Go_Fanboy_welcomes "" perception difference "" unbridgeable Germany and the U. S. on onthe subject of global terror_plots.']",1
4,"Florida State #39;s Chauncey Stovall, left, comes down with a fourth-quarter-touchdown catch as Florida defender Vernell Brown, right, falls down, Saturday, Nov. 20, 2004, in Tallahassee, Fla.",2
5,"['florida state # 39 ; s chauncey stovall, left, and comes next down with a remarkable fourth - but quarter - touchdown pass catch as florida defender vernell brown, right, then falls third down, right saturday, monday nov. 21st 20, 2004, in tallahassee, fla.']",2
6,"CBC SPORTS ONLINE - The situation is simple: Win and move on; lose and go home. Tied at two games apiece, the Atlanta Braves and Houston Astros square off in a do-or-die, winner-take-all contest on Monday.",2
7,"['CBC SPORTS ONLINE - The situation is simple: Profits and move on; misplace and go home. Tied at two game apiece, the Atlanta Brave and Sam houston Astros square off in a do - or - dice, winner - pick out - all competition on Monday.']",2
8,"LOS ANGELES NASA will try again today to fly an unmanned hypersonic jet designed to reach a record speed of Mach Ten, or seven-thousand-miles-per-hour.",4
9,"['LOS ANGELES NASA will try again Friday to fly withan UAV unmanned_airborne jet designed to reach a record ###.#MB/sec of Glasair Ten, www.youranswerplace.org Wilkes_Barre_falloff - thousand - kilometers_northeast - per - #.###_microsievert.']",4
10,A new home heating system from Panasonic is based on a hydrogen fuel cell; it both heats the house and produces hot water.,4
11,['A new habitation heating system of rules from Panasonic represent based on a hydrogen fuel cell; information technology both heats the house and produces live water.'],4
12,"AP - It was a pinch-me morning. Did the Boston Red Sox really win the World Series or was it all a sweet dream? Opened the shades, let in the sunlight, blinked at red, gold and orange leaves shimmering against a clear blue sky. It seemed too perfect, too real.",2
