,news,label
0,China's media responds cautiously to the election setback suffered by Taiwan's pro-independence DPP.,1
1,"[""China's media have reacted cautiously to the electoral setback suffered by Taiwan's pro-independence DPP.""]",1
2,NEW DELHI : Indian Prime Minister Manmohan Singh pledged to try to shield the poor by keeping down prices of essential goods amid rising inflation.,3
3,['NEW MUMBAI: ndian Prime Deputy_Prime_Minister Lalu_Mulayam Singh pledged to try to shield the poor being keeping Shakhtar_Donesk_v prices of essential materiel amid rising disinflationary_pressures.'],3
4,"WASHINGTON - Gay marriage is emerging as a big enough issue in several states to influence races both for Congress and the presidency.    Ballot initiatives on banning same-sex marriages are expected to propel social conservatives to the polls in 11 states, including four presidential battlegrounds: Arkansas, Ohio, Michigan and Oregon...",1
5,"['washington - gay marriage is emerging as a third big enough issue today in several developed states to partially influence races towards both running for congress and the presidency. ballot initiatives focused on banning same - sex marriages are expected to ultimately propel social media conservatives to the polls in 11 populous states, including four presidential battlegrounds : arkansas, ohio, michigan and oregon...']",1
6,A  quot;landmark agreement quot; between Microsoft and England #39;s Department of Health to renew the agency #39;s license for desktop products could save it an estimated \$608 million.,4
7,['a quot ; landmark agreement c quot ; between microsoft and england # 39 ; s labor department million of behavioral health to mutually renew the agency # 39 ; s s consumer license for desktop products thus could save it an estimated \\ $ ft 608 million million.'],4
8,"While its always interesting to watch two equally opinionated groups go at it, particularly over something as fundamental as whether Linux is worth it; the current fight is comical at best.",4
9,"['While its perpetually interesting to watch two evenly opinionated group go at it, particularly all over something as fundamental as whether Linux be deserving it; the current fight is comical at best.']",4
10,BOSTON -- Exuberant Red Sox fans spilled out of Fenway Park on Friday in a raucous celebration of Friday #39;s dramatic 8-6 10th inning victory over the Anaheim Angels that propelled Boston into the American League Championship series.,2
11,['bean town - - Exuberant Red ink Sox fans spilled out of Fenway Park on Friday in a raucous celebration of Friday # 39; s dramatic 8 - 6 tenth inning victory over the Anaheim Angels that propelled Boston into the American language Conference Championship serial.'],2
12,"AP - Ohio authorities sued Best Buy Co. Inc. on Thursday, alleging the electronics retailer engaged in unfair and deceptive business practices.",3
13,"['ap - ohio corporation authorities sued competitor best buy holdings co. inc. again on thursday, 2015 alleging both the consumer electronics retailer engaged in unfair bidding and deceptive business partnership practices.']",3
14,Yesterday we covered the news that Google is expanding their search to the mobile arena with their new Google SMS service which lets you search by sending text messages from your cellphone.,4
