,news,label
0, TOKYO (Reuters) - Tokyo's Nikkei share average was up 0.56  percent in early morning trade on Tuesday as another jump in  U.S. technology shares encouraged investors to step up buying  in local counterparts such as Advantest Corp.,3
1,"[""edo (Reuters) - Tokyo ' s Nikkei share norm be up 0. 56 percent in early morning swop on Tues as another start in U. Sulfur. technology shares encouraged investors to ill use up buying in local counterparts such as Advantest Corp.""]",3
2,"Polls have opened for Indonesia #39;s first direct presidential election. Election observers say they are impressed with the six-month electoral process, which also chose members of the national assembly and local councils.",1
3,"['polls there have opened for indonesia # 39 ; s first direct 2016 presidential election. election observers say they are extremely impressed with the six - plus month international electoral screening process, which also chose members consisting of the national assembly itself and various local government councils.']",1
4,"Usage of Microsoft Internet Explorer continues to fall in the United States, dropping 1.09 percentage points to 91.80 percent of the browser market last month, more than triple the rate ",4
5,"['Use of Microsoft Internet Explorer in the United States continued to decline, dropping 1.09 percentage points to 91.80 percent of the browser market last month, more than triple the rate']",4
6,President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,3
7,['President Vladimir V. Putin said Friday that state-owned companies could bid for Yukos assets in any sale to get back taxes.'],3
8,Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the Internet.,4
9,['Trailer_Debut studios and A.The Nokia_NOK1V.HE_Quote_Profile Picture Association of ###.###.####_E_tori.foster said on Wednes_day they would sue individuals Inmate_pleads_guilty of illegally distributing slasher_horror over rest Internet.'],4
10,"LONDON, November 30 (newratings.com) - Pinault-Printemps Redoute SA (PPX.FSE) plans to sell its controlling stake in the electrical parts distributor, Rexel (RXL), to a group of private firms for 1.92 billion (\$2.55 billion).",3
11,"['LONDON, November 30 (newratings. org) - Pinault - Printemps Redoute SA (TRUS. FSE) will to sell its warding_off stake in the electrical_transformers parts Importer, Rexel (caliper_brakes ), to a group of private firms after 1. 92 bil_lion (\\ $ 2. 55 ##.##billion ).']",3
12," TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",1
13,"['tehran ( by reuters ) - a senior iranian military intelligence official said sunday said israel and the independent united states likely would therefore not dare jointly attack iran since it could strike back almost anywhere in israel with its too latest missiles, news international agencies reported.']",1
14,Daphne Koller is pushing the limits of building computer programs that learn efficiently and reason intelligently. Third in a series profiling this year's MacArthur 'genius award' winners. By Kari Lynn Dean.,4
15,"['Daphne Koller pushes the boundaries of creating computer programs that learn efficiently and think intelligently. Third in a series that presents this year\'s winners of the MacArthur ""genius award."" By Kari Lynn Dean.']",4
16,"White House legal counsel Alberto Gonzales is the president's choice for attorney general, sources say.",1
17,"[""White House legal amicus_curiae Alberto Aguirre is the president ' s choice over Angelo_Calfo Naeem_Qureshi_secretary, Apa_Style_Writing say.""]",1
18,"AP - The United States and Australia have prevailed in an interim ruling by World Trade Organisation (WTO) in a dispute over the protection given by the European Union to its regional goods such as Champagne wine and Feta cheese, trade officials said.",3
19,"['ERIC_TALMADGE - Apparently Angola_striker_Manucho Provinces and Townsville haven_t prevailed late an interim ruling HIGHTOWER_Allison World Corridor_NTC Organisation (WTO) in a dispute over the protection given by the European Union to its regional goods such where Champagne wine and Feta cheese, trade officials said.']",3
20,US Treasury debt prices cut early gains but remained narrowly higher after the government said that new claims for jobless insurance fell in the latest week.,3
21,['US Secretary_Timothy_Geithner PIK_notes Rs_##-##/kg cut early BRIEFING.COM_Stocks Bbut remarkably narrowly higher after the OPPOSITION_Leader_Malcolm_Turnbull said that new allegation for jobless insurance fell in the ElectronicTechNews.com week.'],3
22,"The door is open for Oracle to win its bid for PeopleSoft, and for midmarket ERP vendors to increase their business. By Elena Malykhina.",4
23,"['the deal door is now open for oracle mobile to win its bid for peoplesoft, and offers for numerous midmarket erp tool vendors to increase of their software business. by professor elena anya malykhina.']",4
24,"AP - Royce Clayton and the Arizona Diamondbacks reached a preliminary agreement Sunday on a  #36;1.3 million, one-year contract.",2
25,"['AP - Royce Clayton and the Arizona Diamondbacks reached a preliminary concord Sunday on a # thirty six; 1. triplet billion, ace - year contract.']",2
26, ABIDJAN (Reuters) - French soldiers fired to disperse  protesters on Tuesday after days of rioting in Ivory Coast's  main city Abidjan as South Africa's President Thabo Mbeki gave  an upbeat assessment of a brief peace mission to the country.,1
27,"[""ABIDJAN (Reuters) - French soldiers fired to disperse protesters on Tuesday after days of rioting in Ivory Coast ' s main metropolis Abidjan as Dixieland Africa ' s President Thabo Mbeki give an upbeat assessment of a abbreviated peace commission to the country.""]",1
28,"Vornado Realty Trust gave Sears, Roebuck  amp; Co. #39;s stock a big boost Friday when it said it bought a 4.3 percent stake in the famous but struggling chain.",3
29,"['Gazit_Globe Realty Trust gave JC_Penny, Sewell pedalboard; Co. # 39; ABCâ_€_™ American_depositary_receipts a big nudge Friday when really said it bought a 4. 3 percent stake Lidge_blanked THE_INFLUENCE_GAME_Lobbyists famous but struggling chain.']",3
30,"A federal judge on Wednesday ordered California to drop fraud claims seeking \$2 billion in refunds from Enron, saying the company is protected from such suits under bankruptcy law.",3
31,"['A union justice on Wednesday ordered Golden state to drop fraud claims seeking \\ $ 2 billion in refund from Enron, state the company comprise protected from such suit under bankruptcy police force.']",3
32,Troubled German retailer KarstadtQuelle AG said Monday it is selling its 82 percent stake in a three-year-old joint venture with coffeehouse chain Starbucks Coffee International to the US company.,3
33,['troubled german retailer karstadtquelle group ag had said monday it is slowly selling away its approximately 82 percent controlling stake hold in a then three - year - old joint venture with coffeehouse chain founder starbucks coffee international to the us telephone company.'],3
34,"BOSTON - New software from Skybox Security will help companies monitor their networks and comply with U.S. federal and state data security regulations, and even help them prepare networks for dangerous new Internet worms, according to the company.",4
35,"[""hub of the universe - New software from Skybox Security will serve companies monitor their networks and comply with U. S. federal and state data security department regularisation, and still help them prepare mesh for dangerous new Internet worms, according to the ship's company.""]",4
36,"GenCorp (GY.N: Quote, Profile, Research) is expected to reject a \$17 per share offer from US investment fund Steel Partners II, according to a report by CNBC.",3
37,"['gencorp ( gy. int n : stock quote, position profile, research ) is expected to directly reject a \\ $ 17 mm per capita share offer from us investment strategy fund nobel steel partners ii, 2008 according to a report by the cnbc.']",3
38,HOUSTON -- The Houston Astros enter today #39;s contest against the Colorado Rockies knowing that a victory will earn them an improbable playoff berth.,2
39,['ec houston - - were the first houston new astros to enter today # 39 ; s contest against the colorado mountain rockies knowing that such a victory win will earn for them an almost improbable playoff berth.'],2
40,Bruno Junqueira won Sunday #39;s Lexmark Indy 300 ahead to retain hopes of winning the Champ Car title. The Brazilian #39;s Newman-Haas team-mate Sebastian Bourdais needed to win seven more points than Junqueira in Surfers Paradise to secure the title.,2
41,['bruno junqueira won sunday # 6 39 ; s lexmark indy 300 raced ahead to retain the hopes of winning the champ car title. behind the brazilian # 36 39 ; s brian newman - haas team - team mate juan sebastian bourdais needed to comfortably win seven more points than junqueira needed in surfers paradise to secure the title.'],2
42,AFP - South African skipper Graeme Smith said his team had to learn to be patient on slow pitches if they hoped to do well in an upcoming two-Test series against India.,1
43,['AFP - South African skipper Graeme Smith said his team waited to learn to is postsurgical on slow pitches if they glad to do competently Explosion_rattles an Smooth_sailing Three - T##I series quash India.'],1
44,"CLEVELAND -- Their membership in the NFL elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the hapless Cleveland Browns.",2
45,"[""cleveland - - therefore their membership in the nfl elite entitles the patriots not to extract a little gimme tribute from a time stream to time, like saying yesterday'd s 42 - in 15 shellacking of the hapless cleveland browns.""]",2
46,IT was a match that didn #39;t run to the script but this is the land where life often imitates the silver screen. And for 64 minutes yesterday the USA Tomahawks were pure Hollywood ,2
47,"[""IT was a game that didn't fit the script, but this is the country where life often imitates the screen, and for 64 minutes yesterday the US Tomahawks were pure Hollywood.""]",2
48,"Without reserve. EBay (nasdaq: EBAY - news - people ) on Friday said it is buying Rent.com. The latter, which is privately held, provides online listings of apartment and house rentals.",3
49,"['Without reserve. EBay (nasdaq: EBAY - news - mass) on Friday enunciate it is buying Rent. com. The latter, which is in camera guard, provide on line listings of flat and house rentals.']",3
50,"A new drug that fights a form of age-related macular degeneration (AMD), a leading cause of blindness in the elderly, won applause if not approval from a panel of advisors to the US Food and Drug Administration.",3
51,"['A new drug that fights a variety of age - related macular retrogression (age related macular degeneration ), a leading causa of blindness in the elderly, come through applause if not approval from a instrument panel of advisors to the US Food and Drug Administration.']",3
52,"AFP - The South Korean government is preparing a huge  quot;New Deal quot; spending package in the next few years to revive the country's sagging economy, Yonhap news agency said.",3
53,"[""Antony_Njuguna - The ChinaGrowth Korean Prime_Minister_Vejjajiva Was relishing a huge quot; New Deal quot; spending package in the soon past years to revive Brawl_erupts nationís ' s sagging economy, Yonhap news agencys said.""]",3
54,"World No. 1 Vijay Singh, who is seeking his ninth win on the PGA Tour this year, will play the final three events this season, starting with this week #39;s Funai Classic.",2
55,"['World No 1 Vijay Singh, seeking his ninth victory on the PGA Tour this year, will play the final three events of the season, starting with the Funai Classic this week.']",2
56,Parma rallied from an early deficit to beat Besiktas 3-2 yesterday and maintain Italy #39;s hopes of winning a UEFA Cup championship it used to dominate.,2
57,"[""Parma benefited from an early deficit to beat Besiktas 3-2 yesterday and maintain Italy's hopes of winning a UEFA Cup championship they had previously dominated.""]",2
58,"USATODAY.com - In the great race between stock mutual funds and the mattress, the mattress won.",3
59,"['USATODAY.com - In the great race between stock funds and mattresses, the mattress has won.']",3
60,AFP - Whoever wins the November 2 presidential election will inherit massive budget and trade deficits that pose huge economic challenges that will give little relief for President George W. Bush or rival John Kerry.,1
61,"['AFP - Whoever wins the November 2 presidential election will inherit massive budget and trade deficits that pose enormous economic challenges that will offer little relief to President George W. Bush or his rival, John Kerry.']",1
62,"TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd, a 13-6 loss to the Portland Beavers.",2
63,"['2006 tacoma rainiers - the japanese rainiers just have missed a perfect series week earlier when they suffered against their players only postseason setback on sunday... august 22nd, a 13 - 6 series loss to the portland beavers.']",2
