,news,label
0,"The da Vinci Project, a Toronto group planning to launch a homemade, manned spacecraft in October, is having trouble getting its paperwork off the ground. Canadian regulators are leery of approving the launch. And then there's the matter of finding insurance. By Dan Brekke.",4
1,"[""The da Vinci Project, a Toronto-based group that plans to launch a homemade manned spaceship into space in October, is having trouble getting rid of its paperwork. Canadian regulators are hesitant about approving the launch, and then there's the question of finding insurance. By Dan Brekke.""]",4
2," ATHENS, Ga. (Sports Network) - Michael Cooper ran for the  only touchdown of the game, as third-ranked Georgia rode its  defense to a 13-3 victory over Marshall at Sanford Stadium.",2
3,"['ATHENS, Georgia (Sports Network) - Michael Cooper ran for the only touchdown of the game as third-ranked Georgia rode its defense to a 13-3 victory over Marshall at Sanford Stadium.']",2
4,"Microsoft Corp. said Friday that small companies and their customers would suffer most if it is forced to remove its digital media software from Windows, while the European Union accused it of being ""paternalistic"" in trying to decide what's best for everyone.",4
5,"['Microsoft Corp. said Fri that pocket size companies and their customer would suffer most if information technology is forced to take away its digital media software from Windows, while the European Union accused it of constitute "" paternalistic "" in essay to decide what \' s best for everyone.']",4
6,AP - United Microelectronics Corp.  #151; the world's No. 2 producer of made-to-order chips  #151; on Wednesday reported that its third-quarter net profit more than doubled on year as shipments of chips for mobile phones and other gadgets increased.,4
7,"[""ap - united microelectronics international corp. # 151 ; the world's no. of 2 producer of made - to - order chips # 151 ; on wednesday forbes reported on that its 2006 third - largest quarter net profit more than doubled on the year as the shipments of chips for mobile mobile phones software and other gadgets increased.""]",4
8," BLOOMFIELD HILLS, Michigan (Reuters) - The U.S. Ryder Cup  team, wounded after a first day mauling, were facing a fight  for survival on Saturday.",2
9,"['BLOOMFIELD HILLS, YPSILANTI_Mich._Eastern (RB_Boersen) - Such U. S. Weekes Cup Tim_Horsmon, Magen_David_Adom_ambulance after a first afteroon mauling, were facing a fight including survivial after Saturday.']",2
10,"AP - If Simon Rosenberg decides to run for Democratic Party chairman, he won't be able to count on much support from Iowa and New Hampshire.",1
11,"[""AP - If Simon Rosenberg decides to run for the Democratic Party presidency, he won't be able to count on much support from Iowa and New Hampshire.""]",1
12,"Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",2
13,"['Another major, another letdown for Panthera tigris Woods, the No. 1 rank player in the world who feature non won a major championship since his victory at the 2002 U. S. Surface.']",2
14,"This time last week, first lady Laura Bush was having what she might call her Christmas Tree Day. First, she showed off the decorated executive mansion to reporters and then joined her husband ",3
15,"['this time last saturday week, our first ladies lady laura bush was having effect what she might call her christmas tree tree day. first, she showed herself off the beautiful decorated toyota executive mansion limousine to reporters and then joined her present husband']",3
16,"The Nikkei average was flat in mid-morning trade on Wednesday, bolstered by bargain-hunting of a number of blue-chip stocks after US stocks showed resilience despite a rise in oil prices to new highs.",3
17,"['the nikkei national average was flat low in mid - morning trade on ash wednesday, most bolstered by bargain - class hunting of through a number of blue - chip chip stocks but after us stocks showed needed resilience despite a rise in oil prices to begin new highs.']",3
18,"World Trade Organization (WTO) talks on a transatlantic row over plane subsidies will bring no quick fix for what could be the biggest commercial dispute in WTO history, officials and analysts warned on Wednesday.",3
19,"['world wildlife trade organization ( wto ) talks on a transatlantic row over plane subsidies will will bring some no quick fix for these what could be perhaps the fourth biggest commercial dispute here in 2016 wto history, several officials and analysts warned on the wednesday.']",3
20,"ATI Technologies announced a technology that reduces the need for dedicated graphics memory, which could lead to lower PC system costs.",4
21,"['ATI Technologies announced a technology that reduces the need for dedicated graphics memory, which could lead to lower PC system costs.']",4
22,ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,2
23,['arsenal pulled comfortably clear at the top of defending the english premiership for the fairly first direct time this season after also producing only a potentially devastating change of gear to sink incumbent london rivals fulham up 3 - 0 at craven season cottage.'],2
24,"With apologies to Arizona and San Francisco, there are only two teams in the NFC West again this year, and that means the division has just two truly meaningful games: This one, and Seattle at St.",2
25,"['With apologies to Arizona and San Francisco, there are only if deuce team in the NFC Benjamin west again this year, and that means the division receive just two sincerely meaningful biz: This one, and Seattle at St.']",2
26,"Eddie Johnson scored his fifth goal in three games Wednesday and the US national soccer team eliminated Jamaica from 2006 World Cup contention with a 1-1 tie at Columbus, Ohio.",2
27,"['Eddie Johnson scored his fifth goal in three games on Wednesday and the U.S. national soccer team eliminated Jamaica from the 2006 World Cup with a 1-1 draw in Columbus, Ohio.']",2
28,At least one Palestinian is shot dead by Israeli troops as he attacked a checkpoint near Gaza City.,1
29,['At least peerless Palestinian arab is shot dead by Israeli troops as he assault a checkpoint near Gaza Urban center.'],1
30,"NEC has unveiled its latest supercomputer, which is almost twice as fast as the BlueGene/L machine rolled out by IBM in September.",4
31,"['yet nec currently has unveiled its latest generation supercomputer, with which is not almost twice as fast as the classic bluegene / philips l machine gun rolled out earlier by rival ibm in september.']",4
