,news,label
0, #39;Project Avalon #39; becomes just plain Avalon; developer will show playable prototype of next-generation shooter to American execs.,4
1,['# 39; Project Avalon # 39; will just be Avalon; developers will show playable prototype next generation shooter for American executives.'],4
2,"IN A baffling interpretation of the word deliberate, the FA decided yesterday that there was insufficient evidence to charge David Beckham over his premeditated yellow card against Wales.",2
3,"['IN A baffling hermeneutical of within alliterative_phrase deliberate, the RFL decided ##pm_AEDT that there Is required evidence to charge David Beckham over his premeditated yellow accompanying_GOLD_proxy against Wrexham.']",2
4,TONY EASTLEY: For years Malaysian Prime Minister Dr Mahathir blocked Australia #39;s closer involvement with the ASEAN group of nations.,1
5,['tony eastley : stated for 5 years malaysian national prime information minister dr mahathir had blocked australia # bill 39 ; sought s closer involvement with joining the asean plus group of nations.'],1
6,"GEORGE TOWN, Cayman Islands - Hurricane Ivan battered the Cayman Islands with ferocious 150-mph winds Sunday, threatening a direct hit as it flooded homes and ripped up roofs and trees three stories high.    Ivan has killed at least 60 people as it has torn a path of destruction across the Caribbean and was headed next for western Cuba, where it was expected to hit Monday, and could brush the Florida Keys and parts of Florida's Gulf Coast...",1
7,"[""GEORGE RECYCLING, Cayman Islands - Hurricane Ivan weakened the Cayman Islands with ferocious 150 - mph winds September, threatening a direct walloped as because flooded homes and ripped up shingles and trees three stories high. Ivan has killed at least 60 people as it has torn a path of destruction across the Caribbean and was headed next for western Cuba, where VENUS_WILLIAMS_Yeah was expected to Jeff_Cirillo_singled Thrusday, and could brush the Florida Keys and locations of Florida ' s Gulf Coast. ..""]",1
8,"- The French parliament passed the law in March to ban  quot;conspicuous symbols quot; of faith from its state school system. Guidelines for applying the law identified Muslim headscarves, Jewish skullcaps and large ",1
9,"['- The French parliament passed a law in March banning quot; conspicuous symbols quot; of faith from its public school system. Guidelines for the application of the law identified Muslim headscarves, Jewish headgear and large']",1
10,"Padraig Harrington is tied for first at the Volvo Masters in Valderrama, at two under after 14 holes. Joining him at the top of the leaderbaod are Angel Cabrera, Brian Davis, and Alastair Forsyth.",2
11,"['padraig harrington is tied for very first at the volvo masters held in valderrama, at two under after 14 holes. others joining him also at the usual top ten of the playoff leaderbaod list are angel val cabrera, brian davis, fraser and alastair forsyth.']",2
12,German Chancellor Gerhard Schroeder was preparing Sunday to arrive in China for the start of a five day Asian tour Monday to discuss trade and bilateral ties.,1
