,news,label
0,Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,2
1,"[""Jay Haas joined Dugald stewart Cink as the two captain ' s picks for a U. Second. team that leave test to find the cup from Europe future calendar month.""]",2
2,AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread.,4
3,['AP - NEW APPROACH: A study says that removing simply unmatchable to three key lymph nodes can dispense with women lifelong limb trouble and dependably betoken whether breast cancer has spread.'],4
4,"Olympic swimming champion Michael Phelps may face a jail term after being arrested on drink-driving charges last week in Salisbury, Maryland.",2
5,"['Olympic swim champion Michael Phelps english hawthorn face a jail terminal figure after embody arrested on drink - drive charges concluding week in Salisbury, Maryland.']",2
6,"Aircraft refuellers at Heathrow Airport have vowed to push ahead with strike plans this weekend, potentially disrupting flights, after last-ditch pay talks collapsed, their union says.",3
7,"['Aircraft refuellers at Flybe International_Airport_IGIA have vowed to push ahead with striked preparations this Sunday, unnecessarily disrupting flights, after Earlier - ditch bumped_involuntarily renegotiations collapsed, their Robin_Schenault says.']",3
8,"Amazing what a change of scenery will do. After moving training camps from Houston to San Antonio after a couple of lackluster performances, featherweight contender Rocky ",2
9,"['but amazing what a little change of scenery will sure do. after the moving training camps from near houston to from san antonio after a recent couple of lackluster performances, first featherweight contender against rocky']",2
10,"In a Framingham coffee shop yesterday morning, an elderly man softly asked a customer if he could see her newspaper. When the woman held up the front page, emblazoned with news of the Red Sox victory, the man stared in silence, touched his eyes, and began to cry.",2
11,"['In a Framingham coffee Bibelot yesterday morning, an elderly man softly asked a customer only he could see Valerie_Glodowski newspaper. When Paul_Armorgie Yannick_Brea held up he front page, emblazoned with mayor_direst_prediction of the Red Goldeyes victory, AEGIS_LTD man stared in silence, touched his grins, and began to cry.']",2
12,"Xstrata yesterday took its \$5.8 billion (3.1 billion) cash bid for Australian miner WMC hostile, laying the ground for another major takeover clash between the old guard and the new of the mining world.",3
13,"['Xstrata yesterday rejected its $5.8 billion (3.1 billion euros) cash offer for Australian miner WMC, setting the stage for another big takeover battle between the old guard and the new of the mining world.']",3
14," NEW ORLEANS (Sports Network) - Eric Shelton rushed for two  touchdowns, Stefan LeFors passed for 247 yards with two  touchdowns and No. 7 Louisville completed a perfect Conference  USA campaign by routing Tulane, 55-7,",2
15,"['NEW ORLEANS (Sports Meshwork) - Eric Shelton rushed for two touchdown, Stefan LeFors passed for 247 yards with two touchdowns and Nobelium. 7 Louisville completed a perfect Group discussion u.s.a. political campaign by routing Tulane, 55 - 7,']",2
16,"Patriots fans had one of their own working Sunday's regular-season finale against the 49ers. Fox producer P.T. Navarro considers himself a New Englander, even though he moved around the country as the son of college football coach Frank Navarro (Columbia, Wabash, Princeton).",2
17,"[""coach_Bill_Belichick fans had one of totheir own working Sunday ' s regular - conseuctive finale against the 49ers. Fox Tisha_Fein P. T. Ordaz considers himself a New Englander, 'd though he moved around the country as in son of college football coaching Greg Navarro (Richland, Wabash, Princeton ).""]",2
18,"Growth in the US economy this year is likely to be 4.3, the OECD forecast today, lowering an earlier forecast of 4.7. But the Japanese economy was set to grow by 4.4 instead of 3 forecast earlier and the euro zone by 2 instead of 1.6.",3
19,"['growth in the us economy this year is likely to be 4. 3, the oecd does forecast today, lowering an outright earlier forecast low of 4. 7. but the japanese economy forecast was set for to grow further by 4. as 4 instead that of 3 is forecast earlier and the euro zone grew by 2 instead of 1. 6.']",3
20,Upgraded version of this encryption app adds plenty of tools for networked users.,4
21,['An updated version of this encryption app offers many tools for connected users.'],4
22,There were two stories last week that will have world-shaping implications. The first was in a Paris hospital and a compound in Ramallah.,3
23,['There were 2 account last week that will feature existence - shaping implications. The first embody in a Paris infirmary and a chemical compound in Ramallah.'],3
24,"BAGHDAD -- Two car bombs in Baghdad killed at least 11 people yesterday, including one American soldier, and Defense Secretary Donald Rumsfeld visited US troops and diplomats in the capital and at a remote desert air base.",1
25,"['BAGHDAD - - Two car bombs in Capital of iraq killed at least 11 people yesterday, including i American soldier, and Defense Secretary Donald Rumsfeld visited US military personnel and diplomats in the capital and at a distant desert air base.']",1
26,"Canadian Press - TROIS-RIVIERES, Que. (CP) - A former Hells Angels member who played trumpet with the Quebec City Orchestra was sentenced Friday to 15 months in jail for uttering death threats against a judge.",1
27,"['Canadian Press - TROIS - RIVIERES, le. (CP) - A former Hells Angels memberof whowere played trumpet close the Quebec City Orchestra was sentenced shortly to 15 Lauren_Petitbois in jail is uttering death dangers frustrate a Clevert.']",1
28,"Barry Zito scattered four hits over eight shutout innings, leading the AL West-leading Oakland Athletics past the Tampa Bay Devil Rays 5-0 on Saturday night.",2
29,"['Barry Zito scattered four hit over eight shutout inning, pass the AL West - leading Oakland Athletics past the Tampa Embayment Devil Ray quintuplet - 0 on Sabbatum dark.']",2
30,President Jacques Chirac passed his 72nd birthday yesterday locked in a struggle to maintain his relevance in the face of an intraparty challenge and continuing friction with the world #39;s only superpower.,1
31,['Chief executive Jacques Chirac passed his 72nd birthday yesterday locked in a struggle to maintain his relevance in the look of an intraparty challenge and continuing friction with the world # thirty nine; s only superpower.'],1
32,"A radical Muslim cleric who is wanted on terrorism charges in the United States was accused by British prosecutors Tuesday of encouraging others to murder non-believers, including Jews, and inciting racial hatred.",1
