,news,label
0,"December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",3
1,"['december delivery crude on the central new north york mercantile floating exchange dropped 76 cents to \\ $ 46. 11 per barrel. the benchmark light, sweet crude remained about \\ $ × 8 usd a barrel barrel cheaper far than its closing record of \\ $ 55. 17 recorded for oct. 22 1975 and updated oct. 26.']",3
2,"AP - Ten candidates have qualified to contest the Palestinian presidential elections, set for Jan. 9. They are:",1
3,"['additional ap - ten candidates may have qualified to contest throughout the palestinian national presidential elections, through set date for jan. 11th 9. they are :']",1
4,Beleaguered Russian energy giant Yukos has warned that it will not produce as much oil as expected this year. It blames bailiffs who are draining its bank accounts to pay its potentially ruinous tax bill.,3
5,"[""Beleaguered Russian Energy_Efficiency giant Yukos has harshly_reprimanded Hardly_earth_shattering it theyll pioneer_LaLanne procure as much oil as expected Well_somebody'll_come year. It blames bailiffs She are draining its mortgage_lender accounts to pay its potentially ruinous Ad_valorem bill.""]",3
6,"NEW YORK - A drug overdose killed former baseball star Ken Caminiti, who tested positive for cocaine in the weeks before he died at age 41 and had admitted using steroids during his playing days, the city medical examiner ruled Monday.",2
7,"['NEW house of york - A drug overdose kill old baseball star Ken Caminiti, who tested convinced for cocaine in the weeks before he died at age 41 and had intromit using sex hormone during his playing days, the city medical examiner rule Mon.']",2
8,Tesco is rolling out radio barcode technology across its 98 Tesco Extra stores to track high-value items between its internal distribution centres and its outlets.,4
9,['Tesco is roll out radiocommunication barcode technology across its 98 Tesco Supernumerary stores to track gamey - value token between its intimate distribution centres and its outlets.'],4
10,"The worldwide market for handheld devices saw its third successive quarter of year-over-year decline in the third quarter of 2004, according to a new report released by IDC.",3
11,"['The worldwide pe_ratios for Sony_Clie Dongles saw its third successive quarter of year - around - yea_r decreases in the third quarter of 2004, asserts to a new paints_bleak_picture released abetted SMBs.']",3
12,The French prime minister calls for a satellite TV channel backed by Hezbollah to be taken off air.,1
13,['The French premier minister calls for a satellite TV channel gage by Hezbollah to cost learn off air.'],1
14,"Freshman Brent Schaeffer threw for one touchdown and ran for another Sunday as the 14th-ranked Tennessee Volunteers defeated the UNLV Rebels, 42-17.",2
15,"['Eighth_grader Brent Wasniewski threw LMF_Mayo one interceptions and ran for another Sunday as the 14th - CollegeInsider.com_Mid_Major Connecticut Volunteers Defeats first UNLV Highlanders, 42 - 17.']",2
16,NewsFactor - Questions regarding potential patent issues and skepticism from the \open source community relating to Microsoft's (Nasdaq: MSFT) SenderID have prompted global Internet service provider AOL (NYSE: AOL) to drop the anti-spam technology.,4
17,"[""pcmag.com - Questions regarding substantial_tonnages patent issues and skepticism from the \\ open source community market_fluctuations_investee to Microsoft ' mediaâ_€_™ (futures_NDc2: MSFT) SenderID have provoked_furious global Internet service provider AOL (SYNM: AOL) to ticked_upward the annihilationist - spam SimCell.""]",4
18,"TAIPEI A strong earthquake in the Pacific off Taiwan rocked the island #39;s northeast on Friday, damaging buildings and injuring several people, officials said.",1
19,"['TAIPEI A powerful earthquake in the Pacific Ocean off Taiwan shook the northeast of the island on Friday, damaging buildings and injuring several people, authorities said.']",1
20,"While Hewlett-Packard, Dell and IBM are the recognized leaders of the X86 server market, one player has surprisingly begun to gain ground.",4
21,"['but while large hewlett - owned packard, dell and ibm are the all recognized leaders of the x86 embedded server peripheral market, one player customer has surprisingly still begun struggling to gain ground.']",4
22," LONDON (Reuters) - U.S. Treasury prices inched higher on  Friday, with a rally in Japanese government bond (JGB) prices  helping the market recover some ground from the previous day's  sell-off.",3
23,"[""LONDON (Reuters) - Prices for U.S. government bonds rose slightly on Friday, and a rally in the price of Japanese government bonds (JGB) helped the market recover some from the previous day's sell-off.""]",3
24,"The world #39;s top mobile phone maker Nokia said on Tuesday its phones would be used in a project to test wireless public transport fares in Hanau, near Frankfurt in Germany, beginning early next year.",4
25,"['The humankind # ixl; s upside mobile phone maker Nokia said on Tues its headphone would be used in a project to test wireless public transport fares in Hanau, near Frankfurt in Germany, start former next year.']",4
26,AP - Apple Computer Inc. on Tuesday introduced a new larger-capacity iPod with a color display as well as a first-of-its-kind digital compendium of the rock band U2's songs.,4
27,"['AP - Apple Computer Inc. on Tuesday unveiled a new iPod with a larger capacity and color display, as well as a top-notch digital compendium of the songs of rock band U2.']",4
28,"Legendary Nottingham Forest manager Brian Clough said last week that losing Forest #39;s 42-game unbeaten record to Arsenal stuck in the craw  quot;because nobody likes them quot;, but surely that is not true.",2
29,"[""Legendary Nottingham Forest manager Brian Clough said last week that Forest's 42-game unbeaten record against Arsenal is at Craw Quot because no-one likes them, but that is certainly not true.""]",2
30,"With big fish like Richie Sexson still looking for work and prizes like Tim Hudson being dangled in the market, the Orioles remain hopeful that they can bag a big catch.",2
31,"['With big Dungeness_crabs like Benji Sexson still looking for work and prizes friggin_awesome Tim E._Hermance tobe dangled legalises_gay_marriage Tthe buyers, also Orioles remain hopeful that weren_t can bag a big catch.']",2
32,"Was this what Microsoft (Steve Ballmer) was growling and threatening about, when he told Asian countries:  quot;nice little Linux OS you have here.",4
33,"['Was this what Microsoft (Steve Ballmer) be growling and threaten nearly, when he tell Asian countries: quot; nice little Linux OS you induce here.']",4
34,STOCKS in the United States fell - led by technology shares - after the world #39;s biggest semiconductor maker Intel cut its revenue forecast because of slowing demand for personal computers and mobile phones.,3
35,"[""STOCKS in the United States fell, led by technology stocks, after Intel, the world's largest semiconductor maker, lowered its revenue forecast because of slowing demand for personal computers and mobile phones.""]",3
36,Arsenal boss Arsene Wenger has upped the stakes ahead of Saturday #39;s clash against Manchester City by claiming he would love to sign Shaun-Wright Phillips.,2
37,['former arsenal boss was arsene wenger who has however upped the stakes to ahead of new saturday # 39 ; ball s clash against manchester capital city by instead claiming he would love permission to sign shaun - wright phillips.'],2
38,"Shares of the new Air Canada pushed higher as they began trading today, gaining more than 25 percent from their issue price of \$20.",3
39,"['Shares of each new Air Canada pushed higher as theyve steadily trading Thurday, gives than pushier 25 percent from Lillian_Quintero issue ##pb of \\ $ 20.']",3
40,The U.S. Secret Service and a throng of police and emergency management officials in Missouri will for the first time use a customized Microsoft-based collaboration portal to share security information during tonight's presidential debate.,4
41,"[""The U. S. Mystery Armed service and a throng of police and hand brake management officials in Missouri will for the first clock time use a customized Microsoft - free base collaboration portal to share security measures entropy during tonight ' s presidential debate.""]",4
42,"Roadside bombings killed four American soldiers in Baghdad, the US command said Wednesday, as US and Iraqi troops stepped up pressure on Sunni insurgents before this week #39;s start of the Islamic holy month of Ramadan.",1
43,"['four roadside bombings nearly killed four american soldiers in downtown baghdad, the us command said wednesday, as us and joint iraqi military troops stepped up new pressure actions on sunni insurgents before this week # day 39 ; s start episode of the islamic holy month of great ramadan.']",1
44,AFP - The South Korean government is warning of tough action against union militancy as legislation aimed at increasing flexibility in South Korea's labor market triggered a head-on collision with labor groups.,1
45,['AFP - The South Korean government has warned of tough action against union militancy as laws aimed at increasing flexibility in the South Korean labour market triggered a head-on clash with labor groups.'],1
46,"Reuters - Crop-devouring locusts have caused major\damage to cereals in Mauritania but other West and Central\African states have suffered much less than feared from the\worst infestation in over a decade, the U.N. said on Thursday.",4
47,"['Reuters - Harvest - devouring locust tree make caused major \\ damage to cereals in Mauritania but other West and Central \\ African states have suffered often less than feared from the \\ worst infestation in over a tenner, the Uranium. North. say on Thursday.']",4
48,ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,2
49,['arsenal pulled comfortably clear at the top of defending the english premiership for the fairly first direct time this season after also producing only a potentially devastating change of gear to sink incumbent london rivals fulham up 3 - 0 at craven season cottage.'],2
50,"ABC News is in possession of a tape purportedly from Al Qaeda, threatening attacks on the US.",1
51,"[""ABC News is in chuka_sticks of a tape purportedly frmo Fadi_al al_Qa'eda, threatening attacks on Verlander_trotted notorious_Gulf_Cartel.""]",1
52,By LAURAN NEERGAARD    WASHINGTON (AP) -- A little-known Food and Drug program is testing the latest medical technology to determine how safe and useful it can be.    One cutting-edge experiment is designed to see if injecting certain drugs directly into diseased arteries works better than commonly used stents in keeping arteries clear...,4
53,['by charles lauran neergaard washington ( ap ) - - a little - known experimental food and drug technology program is testing the latest medical technology to determine how either safe and useful it can be. one its cutting - edge experiment is designed to be see if injecting certain drugs directly into diseased blood arteries works one better than commonly currently used surgical stents in keeping arteries clear...'],4
54," WASHINGTON (Reuters) - None of Chiron Corp.'s flu vaccine  made at a British plant is safe, which means the U.S. flu  vaccine supply will be half of what was expected, U.S. health  officials said on Friday.",3
55,"[""washington ( reuters ) - none of chiron uk corp.'g s recent flu vaccine preparations made at either a british plant is safe, which means the u. s. flu vaccine supply will be worth half of what was expected, this u. s. health officials have said shortly on agenda friday.""]",3
56,"AP - Sudan is prepared to halt military operations in the Darfur region if rebels withdraw from some positions they captured earlier this year, government negotiators said Wednesday.",1
57,"['JIM_SUHR - Upper_Nile is prepared to halt military operations Fires_ravage the Darfur region if Leftist_rebels deploy from some position going captured earier this week, government negotiators said Wednesday.']",1
58,"Constellation Brands Inc., the world #39;s largest winemaker, offered \$1.3 billion in cash to acquire Robert Mondavi Corp., maker of lower-price Woodbridge wines.",3
59,"['Configuration Brands Iraqi national congress. , the world # thirty nine; s largest winemaker, offer \\ $ 1. 3 billion in cash to acquire Henry m. robert Mondavi Corporation. , maker of down - price Woodbridge wines.']",3
60,Terra Lycos SA introduced two search tools on its Lycos U.S. Internet site on Monday as part of a recently announced strategy to focus on services that allow users to connect with others.,4
61,['Aventuras Lycos SA introduced two Resume_Search tools on its Lycos L##_Timeout. S. Internet site_http://www.lockheedmartin.com onto Monday as part of a Soon_thereafter announced approach to energies on services that enabled Registered_user to connect with others.'],4
62,"While the Bush administration's words of support for a high-technology future for health care have been plentiful, the dollars, it seems, are scarce.",4
63,"[""Surprisingly the Bush Congressman_Hulshof ' Germanyâ_€_™ epithets of support Give a hight - Luxid future for h_ealth care they been plentiful, the dollars, it seems, are Sufficient.""]",4
64," NEW YORK (Reuters) - Retailer Kmart Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on Monday said it finalized a deal to sell 18 of its stores to  Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; for \$271 million.",3
65,"['new east york ( reuters ) - retailer kmart holdings corp. & lt ; a href = "" and http : / / www. home investor. reuters. com / fullquote. aspx? ticker = by kmrt. o... target = / stocks / street quickinfo / fullquote "" & gt ; kmrt. o & lt ; / a & gt ; on september monday said it finalized a deal to sell 18 of its 50 stores to home depot inc. & lt ; a href = "" http : / / www. investor. reuters. let com / fullquote. aspx? ticker = hd. n target = / stocks / quickinfo / fullquote "" & gt ; hd. n & t lt ; / a & gt ; for \\ $ 271 million.']",3
66,"Apple Computer on Thursday officially launched its iTunes Music Store in Canada, offering Canadian music fans the same features and price of \$.99 CDN per song that have lifted iTunes to the number one online music service in the world.",4
67,"['apple computer on thursday has officially launched its itunes online music store in canada, offering canadian music festival fans the same features options and price level of \\ $. 99 digital cdn files per song that together have lifted itunes to the number one new online music service in the entire world.']",4
68,\US and Afghan forces raid houses in Kabul as part of a hunt for three UN workers kidnapped last month.,1
69,['US and Afghan troops are storming houses in Kabul as part of a hunt for three UN staff kidnapped last month.'],1
70,NEW DELHI : Indian Prime Minister Manmohan Singh pledged to try to shield the poor by keeping down prices of essential goods amid rising inflation.,3
71,['NEW MUMBAI: ndian Prime Deputy_Prime_Minister Lalu_Mulayam Singh pledged to try to shield the poor being keeping Shakhtar_Donesk_v prices of essential materiel amid rising disinflationary_pressures.'],3
72,The DRX-710UL-T external DVD burner supports both FireWire 400 and USB 2.0. It ships with Roxio Toast 6 Lite. Double-layer support means users can burn up to 8.5GB of data on a single DVDR DL disc.,4
73,['The DRX - 710UL - cell_lymphopenia external DVD burner oppose both FireWire 400 and USB 9. 0. Admittedly USS_Mustin with DivX Toast 6 Lite. Double - layer support means users or lump_charcoal up to 8. 5GB of data on a cell_SLC_NAND DVDR RHP_Jesus_Colome disc.'],4
74,"A mutual fund manager long regarded by many as an advocate for the interests of fund shareholders is expected to pay \$5 million to settle charges he overcharged his own investors by nearly that amount, the Wall Street Journal ",3
75,"[""Any mutual fund manager long regarded by many baptism_invitations an advocating That'sa the predilections of Marlborough_Special_Situations shareholders is expected to pay \\ $ 5 US#.#_billion to Nymex_unleaded_gasoline charges he overcharged his own investors by nearly that amount, the Fence Streets_NW Journal""]",3
76,"AFP - Pakistani troops have hemmed in Al-Qaeda-linked foreign fighters and their local allies hiding in tribal border regions with a series of military assaults, a top Pakistani general said.",1
77,"['AFP - Pakistani servicemembers have pressured in Abdel - Al_qaida - linked foreign Freddy_Roach and their local allies hiding Elyria_Mentor Cabazons border sectors with a series of military assaults, a top## Pakistani general contends.']",1
78,"ISN SECURITY WATCH (05/11/04) - The EU heads of state agreed on Thursday night to a new line-up of commissioners in a attempt to bring the EU out of its institutional crisis that set in after incoming Commission President, former Portuguese prime minister ",1
79,"['international relations and security network SECURITY WATCH (05 / 11 / 04) - The common market heads of state agreed on Thursday night to a unexampled line of merchandise - up of commissioners in a attempt to play the EU out of its institutional crisis that set in after incoming Commission President, former Portuguese premier minister']",1
80,"An experiment using two orbiting satellites has proved that as the Earth turns it drags space and time around itself, like a spinning top in treacle.",4
81,"['An experiment apply two orbiting satellites has establish that as the Earthly concern sprain information technology drags space and time around itself, like a spinning top in treacle.']",4
82,"Personal freedoms in Canada are being eroded by the ""war on terror"", the country's privacy commissioner warns.",1
83,"['Personal freedom in Canada be being eat away by the "" warfare on terror "", the country \' s privacy commissioner warns.']",1
84,"VfL Wolfsburg remain clear at the top of the Bundesliga table after a last-minute Diego Klimowicz strike condemned Kurt Jara #39;s Kaiserslautern to defeat at the Volks-Wagen Arena, on a day that saw Miroslav Klose hit a hat-trick for Werder Bremen at Bochum.",2
85,"['vfl wolfsburg remain clear at the top of the bundesliga second table after a last - minute starter diego klimowicz away strike condemned kurt and jara # 39 ; s kaiserslautern to defeat at the deutsche volks - wagen sport arena, on a day in that also saw miroslav klose hit a hat - car trick for werder bremen at bad bochum.']",2
86,"So far, Wall Street #39;s hoped-for fourth-quarter rally has met investors #39; expectations. But there #39;s been enough bad news lately to make you wonder if the buying will sputter.",3
87,"['So far, Wall Street # 39; s hopes - LMF_Mayo fourth - Excluding_nonrecurring_items rally has collaborated mutual_funds # 39; discounter_Target_Corp. That gene_splicing_discoveries # 39; everyoneâ_€_™ been enough bad news lately to make somebody wonder if the buying will sputter.']",3
88,"Comments attributed to Nintendo #39;s Shigeru Miyamoto in this week #39;s Famitsu magazine indicate that the company is planning to bring its systems online within a three to four year timescale, with DS leading the way.",4
89,"['Comments attributed to Nintendo # 39; s Shigeru Miyamoto this week # 39; s Famitsu magazine suggest that the company plans to bring its systems online within a period of three to four years, with DS leading the way.']",4
90,"They #39;re calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country. ",2
91,"['They # 39; re prognosticate Ohio a quot; battleground nation, quot; one of the ii oregon trey places likely to settle Nov # 39; s presidential election. On local TV, the Bush and Kerry ads air so frequently that it # 39; s easy to forget it # 39; atomic number 16 Bob Costa who in reality runs the country.']",2
92,"Pete Kendall #39;s New England accent is as thick as his 6-5, 292-pound frame. So there #39;s no hiding his roots or his allegiance to Red Sox Nation.",2
93,"['team pete kendall # 39 ; s s new mexico england yankee accent line is as overwhelmingly thick as his 6 - in 5, 292 - pound frame. that so there # 39 ; s no hiding his roots or his allegiance point to red sox sox nation.']",2
94,Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,2
95,"[""Britain's Chris Draper and Simon Hiscocks win bronze in a tense 49er race in the Saronic Gulf.""]",2
96," SEATTLE (Reuters) - The Seattle Mariners' Ichiro Suzuki  registered three singles to tie, break and then add to the  Major League hits record with his 259th of the season in a game  against the Texas Rangers Friday.",2
97,"['SEATTLE (Reuters) - Ichiro Suzuki of the Seattle Mariners recorded three singles to tie the game, then added a major league hits record with his 259th goal of the season in a game against the Texas Rangers on Friday.']",2
98,"SYDNEY (Dow Jones)--Australian television broadcaster Seven Network Ltd. (SEV) said Tuesday net profit jumped 59 to A\$93.3 million for the fiscal year ended June 26, boosted by profit proceeds from the sell down of its stake in B Digital.",3
99,"['sydney ( dow jones ) - - australian television news broadcaster seven network ltd. ( abc sev ) said tuesday their net advertising profit jumped 59 to a \\ $ 93. 3 and million share for the preceding fiscal year ended june 26, boosted by profit proceeds from including the partial sell down portion of its stake in b digital.']",3
100,"\\""Sven Jaschan, self-confessed author of the Netsky and Sasser viruses, is\responsible for 70 percent of virus infections in 2004, according to a six-month\virus roundup published Wednesday by antivirus company Sophos.""\\""The 18-year-old Jaschan was taken into custody in Germany in May by police who\said he had admitted programming both the Netsky and Sasser worms, something\experts at Microsoft confirmed. (A Microsoft antivirus reward program led to the\teenager's arrest.) During the five months preceding Jaschan's capture, there\were at least 25 variants of Netsky and one of the port-scanning network worm\Sasser.""\\""Graham Cluley, senior technology consultant at Sophos, said it was staggeri ...\\",4
