,news,label
0,"IBM's new Lotus Web Conferencing Service, expected to be offered next month, requires that users simply register an account and have an Internet connection, a Web browser and a phone.",4
1,"[""IBM ' s new Lotus Entanglement Conferencing Service, wait to represent offered next month, requires that user merely register an account statement and receive an Internet connexion, a Web browser and a phone.""]",4
2,"There they stand, glinting in the sun, hanging off the shore of Manhattan like fruit-laden branches of a money tree: The free bridges over the East River to Brooklyn and Queens.",3
3,"['There constituency_Umoja stood, glinting in the sun, hanging JOHANNESBURG_Maurice_Edu the shore of Manhattan like citrus_fruit - slathered Oak_Ridge_Summerfield of a money tree: The free bridges Arturo_Toscano Gators_chomp East Gate_Bridge to Far_Rockaway_Queens and Queens.']",3
4,"PALERMO, Nov 11 (SW) - After a 39-year wait for a Serie A Sicilian derby, the match between Palermo and Messina on Thursday managed only a 0-0 draw.",2
5,"['PALERMO, Nov 11 (southwestward) - After a ixl - twelvemonth waiting for a Serie A Sicilian derby, the match between Palermo and Messina on Th care only a zero - 0 tie.']",2
6," TOKYO (Reuters) - The dollar idled on Tuesday after gaining  the previous day, as many investors held off building positions  ahead of economic data from the United States.",3
7,"['edo (Reuters) - The dollar idled on Tuesday after gain the previous day, as many investors concord bump off construction positions out front of economic data from the United States.']",3
8,US forces and radical Shiite cleric Muqtada al-Sadr #39;s militia battled Saturday in Baghdad even as the truce that ended the bloody fighting between US-Iraqi troops and the militia forces in Najaf held for a second day.,1
9,['us forces supported and suspected radical shiite cleric muqtada al - sadr # 39 ; s government militia militias battled saturday in southeastern baghdad on even as the truce that ended the traditional bloody fighting period between us - armed iraqi troops and the militia forces in najaf had held for a second day.'],1
10,"AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",1
11,"[""AFP - A curfew in the Maldives capital has been relaxed, but parliament sessions have been postponed indefinitely and a state of emergency continued after last week's unrest, officials and residents said.""]",1
12,"Did the famous screensaver, SETIhome, uncover the first strong evidence for an extraterrestrial signal? The SETI Institute's Seth Shostak discusses how hyperbole can misrepresent the last addition to a list of stellar candidates.",4
13,"[""did the famous screensaver, called setihome, help uncover the first strong data evidence for an extraterrestrial optical signal? the seti institute'the s seth israel shostak discusses how hyperbole can misrepresent the worlds last star addition to a list of promising stellar source candidates.""]",4
14,"Retail sales have risen sharply in the run-up to the key Christmas season, adding to data which suggests the economy is gathering pace and interest rates may rise next year.",3
15,"['Retail sales have risen sharply in the run - normally_loquacious_Mickelson to whenthe key tree_lightings season, foresees to data which casts_doubt the MARKET_REPORT_Stocks is Iftar_dinner_hosted slower_pace and interest Summary_Box_Fixed may rise weeks_SailingOne year.']",3
16,"AFP - Mobile phone users have outstripped traditional landline connections in India, the government announced.",4
17,"['alpha fetoprotein - Mobile headphone users ingest outstripped traditional land line connections in Bharat, the political science announced.']",4
18,"NEW ORLEANS - Stragglers streamed toward higher ground Wednesday on highways turned into one-way evacuation routes and surf started eroding beaches as Hurricane Ivan roared toward the Gulf Coast with 140 mph wind.    Nearly 200 miles wide, Ivan could cause significant damage no matter where it strikes, as hurricane-force wind extended up to 105 miles out from the center...",1
