,news,label
0,"As the leader of the group that plans to buy Metro-Goldwyn-Mayer, Sony is poised to gain considerable power in its fight to set the format for the next generation of digital video discs.",4
1,"['just as the leader market of the group that plans collectively to gradually buy metro - goldwyn - mayer, new sony entertainment is poised to gain considerable power in its fight to fully set the format for releasing the next entire generation of digital terrestrial video discs.']",4
2," SEATTLE/NEW YORK (Reuters) - Microsoft Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MSFT.O target=/stocks/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; said  on Monday said it will pay \$536 million to its smaller rival  Novell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOVL.O target=/stocks/quickinfo/fullquote""&gt;NOVL.O&lt;/A&gt; to settle an antitrust suit and resolved a  10-year dispute with a computer trade group.",3
3,"['SEATTLE / NEW house of york (Reuters) - Microsoft Corp. & lt; A HREF = "" http: / / www. investor. reuters. com / FullQuote. aspx? ticker = MSFT. Group o target = / stocks / quickinfo / fullquote "" & gt; MSFT. O & lt; / A & gt; said on Monday said it testament pay \\ $ 536 million to its pocket sized rival Novell Inc. & lt; A HREF = "" hypertext transfer protocol: / / world wide web. investor. reuters. com / FullQuote. aspx? ticker = NOVL. O target = / stocks / quickinfo / fullquote "" & gt; NOVL. O & lt; / A & gt; to get back an antitrust suit and resolved a 10 - year dispute with a computer trade group.']",3
4,"Customers will be able to download film clips, audio and video, interactive multiplayer games, multimedia music tracks,  quot;push-to-watch quot; services, as well as access large e-mail attachments.",4
5,"['customers will be able thereafter to download small film film clips, both audio and video, interactive virtual multiplayer games, multimedia music tracks, quot ; push - to - watch include quot ; email services, as well as potentially access other large e - mail server attachments.']",4
6,"Sales of server systems rose 7.7 percent globally in the second quarter to \$11.55 billion as demand for Information Technology remained strong after a three year downturn, market research firm Gartner said in a statement.",4
7,"['sales of server systems rose to 7. 12 7 percent globally already in the second quarter to \\ $ 11. 01 55 billion again as demand values for information technology remained strong after a three straight year sales downturn, market research firm firm harold gartner said in a statement.']",4
8,"Manchester United manager Alex Ferguson calls him the best English player in the last 30 years, and he #39;s expected to debut for the club Tuesday in its Champions League match at Old Trafford against Turkey #39;s Fenerbahce.",2
9,"[""Manchester United manager Alex Ferguson calls him the best English player of the last 30 years and he is expected to make his debut for the club in Tuesday's Champions League match at Old Trafford against Fenerbahce from Turkey.""]",2
