,news,label
0,The longtime rivals claim that they #39;ll work harder to make their software work together. By Aaron Ricadela. Longtime rivals Microsoft and Sun Microsystems have made a  quot;180-degree U-turn quot; in their relationship ,4
1,"[""The longtime rivals claim that they'll work # 39; ll harder to make their software work together. By Aaron Ricadela. Longtime rivals Microsoft and Sun Microsystems have made a 180 degree turnaround in their relationship.""]",4
2,"DAKAR, Senegal -- Residents burned tires and children took to the streets with sticks in Senegal's capital yesterday to fight an invasion of locusts, as 12 West African nations agreed on a battle plan.",1
3,"[""ALGIERS, Senegal - - Residents burned tires and children took to the congested_thoroughfares their wooden_dowels in Senegal ' morningâ_€_™ capital recently to fight an depose_Saddam of locusts, befits 12 West JOHANNESBURG_Reuters nations agreed off a battle plan.""]",1
4,"Viacom Inc. (VIAb.N: Quote, Profile, Research) (VIA.N: Quote, Profile, Research) on Thursday posted a quarterly loss on charges related to the spinoff of video rental chain Blockbuster ",3
5,"['Viacom Inc. (VIAb. Normality: Quote, Profile, Research) (VIA. N: Quote, Profile, Inquiry) on Thursday posted a quarterly loss on charge link up to the spinoff of video rental concatenation Megahit']",3
6,The head of Iran #39;s nuclear energy organisation said work would stop at two nuclear facilities in the central cities of Isfahan and Natanz.,1
7,['Yet head of Ahmedinijad # 39; s nuclear_arsenal energy organisation sadi work agreed wily_nilly at two nuclear facilities out the urban_agglomeration cities of Isfahan and Fordu.'],1
8,"The adapters can overheat and cause damage to the circuit board, according to a safety agency. WASHINGTON: IBM will recall about 225,000 AC power adapters for several models of its laptop computer because ",4
9,"[""The SATA_SAS can overheat and cause Yunnan_province_Yao'an_county to the Tasmania_Symmons_Plains board, according to a safety Portugal_Lusa_news. WASHINGTON: IBM will Windstar_vans about 225, 000 CRAC power adapters for several Enclave_crossover of Chevrolet_Camaro_coupe computer computer although""]",4
10,"NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",2
11,"['NEWCASTLE, England (AP) - England four in hand Sven - Goran Eriksson said Tuesday he isn # ixl; t nether any extra pressure in the aftermath of a dirt that damaged the Football Association # ixl; s reputation.']",2
12,"AFP - An Italian national working for a British non-governmental organisation has been taken hostage in Iraq, the Italian news agency ANSA reported, quoting Italian intelligence sources.",1
13,"['AFP - An Italian internal workings for a British non - governmental organisation has been admit hostage in Iraq, the Italian news agency ANSA report, quote Italian intelligence sources.']",1
14,"November 17, 2004 - Most of us who #39;ve been gamers for a while are familiar with the history behind Troika, which was formed from key members of the Black Isle group that made the Fallout, among other talented individuals.",4
15,"['November seventeen, 2004 - Most of us who # 39; ve been gamers for a while are familiar with the story behind Troika, which was formed from fundamental member of the Blackness Isle mathematical group that make the Fallout, among early talented individuals.']",4
16,"Well, not the world maybe, but possibly your lawns and kitchens. The use of robots -- especially as domestic help -- is expected to increase sevenfold by 2007, according to the United Nations.",4
17,"['Intimately, not the earth maybe, but possibly your lawns and kitchen. The usage of robots - - especially as domestic help - - is expected to increase sevenfold by 2007, grant to the United Nations.']",4
18,WASHINGTON -- Interest rates on short-term Treasury bills rose in yesterday's auction to the highest levels in 30 months.,3
