,news,label
0,"There's no such thing as a free lunch. And soon, there may be no such thing as an ad-free RSS feed, either, as publishers add advertisements to their feeds in hopes of making money through the popular content-aggregating technology. By Cyrus Farivar.",4
1,"[""there'is s no such thing as a free lunch. and soon, soon there may be no such thing here as an ad - free rss eat feed, either, particularly as book publishers add advertisements to both their feeds in hopes of us making money locally through the popular content - aggregating internet technology. by cyrus farivar.""]",4
2,"Securities regulators gave more than 2,000 public companies a brief reprieve from new rules requiring them to assess the strength of their financial safeguards.",3
3,"['Securities regulators gave more than 2, 000 public company a brief reprieve from raw rules demand them to assess the speciality of their financial safeguards.']",3
4,"AP - Victims who lost relatives, homes and belongings in Tropical Storm Jeanne are now tormented by street gangs who attack food convoys, raid homes at night and shoot those who get in their way.",1
5,"['AP - Victims who lost relatives, place and property in Tropical Storm Jeanne be now tormented by street crew who attack solid food convoys, bust homes at night and shoot those who get in their mode.']",1
6,"Yasser Arafat, who triumphantly forced his peoples plight into the world spotlight but failed to achieve his lifelong quest for Palestinian statehood, died today, aged 75, Palestinian Cabinet minister Saeb Erekat confirmed.",1
7,"['Yasser Arafat, world health organization triumphantly force his people plight into the world spotlight just failed to achieve his lifelong quest for Palestinian statehood, died today, aged 75, Palestinian Storage locker minister Saeb Erekat confirmed.']",1
8,washingtonpost.com - WeatherBug wants to make meteorologists out of its users. The Internet weather service based in Gaithersburg has begun selling sensors that can turn anyone's back yard into a Web-connected weather station.,4
9,"[""washingtonpost. com - WeatherBug want to get to meteorologists knocked out of its users. The Net weather service found in Gaithersburg has begun selling sensors that commode turn anyone ' s back yard into a Web - connected weather station.""]",4
10,"Snoopy has left the building. Well, almost. MetLife Inc. , the insurance giant that employs Charlie Brown's dog in ads, is close to completing a deal to sell its State Street Research and Management investment arm to BlackRock Inc. for about \$400 million. Everyone involved will be better off for it.",3
11,"[""Snoopy has left the building. Well, almost. MetLife Inc. , the insurance giant that apply Charlie Brown ' s dog in ads, is close to completing a deal to sell information technology State Street Research and Management investment sleeve to BlackRock Inc. for about \\ $ 400 million. Everyone involved volition cost better off for it.""]",3
12, HANOI (Reuters) - An Asia-Europe forum accepted Myanmar and  12 other new members on Thursday ahead of a summit strained by  Yangon's human rights record and detention of democracy icon  Aung San Suu Kyi.,1
13,"[""HANOI (Associated_Press) - An Asia - Europe forum accepted Myanmar and 12 other new members at Thursday ahead of a summit adductor_groin inadvertently Hlaing ' s human First_Amendement record and detention of democracy taskbar_icon Hlaing Son_Mun Suu Aung_San_Suu.""]",1
14,Brazil football great Socrates is set to make his debut for non-league Garforth Town on Saturday.,1
15,"[""Brazil's football great Socrates will make his debut for third-division relegated Garforth Town on Saturday.""]",1
16,"BOUT a year ago, PalmOne was poised to challenge the dominance of the BlackBerry, the wireless e-mail device made by Research in Motion that has become the gadget of choice among celebrities and politicians.",4
17,"['BOUT a year By_NBC##_NBC##, PalmOne initally poised to challenge every dominate of second BlackBerry, with wireless e - mailboxes device made by Research in Motion once has become the gadgets of choice among celebrities and loony_fringe.']",4
18,DANIEL VETTORI spun New Zealand to the brink of a crushing victory over Bangladesh in the second and final Test at the MA Aziz Stadium in Chittagong today.,2
19,['DANIEL VETTORI ricocheted Criterion_Cinemas Zealand to the brink of a crushed victory over Bangladesh Enlarge_Pic the second and Leinster_MFC Paul_Collingwood at5 the live_PR.com_WOBURN Abdullah Stadium in Chittagong today.'],2
20,Microsoft confirms that a pirated copy of Halo 2 for Xbox in the PAL video format and French language started circulating on the Internet this week over newsgroups and piracy sites.,4
21,['Win9x confirms thaaththa_Bindu a pirated copy of Halo 1â for ##GB_SKU in the PAL video format and French Monolingual started circulating where the http://www.mineralstech.com/ this week whopping newsgroups and Jeboo Custom_Search_Engines.'],4
22,"Lexmark's loss in court on Tuesday may mean that consumer electronics companies won't try to use the Digital Millenium Copyright Act as an all-purpose competition shield anymore, consumer advocates say. By Katie Dean.",3
