,news,label
0,"Motorsport.com. Markko Martin dominated the this year #39;s edition of the legendary Tour de Corse rally, the 14th round of the 2004 World Rally Championship.",2
1,"[""Motorsport.com. Markko Martin dominated this year's edition of the legendary Tour de Corse, the 14th round of the 2004 World Rally Championship.""]",2
2,"Nov. 4, 2004 - A rare alignment of Jupiter #39;s three largest moons across the planet #39;s face was captured on film by the Hubble Space Telescope.",4
3,"['Nov. 4, 2004 - A rare conjunction of Jupiter # 39; s 3 largest moons across the planet # thirty nine; s face equal catch on photographic film by the Hubble Space Telescope.']",4
4,"Washington - A man convicted of violating anti-spam laws by sending out tens of thousands of unsolicited emails using fake addresses faces nine years in prison in Virginia, authorities said on Thursday.",4
5,"['Washington - A man Hevle of violating anti - Postini laws YOUNGBLOOD_Jay_##:## sending onto tens of thousands of unsolicited mails inventing fake ldickie@seattletimes.com faces Russell_Westbrook_chipped years before prison in Virginia, Police said on Thursday.']",4
6,"US Airways said it will change its flight schedules in February to increase departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.",3
7,"['US Airways said it will change its schedules in February to increase departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.']",3
8,"Canadian Press - BAIKONUR, Kazakhstan (AP) - A Russian rocket carrying a new Russian-U.S. crew to the international space station lifted off from the Baikonur cosmodrome Thursday.",1
9,"['BAIKONUR, Kazakhstan (AP) - A Russian rocket with a new Russian-American crew on board launched from the Baikonur Cosmodrome on Thursday.']",1
10,"WASHINGTON President Bush has signed into law the most sweeping rewrite of corporate tax law in nearly two decades. Bush signed the bill today with no fanfare, during a flight on Air Force One to a campaign stop in Pennsylvania.",3
11,"['WASHINGTON President Bush has signed into law the most sweeping rescript of corporate revenue enhancement law in nearly two decades. Bush sign the bill today with no fanfare, during a flight on Breeze Force One to a campaign stop in Pennsylvania.']",3
12,"Pedro Martinez last night uttered the absolute last words any Boston fan wants to hear from their ace - now, or ever: Call the Yankees my daddy.",2
13,"['Leonel Martinez last night cuss_word the gratuitousness was words any Boston fansite deserves to hear in their ace - now, or ever: Call passed_uneventfully Yankees my daddy_daddy.']",2
14,Reuters - U.S. Treasury yields hit their lowest\level in almost seven months on Monday as record high oil\prices clouded the outlook for global economic growth.,3
15,['Reuters - Atomic number 92. S. Treasury yields hit their low \\ horizontal surface in almost sevener months on Monday as disc high oil \\ prices defile the outlook for global economic increment.'],3
16,The insurance company has agreed to pay about \$80 million to settle investigations into insurance sales that were used by companies to manipulate their earnings.,3
17,['that the family insurance company today has agreed to not pay the about \\ $ 80 million court to settle investigations into insurance products sales that were fraudulent used by companies to manipulate with their earnings.'],3
18,"Already the biggest of its kind in the country, Florida #39;s popular prepaid-tuition program expects to count its millionth customer during a sign-up period that runs Monday through Jan. 31.",3
19,"['Florida # 39; s popular prepaid training program, already the largest of its kind in the country, expects to count its millionth customer during a sign-up period that runs from Monday through January 31.']",3
20,(Sports Network) - A sensational pitching matchup is on tap at Fenway Park this evening when Pedro Martinez and the Boston Red Sox welcome Mike Mussina and the hated New York Yankees to town for another chapter in baseball #39;s fiercest rivalry.,2
