,news,label
0,"COLUMBIA, S.C. - A hurricane watch was issued for the South Carolina coast Saturday as forecasters predicted Tropical Storm Gaston would make landfall near Charleston on Sunday night...",1
1,"['COLUMBIA, Sulphur. C. - A hurricane watch be issued for the South Carolina coast Saturday as forecasters predicted Tropical Storm Gaston would make landfall nigh Capital of west virginia on Sunday night. ..']",1
2,"In a glimpse of what the nation might see a month from now, people lined up at election offices and caused parking lot traffic jams as voter registration deadlines fell Monday in more than a dozen states.    Many officials reported record numbers of new voters, some said they were overwhelmed, and allegations were already flying about fraud and the disqualification of some voters' applications...",1
3,"['In a taste of what the nation could see in a month, people lined up outside polling places and caused traffic jams in parking lots as the deadline for voter registration fell Monday in more than a dozen states. Many officials reported record numbers of new voters, some said they were overwhelmed, and allegations of fraud and the disqualification of some voter applications were already flying...']",1
4," SEOUL (Reuters) - The determination of North Korea to  develop nuclear arms could harden after President Bush and his  rival, Senator John Kerry, clashed over how to proceed with  six-party talks on Pyongyang's ambitions, analysts said.",1
5,"[""2002 seoul ( reuters ) - the determination of north korea how to develop its nuclear arms capabilities could harden after president bush and his legislative rival, senator john david kerry, clashed directly over how to proceed later with six - 10 party talks early on pyongyang's ambitions, analysts said.""]",1
6,"This so-called rivalry might be worth saving after all. UMass finally got one Thursday night. And the Minutemen did it in exciting fashion, one that totally disgusted Jim Calhoun.",2
7,"['This so-called rivalry might be worth saving. UMass finally got a Thursday night. And the Minutemen did it in exciting fashion, one that totally disgusted Jim Calhoun.']",2
8,"LONDON (CBS.MW) -- European markets saw a moderate advance in early trade Monday, carrying over some of the late-session rally on Wall Street and helped by steel group Arcelor #39;s view of Chinese demand.",3
9,"['WELLINGTON (CBS. MW) - - European markets started a SAIPAN_Northern_Marianas advance in Humala_overtook trade Monday, throwaway_ballast over least of the late - session Vijay_Sankalp ona Wall Spruce_Street and helped by steel group Arcelor # 39; s view of Zhu demand.']",3
10,"While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",1
11,"[""While Yasser Arafat's nephew claims that toxicology tests on his uncle showed that no toxins were found in his system, Arafat's nephew does not rule it out as a cause of death.""]",1
12,"Sudan on Saturday questioned UN estimates that up to 70,000 people have died from hunger and disease in its remote Darfur region since a rebellion began 20 months ago.",1
13,"['northern sudan on the saturday questioned a un estimates that up to one 70, 000 people people have died subsequently from hunger and mental disease in its most remote darfur region since a rebellion reportedly began 20 six months ago.']",1
14,AFP - The European Union braced for a knife-edge vote to decide the fate of its new executive arm with incoming EU chief Jose Manuel Barroso hardening his stance against rebel legislators.,1
15,['told_Deutsche_Presse - The European Union girding for a centimeter_knife - edge vote to decide the fate of its new presidentand causing_profuse_bleeding _Make_sure poet_laureate_WS_Merwin Brussels_DTT_NET.COM chief Jose Manuel Barroso hardening his laissez_faire_approach against Nkunda legislators.'],1
16,"ATHENS, Greece - As expected, the U.S. men's basketball team had its hands full in a quarterfinal game against Spain on Thursday...",1
17,"[""ATHENS, Volos - As expected, By_TREVON_MILLIARD 5_Formulaboats.com. S. men ' s Clyde_Lovellette team but thecompany workaday_existences full in a intracity_rival game againts Spain instead Thursday. ..""]",1
18,Perhaps the optical network supplier should call off its merger with AFC.,3
19,['Perhaps the optical network provider should withdraw its merger with AFC.'],3
20,"HUNTSVILLE, ONT. - The Ontario government plans to introduce legislation that will require students to stay in school until they reach the age of 18, said the province?",3
21,"['HUNTSVILLE, ONT. - The Ontario government plans to introduce laws requiring students to stay in school until they turn 18, the province said.']",3
22,It #39;s the discovery by two Mars rovers that the Red Planet once had water and possibly could have supported life. That recognition comes today from the journal Science.,4
23,['Undoubtedly # 39; seasonâ_€_™ the discovery HIGHTOWER_Allison two Mars Martian_arctic that the Stony Planet where had water and possibly could have supported humdrum_existence. That recognition comes Monday. when the journal_Nature_Structural Science.'],4
24,"Hearing a Jar Jar Binks-lookalike Gungan yell ""Meesa gonna die!"" as my droid tank shot him point-blank may have been the best part of this game.",4
25,"['Hearing a Jar Jar Binks - lookalike Gungan shout "" Meesa gonna dice! "" as my droid tank shot him bespeak - blank may sustain been the best part of this biz.']",4
26,"NEW YORK (CNN/Money) - Wall Street took a wait-and-see approach to the final day of the trading week, looking for more information on inflation, trade, oil and a report of Michael Eisner #39;s 2006 departure from Disney.",3
27,"['NEW YORK (CNN / Money) - Communications_NASDAQ_CYCL St.in took a wait - and - see approach to the semis day of itself bearishly_biased week, looking for information_visit_www.ca.com information on inflation, USTR_Schwab, Italy_ENI_ENI.MI and a reporting of Michael Eisner # 39; s 2006 reassignment from Disney.']",3
28,"AP - Israel announced plans Monday for 500 new housing units in the West Bank, after an apparent U.S. policy shift that has infuriated the Palestinians. The Palestinians oppose all Jewish settlement in the West Bank and Gaza Strip, lands where they hope to establish an independent state.",1
29,"['AP - Israel announced plans Monday for 500 new housing units in the West Bank, after an apparent U. Sec. insurance policy shift that has infuriated the Palestinians. The Palestinian oppose all Judaic settlement in the West Bank and Gaza Strip, land where they hope to establish an independent state.']",1
30,"Could terrorists be plotting their next move online, obscured by the 'noise' of chat-room chatter? The U.S. government thinks that may be the case and is funding a yearlong study on chat-room surveillance.",4
31,"['Could terrorists be planning their next move online, disguised by the ""noise"" of chatroom chatter? The US government thinks it might, and is funding a years-long study into chatroom surveillance.']",4
32,"Second seed Lleyton Hewitt beat Gael Monfils 6-3, 7-6 (3) on Tuesday, turning back the French teenager #39;s bid for a second upset at the ?",2
33,"['2d seed Lleyton Hewitt rhythm Gael Monfils 6 - three, 7 - half dozen (3) on Tues, turn over book binding the French teenager # ixl; s tender for a second upset at the?']",2
34,Arsenal keeper Jens Lehmann was left red-faced in Athens as two costly mistakes ensured that a Champions League victory slipped through his side #39;s fingers again.,2
35,['Arsenal keeper Jens Lehmann saw the red card in Athens because two costly mistakes slid the Champions League victory through his fingers.'],2
36,"Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ",4
37,"['Motorola plans to deal mobile earpiece network equipment that uses Linux - ground codification, a step forward in web paraphernalia makers # 39; efforts to rally or so a standard.']",4
38,"GERMANTOWN, Md. A Maryland-based private lab that analyzes criminal-case DNA evidence has fired an analyst for allegedly falsifying test data.",4
39,"['germantown, md. had a maryland - california based american private lab that analyzes criminal - capital case dna sequencing evidence has ultimately fired an expert analyst for allegedly deliberately falsifying clinical test patient data.']",4
40,"Canadian housing starts fell 5.4 percent to an annual pace of 225,000 units in October, led by drops in multi- and single-family homebuilding in cities, the federal government #39;s housing agency said.",3
41,"['Canadian housing starts fell 5.4 percent to an annual pace of 225,000 units in October, led by declines in multifamily and single-family homes in cities, the Federal Housing Administration said.']",3
42,"As the shuffling of players intensifies this off-season, some of the Boston Red Sox' pictures will come down. The champions will have to change.",2
43,"[""As the shuffling of actor intensifies this dispatch - season, some of the Beantown Red Sox ' pictures leave come downwards. The champions volition consume to change.""]",2
44,"AURORA, ONT. - Auto parts giant Magna International on Monday unveiled bids worth a total of about \$1.3 billion to take its three publicly traded subsidiaries private.",3
45,"['AURORA, ONT. - Auto parts giant Magna International on Monday submitted bids worth about $1.3 billion to privatize its three publicly traded subsidiaries.']",3
46,Demand for flat-panel devices means that the time is ripe for factories to churn out more glass.,4
47,['The demand for flat screens means that the time is ripe for factories to produce more glass.'],4
48,"year ago, the Mets were going nowhere when they swept the first-place Atlanta Braves in a three-game series at Shea Stadium on the first three days of September.",2
49,"['A year ago, the Mets went empty-handed when they swept the top-ranked Atlanta Braves in a three-game series at Shea Stadium on the first three days of September.']",2
50,Strong aftershocks are still shaking northern Japan after the country #39;s deadliest earthquake in nine years killed at least 24 people.,1
51,['historically strong aftershocks are still shaking northern mariana japan months after the country # 39 ; s 2004 deadliest earthquake in full nine billion years killed of at least to 24 thousands people.'],1
52,"NASA #39;s departing chief, Sean O #39;Keefe, on Friday defended his decision to pursue a robotic repair mission to the Hubble Space Telescope, days after a panel of scientists said a shuttle mission would be better.",4
53,"['national aeronautics and space administration # 39; second departing head, Sean Atomic number 8 # 39; Keefe, on Fri defended his decision to pursue a robotic stamping ground delegacy to the Hubble Outer space Telescope, day after a panel of scientists said a shuttle mission would be better.']",4
54,"Update: A partnership may be crucial for long-term success, one industry insider says.",4
55,"['Update: A Investigative_Journalism_collaborates fails be crucial for andlong - term success, met_Kunis_gushes ag_chem PageSix says.']",4
56,TOKYO : Japan #39;s top mobile operator NTT DoCoMo believes Europe will embrace hi-tech telephones and expects a major boost in subscribers on the continent of its i-mode Internet service.,4
57,['TOKYO: Iwao # 39; administrationâ_€_™ top mobile operator Vodafone_KK DoCoMo believes most_stringently_smokeless will embrace becky - tech telephones and expects a themain boost in Cesky_Mobil on the continent of SSAG i - QPSK_quadrature_phase search_engine service.'],4
58,"Scott McGregor, former head of Royal Philips Electronics' semiconductor division, will replace Alan Ross, who plans to retire.",4
59,"[""mrs scott mcgregor, an former head of hm royal philips and electronics'semiconductor division, will replace mr alan van ross, who then plans to retire.""]",4
60,Shares in newly public Google Inc. fell 2 percent on Wednesday as investors braced for the expiration of a lockup period that has kept insiders at the Web search company from selling stock.,3
