,news,label
0,LOS ANGELES - Hollywood studios said Thursday they will file hundreds of lawsuits later this month against individuals who swap pirated copies of movies over the Internet.,4
1,['LOS ANGELES - Hollywood studio apartment said Thursday they bequeath file hundreds of lawsuits later this calendar month against individuals who swap pirated copy of movies all over the Internet.'],4
2,"AP - A unique subspecies of fox that is about the size of a house cat is back from the brink of extinction on Santa Catalina Island and can survive on its own thanks to a captive breeding program, the head of a nonprofit group that manages most of the island said Tuesday.",4
3,"['AP - A unique race of fox that be about the size of a theater cat is rearward from the verge of extinction on Santa Catalina Island and can survive on its own thanks to a captive breeding programme, the chief of a nonprofit group that manages most of the island said Tuesday.']",4
4,The Financial Services Authority has cleared Spanish bank Santander Central Hispano's 9bn takeover of Abbey National.,3
5,"[""The Financial Services Authority has realize Spanish bank Santander Exchange Hispano ' s 9bn coup d'etat of Abbey Subject.""]",3
6,"The New York Times has appointed Michael Oreskes, who directed much of the newspaper #39;s coverage of the Clinton-Lewinsky scandal, to deputy managing editor.",3
7,"['The New York Time has appointed Michael Oreskes, world health organization directed much of the newspaper publisher # ixl; s coverage of the Bill clinton - Lewinsky outrage, to deputy managing editor.']",3
8,Jackie Stewart rejects Bernie Ecclestone's claims that the British Grand Prix is dead.,1
9,"[""Jackie Stewart rejects Bernie Ecclestone ' mho claims that the British Thousand Prix is dead.""]",1
10,"1979: The Soviet Union sends troops into Afghanistan to support a pro-Moscow regime, sparking a decade-long war with anti-communist forces supplied and trained by the United States.",1
11,"['august 1979 : the soviet russia union initially sends troops into afghanistan to support a pro - beijing moscow regime, shortly sparking a nearly decade - of long war with pakistani anti - communist guerrilla forces supplied and trained exclusively by the united states.']",1
12,"The U.S. dollar fell to another new low against the euro Friday, pushing the European currency higher than \$1.34 after U.S. employment data came in weaker than expected.",3
13,"['The Uranium. Second. one dollar bill fall to another unexampled low against the euro Friday, pushing the European up to dateness higher than \\ $ 1. 34 after U. Due south. employment data came in weaker than expected.']",3
14,"AP - European Union regulators Friday cleared Singapore's Flextronics International Ltd., the world's largest contract electronics manufacturer, to acquire factories from Canada's Nortel Networks Corp.",1
15,"[""CHRISTINA_HOAG - Europan Union Steven_L._Antonakes Thrusday cell_enzymes_metabolize Singapore ' HeÃ_¢_â_¬ Flextronics International Ltd. , the worldÂ ' s largest contract Gary_Grandbois_principal manufacturer, to acquire warehouses from Canada ' s Mitel_Networks_Corp. Networks Corp.""]",1
16,"Argentina defeated the United States team of National Basketball Association stars 89-81 here Friday in the Olympic semi-finals, dethroning the three-time defending champions.",1
17,"[""Argentina defeated the U.S. National Basketball Association's Stars team 89-81 in the Olympic semifinals on Friday, dethroning the three-time champion.""]",1
18,"Well, not the world maybe, but possibly your lawns and kitchens. The use of robots -- especially as domestic help -- is expected to increase sevenfold by 2007, according to the United Nations.",4
19,"['Intimately, not the earth maybe, but possibly your lawns and kitchen. The usage of robots - - especially as domestic help - - is expected to increase sevenfold by 2007, grant to the United Nations.']",4
