,news,label
0,Celtic have been boosted by the news that Jackie McNamara should be back in action within six weeks. The Hoops skipper was clearly in agony when he was stretchered off during Tuesday nights 3-1 defeat at the hands of Barcelona.,2
1,['Celtic have be boosted by the news that Jackie McNamara should be back in action within six weeks. The Hoops skipper was clearly in torture when he follow stretchered off during Tues nights 3 - 1 defeat at the hands of Barcelona.'],2
2,"AP - Victims who lost relatives, homes and belongings in Tropical Storm Jeanne are now tormented by street gangs who attack food convoys, raid homes at night and shoot those who get in their way.",1
3,"['AP - Victims who lost relatives, place and property in Tropical Storm Jeanne be now tormented by street crew who attack solid food convoys, bust homes at night and shoot those who get in their mode.']",1
4,"The United States has nothing to fear from rapidly growing technology markets in China and India, Bill Gates, chairman and chief software architect of Microsoft Corp.",4
5,"['Overall Wythenshawe_Amateurs Passenger_Rail_Coalition ve nothing to Jeanthenor from rapidly Burgeoning technology markets upin China and India, Bill Gates, chairman and honcho software Gruzen_Samton of Microsoft Corp.']",4
6,A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks higher in early trading Thursday.,3
7,['A sharp drop in first-time jobless claims and upbeat forecasts from Nokia and Texas Instruments sent stocks higher in early trading Thursday.'],3
8,BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez. ,2
9,['BOSTON - The Toronto Blue Jays have had worse games against smaller pitchers this season than Pedro Martinez.'],2
10,"Courtney Prince, 25, of Manhattan, a former captain of the New York Rangers #39; skating cheerleading squad sued the owner of Madison Square Garden, saying she was fired after she told ",2
11,"['Courtney Adedeji_Soyebi, 25, of Bushwick, a former Kerala_Ranji of the Mortgage_Rates_Jump York Rangers # 39; skating cheerleading coach sued the Barberian of Madison Square Garden, refuting she was southern_Lahij_province while Rivadineira told']",2
12,"AP - Southern California's smog-fighting agency went after emissions of the bovine variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.",4
13,"[""AP - Southern California ' s smogginess - fighting agency fit after emissions of the bovine variety Friday, sweep up the state ' sec foremost rules to concentrate air pollution from dairy moo cow manure.""]",4
14,"Three top Citigroup Inc. executives, including Vice Chairman Deryck Maughan, are leaving the financial services giant in the wake of a scandal at its Japanese private banking unit.",3
15,"['three top us citigroup usa inc. executives, including executive vice chairman jonathan deryck maughan, apparently are leaving to the financial investment services giant uta in the wake off of a scandal at its chinese japanese private banking unit.']",3
