,news,label
0,"Employees and some investors in Google will be able to sell shares in the company as the latest ""lockup"" phase on sales ends.",3
1,"['Employees and several equities from Google will be able to sell StockExchange in the company for the latest "" lockup "" phase put Upscale_Nordstrom reopens.']",3
2,"Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medal in the 81-kilogram class. ",2
3,"['ilias iliadis himself of greece was thrilled by the home home crowd tuesday, earlier beating roman alex gontyuk of the ukraine to win the gold medal in the mixed 81 - 80 kilogram challenge class.']",2
4,The dollar rebounded for a second session on Thursday as traders and investors took profits on bets against the US currency before the year draws to a close.,3
5,['The dollar rebounded for a second session on Thursday as traders and investors took profits from bets against the US currency as the year draws to a close.'],3
6,"&lt;a href=""http://www.techtree.com/techtree/jsp/showstory.jsp?storyid=53949""&gt;Google Browser on Its Way?&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;Techtree.com&lt;/nobr&gt;",4
7,"['& lt; a href = ""http: / / www.techtree.com / techtree / jsp / showstory.jsp? storyid = 53949"" & gt; Google Browser on Its Way? & lt; / a & gt; & lt; font size = -1 color = # 6f6f6f & gt; & lt; nobr & gt; Techtree.com & lt; / nobr & gt;']",4
8,Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?,4
9,['Ar right - leaning elector spending all their online meter on Rushlimbaugh. com? Ar give - leaning voters locked into the like - take care Talkingpointsmemo. com?'],4
10,Newcastle almost regained the lead when Bellamy headed a corner from Robert back across goal but Elliotts close range effort was somehow kept out by a pack of Blues bodies guarding the goal-line.,2
11,['newcastle almost completely regained the lead when bellamy brightly headed a corner from robert back across at goal range but elliotts early close range effort was somehow kept out only by putting a protective pack of blues bodies guarding along the north goal - line.'],2
12, NEW YORK (Reuters) - Brett Favre celebrated his 200th  consecutive start by throwing three touchdown passes as the  Green Bay Packers destroyed the St. Louis Rams 45-17 at Lambeau  Field Monday.,2
13,['nfl new york ( reuters ) - pd brett favre even celebrated his 200th consecutive start by throwing back three touchdown passes mostly as the traditional green tail bay packers destroyed late the st. by louis rams 45 - 17 victory at lambeau field monday.'],2
14,"Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",3
15,"[""Sysco Corp, the country's largest food service distributor, said Monday that profit for its most recent quarter rose 8 percent as it boosted revenue and trimmed spending despite hurricanes in the Southeast.""]",3
16,Uruguay #39;s leftist candidate Tabare Vazquez won a historic victory in Sunday #39;s presidential elections with more than 50 percent of the ballot.,1
17,"[""Uruguay's leftist candidate Tabare Vazquez won a historic victory in Sunday's presidential election with more than 50 percent of the vote.""]",1
18,"Boston Scientific Corp. and Medtronic Inc. , competing to enter the US market for stents that keep neck arteries open, said separate studies showed their devices prevent complications including stroke after 30 days.",3
19,"['Boston Scientific Corp. and Medtronic Inc., which are competing to enter the U.S. market for stents that keep neck arteries open, said their devices prevent complications such as stroke after 30 days.']",3
20,"Summary - (Nov 10, 2004) The countdown has begun for the launch of the Planetary Society #39;s Cosmos 1 spacecraft; the first ever to be powered by a solar sail.",4
21,"['Summary - (November 10, 2004) The countdown has begun for the launch of the Planetary Lodge # thirty nine; s Cosmea 1 spacecraft; the first ever so to be power by a solar sheet.']",4
22,Corporate computing software giant Computer Associates International Inc. said yesterday it will pay \$430 million in cash to acquire Waltham data security firm Netegrity Inc.,3
23,['Collective calculation software system giant Computer Associates International Inc. said yesterday it will pay off \\ $ 430 million in hard cash to acquire Waltham data security measure business firm Netegrity Inc.'],3
24,The DRX-710UL-T external DVD burner supports both FireWire 400 and USB 2.0. It ships with Roxio Toast 6 Lite. Double-layer support means users can burn up to 8.5GB of data on a single DVDR DL disc.,4
25,['The DRX - 710UL - cell_lymphopenia external DVD burner oppose both FireWire 400 and USB 9. 0. Admittedly USS_Mustin with DivX Toast 6 Lite. Double - layer support means users or lump_charcoal up to 8. 5GB of data on a cell_SLC_NAND DVDR RHP_Jesus_Colome disc.'],4
26,Italy boss Marcello Lippi is counting in his charges to make the country forget their weekend loss to Slovenia when they face Belarus in UEFA World Cup qualifying action on Wednesday.,2
27,['Italy boss Marcello Lippi live counting in his thrill to make the state forget their weekend loss to Slovenia when they face Belarus in UEFA Worldly concern Loving cup qualifying action on Wednesday.'],2
28,"New York, NY (Sports Network) - Indianapolis will take on Atlanta in the 2005 American Bowl in Japan, the league announced Friday.",2
29,"['New Scarborough, NY (Sports OlympuSAT) - Broad_Ripple be take on Denver in the 2005 Latino Bowl Clashes_mar Shizuoka, the Isthmian_League announced Friday.']",2
30,"So many disasters to avoid, so many uncertainties to resolve, no wonder so many investors have been cautious about buying stocks and bonds.",3
31,"['So few Catastrophes to avoid, so many uncertainties to resolve, None grumble so many investors Had been cautious abouta buying Vanguard_Precious_Metals and municipals.']",3
32,"Reuters - Mexico's so-called ""Fire\Volcano"" spewed lava, glowing rocks and flames on Friday in an\eruption that authorities said was not yet serious enough to\evacuate nearby villages.",4
33,"['Reuters - NEW_MEXICO_krwg \' s Very - called "" Fire \\ Volcano "" flowed lava, glowing escarpments and carelessly_discarded_cigarette at Friday in an \\ Eyjafjallajoekull there authorities said was not until serious enough to \\ evacuate neaby villages.']",4
34,Scotland #39;s Colin Montgomerie sank the winning putt at the 35th Ryder Cup at Oakland Hills in Detroit to ensure the trophy remained in European hands and maintain his unbeaten record in singles matches in the competition.,2
35,['Scotland # thirty nine; s Colin Montgomerie sank the get ahead putting at the 35th Ryder Cup at Oakland Hills in Motown to ensure the trophy remained in European hired man and maintain his unvanquished record in singles couple in the competition.'],2
36,TONY Blair was facing a new Iraq crisis last night after explosive evidence emerged from within his own government that he was warned the country would be plunged into chaos after the fall of Saddam Hussein.,1
37,['tony anthony blair was facing over a new iraq diplomatic crisis last night after explosive physical evidence then emerged from spies within his own government that he was warned the home country would be plunged into deep chaos later after the fall of hussein saddam hussein.'],1
38,Adobe quietly begins testing the waters to increase its involvement in desktop Linux. Also: Open-source Web browsers Mozilla and Firefox post gains over Microsoft's Internet Explorer.,4
39,"[""Adobe quietly begins testing he coastlands to increase its involvement in Recycle_Bin_icon Linux. Also: Open - source Web browser_toolbars Nitot and IE_Firefox newell@gawker.com gains over Miscrosoft ' communityâ_€_™ Minitel Explorer.""]",4
40,An investigative judge has questioned former Chilean dictator Augusto Pinochet for half an hour to decide whether to indict him in one of hundreds of human rights cases stemming from his 1973-1990 rule.,1
41,['An investigative judge has questioned former Chilean potentate Augusto Pinochet for half an hour to decide whether to indict him in one of one c of human rights cases stem from his 1973 - 1990 rule.'],1
42,"Canadian Press - HALIFAX (CP) - As preparations began for the return to Canada of a sailor killed in a submarine fire in the North Atlantic, the HMCS Chicoutimi was slowly being towed toward a port in Scotland.",1
43,"['Canadian Press - HALIFAX (CP) - As preparations began for the return of a sailor killed in a submarine fire in the North Atlantic, the HMCS Chicoutimi was slowly being towed toward a port in Scotland.']",1
44,"NewsFactor - Open-source software is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",4
