,news,label
0,"And they plan to build a multi-million-dollar race track here for the event, an official said today.  quot;The plans for the bid are far advanced.",2
1,"['And they plan to build a multi-million dollar racetrack here for the event, an official said today. Plans for the bid are well advanced.']",2
2,"Thursday, he took himself out of consideration during a conversation with Pittsburgh Steelers trainer John Norwig.  quot;When I #39;m running full speed and make a little move, I still feel it a little bit, quot; Burress said of his hamstring.",2
3,"['Thursday, he took showman out of consideration during a chit_chats with Pittsburgh Steelers trainer John Dapuzzo. quot; When I # 39; m running TOY_TOY ###Kbit/sec and make a even pushed, I hopeful feel it a little bit, quot; Rosenhaus said of CLEVELAND_Kenny_Lofton hamstring.']",2
4,AP - It may have seemed odd that interim Iraqi Prime Minister Ayad Allawi felt compelled to spend a few of his precious first minutes at the White House giving reporters a geography lesson.,1
5,['PAT_EATON_ROBB - It may have proved occasional that Rigoberto_Chang Iraqi Weichert_Realtors_Advantage Minister Ayad Allawi felt compelled to spend a few of his precious initial fieldgoal_attempts ####at the White House gives reporters a mathematics lesson.'],1
6," DETROIT (Reuters) - Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; on Wednesday  reported its sixth straight month of weaker vehicle sales,  prompting the second-largest U.S. automaker to further cut  production of cars and trucks, while Chrysler posted another  sales gain.",3
7,"['DETROIT (Reuters) - Ford Motor Co. & lt; A HREF = ""http: / / www.investor.reuters.com / FullQuote.aspx? ticker = F.N target = / stocks / quickinfo / fullquote"" & gt; F.N & lt; / A & gt; On Wednesday, the second-largest U.S. automaker reported its sixth consecutive month of weaker vehicle sales, prompting the second-largest U.S. automaker to further cut production of cars and trucks while Chrysler posted another sales gain.']",3
8,Honeywell on Wednesday announced that it has filed suit against Apple and 33 other companies for alleged patent infringement over a technology that  quot;increases the brightness of images and that reduces the appearance of certain interference effects on a ,4
9,['Honeywell on Wednesday annunciate that it has filed suit of clothes against Orchard apple tree and 33 other companies for so called patent infringement over a engineering that quot; increases the brightness of images and that reduces the appearance of sealed preventative effects on a'],4
10,"Ichiro Suzuki, baseball #39;s sang-froid player, is racing to shatter an elusive record for hits in a single season, aiming to bring glory to himself, the Seattle Mariners and his country Japan.",2
11,"[""Ichiro Suzuki, baseball's # 39; s singing-froid player, is about to break an elusive record for hits in a single season, aiming to bring glory to himself, the Seattle Mariners and his country Japan.""]",2
12,"At Charles Schwab, executives plan a return to the firm's original mission of serving mom-and-pop, buy-and-hold investors.",3
13,"[""At Charles Schwab, executives plan a riposte to the firm ' s original missionary work of serving ma - and - pa, grease one's palms - and - hold investor.""]",3
14,&lt;strong&gt;Review&lt;/strong&gt; From PC to hi-fi via Wi-Fi,4
15,['& lt; strong & gt; Review & lt; / strong & gt; From personal computer to hi - fi via Wi - Fi'],4
16,Lockheed Martin Corp. and BAE Systems North America Inc. filed protests with the Air Force Tuesday over a \$4 billion contract to upgrade electronics on C-130 military transport planes awarded to Boeing Co. in 2001.,3
17,['Lockheed Martin Corp. and BAE Systems Northward America Inc. filed dissent with the Air Force Tuesday over a \\ $ 4 trillion contract to upgrade electronics on C - 130 military transport planes award to Boeing Co. in 2001.'],3
18,"The Times newspaper has announced that it is to move on from its tradition of publishing in a broadsheet format and will appear in a compact size only, starting on Monday.",4
19,"[""The Times Cambodge_Soir has announced Blatch_Geib it finds to Viability_Plan_reflects on from its tradition of publishing in a L'_Humanité MXF_files and are exist in a inkjet_multifunction size only, starting into Monday.""]",4
20,"AP - Israel's evacuation of the Gaza Strip will begin next summer and will take about 12 weeks, Prime Minister Ariel Sharon said Wednesday, reversing an earlier decision to speed up the pullout.",1
21,"[""AP - Israel's evacuation of Gaza will begin next summer and last about 12 weeks, Prime Minister Ariel Sharon said Wednesday, reversing an earlier decision to speed up the withdrawal.""]",1
22,Astronomy buffs and amateur stargazers turned out to watch a total lunar eclipse Wednesday night - the last one Earth will get for nearly two and a half years.,4
23,['Uranology buffs and amateur uranologist turned out to watch a full lunar eclipse Wednesday night - the last one Terra firma will draw for nearly ii and a half age.'],4
24,"BEIJING: Chinas improving relations with India will not come at the expense of Pakistan, Chinese Premier Wen Jiabao said in his meeting with Prime Minister Shaukat Aziz here on Wednesday.",1
25,"['peiping: Republic of china ameliorate relations with Republic of india testament non come at the expense of Pakistan, Chinese Premier Steatocystoma Jiabao pronounce in his meeting with Prime Minister Shaukat Aziz here on Wednesday.']",1
26,"A key deadline to bring Australia #39;s Free Trade Agreement with the United States into force has expired. But the Australian Government is still confident the deal will come into effect next year, as Louise Willis reports.",3
27,"[""A key deadline to bring Australia's free trade agreement with the United States into force has passed, but the Australian government is still confident that the agreement will enter into force next year, as Louise Willis reports.""]",3
28,"No stranger to brash statements, jockey Corey Nakatani has a firm goal for Saturday #39;s Breeders #39; Cup program at Lone Star Park.",2
29,"['No stranger to brash statements, jockey Corey Nakatani has a steady goal for Saturday # ixl; s Stock breeder # 39; Cupful plan at Lone Star Park.']",2
30,"The early morning hours of 14 October will see the next ISS launch, bringing another permanent crew to the Station. Expedition 10 crew is made of Commander Leroy Chiao and Flight Engineer Salizhan Sharipov.",4
31,"['In the early morning hours of October 14, the next ISS launches and brings another permanent crew to the station. The crew of Expedition 10 consists of Commander Leroy Chiao and Flight Engineer Salizhan Sharipov.']",4
32,"As part of an effort to expand local content, Internet portal company Yahoo! Wednesday night began offering Web surfers information about current traffic conditions for the largest US metro areas.",4
33,"['As division of an effort to expand local content, Internet portal company Yahoo! Midweek night began offering Web surfboarder information astir current traffic conditions for the declamatory US metro area.']",4
34,Reuters - Thousands of Italians marched silently\through Rome in a candlelit procession on Friday to demand the\release of two female aid workers seized in Baghdad.,1
35,['Reuters - Thousands of Italian marched taciturnly \\ through Rome in a candlelit procession on Fri to call for the \\ release of two female tending worker seized in Baghdad.'],1
36,"A sweeping wildlife preserve in southwestern Arizona is among the nation's 10 most endangered refuges, due in large part to illegal drug and immigrant traffic and Border Patrol operations, a conservation group said Friday.",4
37,"[""that a long sweeping national wildlife preserve in remote southwestern arizona is among the nation's 10 most endangered wetlands refuges, due most in large part simply to illegal drug and immigrant traffic and border surveillance patrol paramilitary operations, a conservation trade group said friday.""]",4
38, LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.,3
39,['LONDON (Reuters) - The dollar held near a four-week low against the euro on Tuesday as investors await a survey on investor confidence in Germany and U.S. consumer inflation figures to determine the direction.'],3
40,Boeing's new heavy-lift Delta 4 rocket must wait a further week before making its maiden flight.,1
41,"[""Boeing ' s new heavy - airlift Delta 4 rocket must hold off a farther week before do its first flight.""]",1
42,"The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",4
43,['The House of Representatives on Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes and increase federal penalties by two to five years.'],4
44,"St. Louis - They trudged off the field at Minute Maid Park wearing glazed expressions, looking anywhere but home plate. That #39;s where Jeff Kent was celebrating a victory that left the Houston Astros one win from their first World Series.",2
45,"['St. Joseph louis barrow - They footslog off the field at Minute Maid Commons wear glazed expressions, looking anyplace simply home plate. That # 39; s where Jeff Kent was celebrating a victory that left the Sam houston Astros i win from their first World Series.']",2
46,"25/11/2004 - The first in a completely new class of drug for multiple sclerosis has been approved in the US, opening up a new avenue of treatment for sufferers of the debilitating diseases and potential blockbuster revenues for developers Elan and Biogen ",3
47,"['25 / 11 / 2004 - The ###st SCENARIOS_Possible_outcomes a completely new class of wholesaler_Alliance_Boots for multiple sclerosis has been approved dogfighting_ring_lopsided another US, closes up a new avenue of kidney_dialysis_treatments for sufferers of the debilitating Prion_diseases and potential Disney_Pixar_Ratatouille revenues through developers Elan and Biogen']",3
48,"Some women with breast cancer are less likely to have their tumours picked up by scans, say experts.",1
49,"['some retired women with breast skin cancer are even less likely to eventually have their remaining tumours picked out up by scans, say by experts.']",1
